cert_validity_days,issuer_trusted,domain_mismatch,self_signed,weak_cipher,expired,key_size,is_suspicious
164,1,0,0,0,0,2048,0
65,0,1,0,1,1,1024,1
73,0,1,1,1,0,2048,1
657,0,0,0,1,0,2048,0
26,1,0,0,1,0,1024,1
504,1,0,0,0,0,2048,0
538,1,0,0,0,0,2048,0
699,1,0,0,0,0,2048,0
9,0,1,1,0,1,1024,1
641,0,0,1,1,0,2048,0
13,0,0,0,0,0,1024,1
69,0,0,1,0,0,1024,1
99,1,0,0,1,0,2048,0
354,1,0,0,0,0,2048,0
670,1,0,0,0,0,2048,0
534,1,0,0,0,0,2048,0
228,1,0,0,0,0,2048,0
285,0,0,0,0,0,2048,0
63,1,0,0,1,0,1024,1
704,1,0,0,1,0,2048,0
314,1,0,0,0,0,2048,0
724,1,0,0,0,0,2048,0
191,1,0,0,0,0,2048,0
353,1,0,0,0,0,2048,0
250,1,0,0,0,0,4096,0
62,1,1,0,1,0,1024,1
580,1,0,0,0,0,2048,0
48,0,0,0,0,1,1024,1
67,0,1,1,1,1,2048,1
362,1,0,0,0,0,2048,0
74,0,1,0,1,0,2048,1
175,1,0,0,0,0,2048,0
71,0,1,1,1,0,1024,1
558,1,0,0,0,0,2048,0
14,1,1,1,1,0,2048,1
78,0,1,0,0,0,1024,1
3,0,1,0,0,0,2048,1
67,0,0,1,1,1,2048,1
656,1,0,0,1,0,2048,0
341,1,0,0,1,0,4096,0
622,1,0,0,0,0,2048,0
396,0,0,0,0,0,4096,0
519,1,0,0,0,0,2048,0
353,1,0,0,0,0,4096,0
33,1,0,0,1,1,2048,1
196,1,0,0,1,0,2048,0
51,1,1,1,0,1,1024,1
668,1,0,0,0,0,4096,0
75,1,0,1,1,1,1024,1
24,0,0,0,0,1,1024,1
603,1,0,0,0,0,2048,0
531,1,0,0,0,0,4096,0
70,0,1,1,0,1,2048,1
447,1,0,0,0,0,2048,0
204,1,0,0,0,0,2048,0
689,1,0,0,0,0,2048,0
286,1,0,0,0,0,2048,0
693,1,0,0,0,0,2048,0
363,1,0,0,0,0,2048,0
249,1,0,0,0,0,2048,0
262,1,0,0,0,0,2048,0
36,0,1,1,1,1,1024,1
547,1,0,0,1,0,4096,0
19,1,1,1,1,1,1024,1
522,1,0,0,1,0,2048,0
570,0,0,0,0,0,2048,0
544,1,0,0,0,0,2048,0
285,1,0,0,0,0,2048,0
688,1,0,0,0,0,2048,0
398,1,0,0,0,0,2048,0
645,1,0,0,0,0,2048,0
583,1,0,0,0,0,2048,0
528,1,0,0,0,0,2048,0
448,1,0,0,0,0,2048,0
125,1,0,0,1,0,2048,0
23,0,0,1,1,1,1024,1
177,1,0,0,0,0,2048,0
105,1,0,0,0,0,2048,0
42,1,1,0,1,0,1024,1
642,1,0,0,0,0,2048,0
215,1,0,0,0,0,2048,0
6,0,1,0,1,0,2048,1
561,1,0,0,0,0,4096,0
557,1,0,0,0,0,2048,0
599,1,0,0,1,0,2048,0
491,1,0,0,0,0,2048,0
265,1,0,0,0,0,4096,0
456,1,0,0,0,0,2048,0
577,1,0,0,1,0,2048,0
107,1,0,0,0,0,4096,0
86,0,0,0,0,1,2048,1
28,0,1,0,1,0,1024,1
719,1,0,0,0,0,2048,0
662,1,0,0,0,0,2048,0
689,1,0,0,0,0,2048,0
436,1,0,0,0,0,4096,0
121,1,0,0,0,0,2048,0
222,1,0,0,0,0,2048,0
14,1,0,0,1,1,1024,1
288,1,0,0,0,0,2048,0
345,1,0,0,1,0,2048,0
431,1,0,0,0,0,2048,0
320,1,0,0,0,0,2048,0
47,0,1,0,1,1,1024,1
636,1,0,0,0,0,2048,0
84,1,1,1,1,1,1024,1
624,1,0,0,0,0,2048,0
563,1,0,0,0,0,2048,0
476,1,0,0,0,0,2048,0
374,1,0,0,0,0,2048,0
539,1,0,0,0,0,2048,0
15,1,0,0,1,1,1024,1
245,1,0,0,0,0,2048,0
560,1,0,1,0,0,4096,0
509,1,0,0,0,0,2048,0
202,1,0,0,0,0,2048,0
511,1,0,0,0,0,2048,0
17,0,1,1,1,0,1024,1
83,0,1,0,0,0,2048,1
11,1,1,0,1,1,1024,1
143,1,0,0,0,0,2048,0
694,1,0,0,0,0,2048,0
414,1,0,0,0,0,2048,0
547,1,0,0,0,0,2048,0
14,0,0,1,1,0,2048,1
471,1,0,0,0,0,4096,0
302,1,0,0,0,0,4096,0
422,1,0,0,0,0,4096,0
99,1,0,0,0,0,2048,0
447,1,0,0,0,0,2048,0
292,1,0,1,0,0,2048,0
147,1,0,0,1,0,2048,0
583,1,0,0,0,0,2048,0
599,1,0,0,0,0,4096,0
4,0,1,1,1,0,2048,1
48,1,0,1,1,0,1024,1
17,1,0,1,1,1,2048,1
36,1,0,1,0,0,2048,1
192,1,0,0,0,0,4096,0
250,1,0,0,1,0,2048,0
289,1,0,0,0,0,2048,0
249,1,0,0,0,0,2048,0
48,0,0,0,0,0,2048,1
487,1,0,0,0,0,2048,0
36,0,1,0,0,0,2048,1
195,1,0,0,0,0,2048,0
672,1,0,0,0,0,4096,0
678,1,0,0,0,0,2048,0
44,0,1,0,1,1,1024,1
366,1,0,0,0,0,2048,0
200,1,0,1,1,0,2048,0
313,1,0,0,0,0,2048,0
164,1,0,0,0,0,4096,0
595,1,0,0,0,0,2048,0
103,1,0,0,0,0,4096,0
571,1,0,0,1,0,2048,0
278,1,0,0,0,0,2048,0
453,1,0,0,0,0,2048,0
328,1,0,0,0,0,2048,0
490,1,0,0,0,0,2048,0
393,1,0,0,1,0,2048,0
180,1,0,0,0,0,4096,0
481,1,0,0,0,0,4096,0
76,0,1,0,1,1,1024,1
106,1,0,0,0,0,2048,0
101,1,0,0,0,0,2048,0
255,1,0,0,0,0,2048,0
235,1,0,0,0,0,2048,0
21,0,0,0,1,1,1024,1
638,1,0,0,0,0,4096,0
671,1,0,0,0,0,2048,0
258,1,0,0,0,0,2048,0
259,1,0,0,0,0,2048,0
435,1,0,0,0,0,2048,0
12,1,1,0,1,1,2048,1
549,1,0,0,0,0,4096,0
386,1,0,0,0,0,2048,0
231,1,0,0,0,0,2048,0
68,1,1,1,1,0,1024,1
207,1,0,0,1,0,2048,0
38,1,1,0,1,0,1024,1
225,1,0,0,0,0,2048,0
503,0,0,0,0,0,4096,0
166,1,0,0,0,0,2048,0
646,1,0,0,0,0,2048,0
107,1,0,0,1,0,4096,0
24,0,1,0,1,0,2048,1
294,0,0,0,0,0,4096,0
588,1,0,0,0,0,4096,0
413,1,0,0,0,0,2048,0
81,0,0,0,1,0,1024,1
8,1,0,1,1,1,1024,1
370,1,0,0,0,0,2048,0
45,0,0,1,1,1,1024,1
332,0,0,0,0,0,2048,0
568,1,0,0,0,0,4096,0
253,1,0,0,0,0,2048,0
86,0,1,1,1,0,2048,1
657,1,0,0,0,0,4096,0
640,0,0,0,0,0,2048,0
729,1,0,0,0,0,2048,0
82,0,1,0,1,1,1024,1
297,0,0,0,0,0,4096,0
404,1,0,0,0,0,2048,0
393,1,0,0,0,0,2048,0
328,1,0,0,1,0,2048,0
313,1,0,0,0,0,2048,0
50,0,1,1,1,1,2048,1
626,1,0,0,0,0,2048,0
518,1,0,0,0,0,4096,0
309,1,0,0,0,0,2048,0
47,0,1,1,1,0,2048,1
155,1,0,0,0,0,2048,0
681,1,0,0,0,0,4096,0
29,0,0,0,1,1,2048,1
57,0,1,1,1,0,1024,1
5,0,1,1,1,1,1024,1
60,0,0,0,1,0,1024,1
704,1,0,0,0,0,2048,0
2,0,1,0,1,1,2048,1
536,1,0,0,0,0,2048,0
43,0,0,1,0,0,2048,1
472,1,0,0,0,0,2048,0
56,0,1,0,1,1,1024,1
471,1,0,0,0,0,2048,0
213,1,0,0,0,0,4096,0
356,1,0,0,0,0,2048,0
3,1,0,0,0,0,2048,1
48,0,1,0,1,0,1024,1
690,1,0,0,1,0,2048,0
247,1,0,0,0,0,2048,0
637,1,0,0,0,0,2048,0
688,1,0,0,0,0,2048,0
16,0,0,1,1,1,1024,1
417,1,0,0,0,0,2048,0
157,1,0,0,0,0,2048,0
55,1,1,0,0,0,2048,1
448,1,0,0,0,0,2048,0
532,1,0,0,0,0,2048,0
253,1,0,0,0,0,4096,0
450,1,0,0,0,0,4096,0
674,1,0,0,0,0,4096,0
208,1,0,0,0,0,2048,0
284,1,0,0,0,0,2048,0
22,0,0,0,1,0,2048,1
677,1,0,0,0,0,2048,0
49,1,0,1,1,1,2048,1
598,1,0,1,0,0,4096,0
654,1,0,1,0,0,2048,0
231,1,0,0,0,0,4096,0
120,1,0,0,0,0,2048,0
312,1,0,0,1,0,2048,0
38,0,1,1,1,0,1024,1
371,1,0,0,0,0,4096,0
470,1,0,0,0,0,2048,0
24,0,1,1,1,1,1024,1
151,1,0,0,0,0,2048,0
610,1,0,0,0,0,2048,0
160,1,0,0,0,0,4096,0
691,1,0,0,0,0,2048,0
625,1,0,0,1,0,2048,0
229,1,0,0,0,0,2048,0
32,0,0,0,0,0,2048,1
429,1,0,0,0,0,2048,0
679,1,0,0,0,0,2048,0
40,0,1,1,1,1,1024,1
630,1,0,0,0,0,2048,0
505,1,0,0,0,0,2048,0
556,1,0,0,0,0,2048,0
8,0,1,1,0,1,2048,1
380,1,0,0,0,0,2048,0
132,1,0,0,0,0,2048,0
142,1,0,0,0,0,2048,0
321,1,0,0,0,0,2048,0
51,0,1,0,0,0,2048,1
82,0,1,0,0,1,1024,1
723,1,0,0,0,0,2048,0
572,1,0,0,0,0,2048,0
131,1,0,0,0,0,2048,0
9,0,1,1,1,1,1024,1
322,1,0,0,0,0,2048,0
159,1,0,0,0,0,2048,0
105,1,0,0,0,0,2048,0
158,1,0,0,0,0,2048,0
142,1,0,0,0,0,2048,0
468,1,0,0,0,0,2048,0
552,1,0,0,0,0,2048,0
67,0,1,0,1,1,1024,1
152,1,0,0,1,0,2048,0
350,1,0,0,0,0,2048,0
589,0,0,0,0,0,2048,0
210,1,0,0,0,0,2048,0
329,1,0,0,0,0,2048,0
554,1,0,0,0,0,4096,0
196,1,0,0,0,0,2048,0
269,1,0,0,0,0,4096,0
105,1,0,0,0,0,2048,0
444,1,0,1,0,0,2048,0
88,1,1,0,0,0,2048,1
678,1,0,0,0,0,4096,0
48,0,1,1,1,0,1024,1
270,1,0,0,0,0,2048,0
263,1,0,1,0,0,2048,0
443,1,0,0,0,0,2048,0
443,1,0,1,1,0,2048,0
28,0,1,0,1,1,2048,1
404,1,0,0,0,0,2048,0
81,1,1,1,0,1,1024,1
371,1,0,0,0,0,4096,0
348,1,0,0,1,0,2048,0
648,1,0,0,0,0,4096,0
94,1,0,0,0,0,2048,0
663,0,0,0,0,0,2048,0
685,1,0,0,0,0,4096,0
483,1,0,0,0,0,2048,0
425,1,0,0,0,0,2048,0
152,1,0,0,0,0,2048,0
54,0,1,0,1,1,2048,1
57,0,1,0,1,1,2048,1
245,1,0,0,0,0,2048,0
567,1,0,0,0,0,2048,0
364,1,0,0,1,0,4096,0
29,0,1,0,1,0,2048,1
515,1,0,0,0,0,2048,0
621,1,0,1,0,0,2048,0
3,0,1,1,0,0,2048,1
303,1,0,0,0,0,2048,0
168,1,0,0,0,0,2048,0
228,1,0,0,1,0,2048,0
187,1,0,0,0,0,2048,0
287,1,0,0,1,0,2048,0
245,1,0,0,0,0,4096,0
139,1,0,0,0,0,4096,0
568,1,0,0,0,0,2048,0
32,1,1,1,1,0,2048,1
546,1,0,0,0,0,2048,0
611,1,0,0,0,0,2048,0
238,0,0,0,0,0,2048,0
25,0,0,1,1,0,1024,1
251,1,0,0,0,0,2048,0
566,1,0,0,0,0,2048,0
59,0,1,1,1,1,2048,1
85,0,0,0,1,0,2048,1
484,1,0,0,0,0,4096,0
58,0,1,0,1,0,1024,1
647,1,0,0,0,0,4096,0
535,1,0,0,1,0,2048,0
537,1,0,0,1,0,2048,0
176,1,0,0,0,0,2048,0
338,1,0,0,0,0,2048,0
529,1,0,0,0,0,2048,0
346,1,0,0,0,0,2048,0
366,1,0,0,0,0,2048,0
75,1,1,0,1,0,2048,1
605,1,0,0,0,0,2048,0
666,1,0,0,0,0,2048,0
291,1,0,0,0,0,2048,0
86,0,1,1,1,1,2048,1
269,1,0,0,0,0,2048,0
84,0,0,0,0,1,2048,1
712,1,0,0,0,0,4096,0
564,1,0,0,0,0,4096,0
489,1,0,0,0,0,2048,0
306,1,0,0,0,0,2048,0
542,1,0,0,0,0,2048,0
63,0,1,0,0,1,1024,1
329,1,0,0,0,0,4096,0
275,1,0,0,0,0,2048,0
23,1,1,0,1,0,2048,1
475,1,0,0,0,0,4096,0
13,0,1,1,1,1,1024,1
246,1,0,0,0,0,4096,0
314,1,0,0,0,0,2048,0
233,1,0,0,0,0,2048,0
508,1,0,0,1,0,4096,0
53,1,0,1,1,0,1024,1
554,1,0,0,0,0,2048,0
221,1,0,0,0,0,2048,0
714,1,0,0,0,0,2048,0
690,1,0,0,0,0,2048,0
40,0,1,1,1,1,1024,1
164,1,0,0,0,0,2048,0
501,1,0,0,0,0,2048,0
16,0,1,1,1,0,1024,1
714,1,0,0,0,0,2048,0
60,0,1,1,1,0,2048,1
714,1,0,0,0,0,4096,0
312,1,0,0,0,0,2048,0
619,1,0,0,0,0,2048,0
330,1,0,0,0,0,4096,0
81,0,1,1,1,0,2048,1
480,0,0,0,0,0,4096,0
191,1,0,0,0,0,4096,0
587,1,0,0,0,0,2048,0
600,1,0,0,0,0,2048,0
626,1,0,0,0,0,2048,0
4,1,0,1,1,1,1024,1
432,1,0,0,0,0,2048,0
95,1,0,0,0,0,2048,0
283,1,0,0,0,0,2048,0
226,0,0,0,0,0,2048,0
562,1,0,0,0,0,2048,0
305,1,0,0,0,0,4096,0
69,0,0,0,1,0,1024,1
272,1,0,0,1,0,2048,0
257,1,0,0,0,0,2048,0
127,1,0,0,0,0,2048,0
72,0,1,1,1,1,1024,1
541,1,0,0,1,0,2048,0
579,1,0,0,0,0,4096,0
231,1,0,0,0,0,2048,0
192,1,0,0,0,0,2048,0
131,1,0,0,0,0,4096,0
236,1,0,0,0,0,2048,0
155,1,0,0,0,0,4096,0
282,1,0,0,0,0,2048,0
65,1,1,1,0,1,1024,1
9,0,1,1,1,1,1024,1
591,1,0,0,0,0,4096,0
707,1,0,0,0,0,2048,0
517,1,0,0,0,0,2048,0
441,1,0,0,0,0,4096,0
415,1,0,0,0,0,2048,0
127,1,0,0,0,0,2048,0
186,1,0,0,0,0,2048,0
77,0,1,0,1,1,1024,1
720,1,0,0,0,0,2048,0
240,1,0,0,0,0,2048,0
54,0,1,1,0,1,1024,1
146,1,0,0,0,0,2048,0
424,1,0,0,0,0,2048,0
341,1,0,0,0,0,2048,0
343,1,0,0,0,0,2048,0
53,0,1,0,1,0,1024,1
545,1,0,0,0,0,2048,0
348,1,0,0,1,0,2048,0
88,1,1,1,1,1,2048,1
69,1,1,1,1,0,1024,1
45,0,1,0,1,1,2048,1
415,1,0,0,0,0,4096,0
327,1,0,0,0,0,2048,0
49,1,1,0,0,1,2048,1
39,0,1,1,0,1,2048,1
555,1,0,0,0,0,4096,0
393,1,0,0,0,0,2048,0
206,1,0,0,0,0,2048,0
40,0,1,1,1,0,2048,1
570,1,0,1,0,0,2048,0
492,1,0,0,0,0,4096,0
676,1,0,0,0,0,2048,0
322,1,0,0,0,0,2048,0
37,0,1,1,0,0,1024,1
569,1,0,0,0,0,2048,0
15,0,1,0,1,1,1024,1
7,0,0,1,1,0,1024,1
692,1,0,0,0,0,2048,0
470,1,0,0,0,0,2048,0
449,1,0,0,0,0,4096,0
67,0,1,1,1,0,1024,1
574,1,0,0,0,0,4096,0
494,0,0,0,0,0,2048,0
43,0,0,1,0,0,1024,1
554,1,0,0,1,0,2048,0
48,0,1,1,1,0,1024,1
654,1,0,0,0,0,4096,0
291,1,0,0,0,0,2048,0
264,1,0,0,1,0,2048,0
61,0,1,0,0,1,1024,1
358,1,0,0,0,0,2048,0
84,0,1,1,0,0,2048,1
10,0,1,0,1,1,2048,1
185,1,0,1,1,0,2048,0
48,1,1,0,1,1,1024,1
495,1,0,0,0,0,2048,0
244,0,0,0,1,0,2048,0
272,1,0,0,0,0,2048,0
44,0,1,0,0,0,1024,1
378,0,0,0,1,0,2048,0
347,1,0,0,1,0,2048,0
676,1,0,0,0,0,2048,0
263,0,0,0,0,0,2048,0
419,1,0,0,0,0,2048,0
44,0,1,0,1,1,2048,1
28,1,0,0,0,1,1024,1
275,1,0,0,0,0,2048,0
57,0,0,1,1,0,1024,1
371,1,0,0,0,0,2048,0
34,0,1,0,1,1,1024,1
116,1,0,0,1,0,4096,0
335,1,0,0,0,0,2048,0
576,1,0,0,0,0,2048,0
29,0,1,1,0,0,1024,1
110,1,0,0,1,0,2048,0
680,1,0,1,0,0,2048,0
183,1,0,0,1,0,4096,0
97,1,0,0,0,0,2048,0
561,0,0,0,0,0,2048,0
428,1,0,0,0,0,2048,0
78,1,0,1,1,0,2048,1
144,1,0,0,0,0,2048,0
637,1,0,0,0,0,2048,0
95,1,0,0,0,0,2048,0
83,1,1,0,1,1,2048,1
36,0,1,1,0,0,2048,1
139,1,0,0,1,0,4096,0
201,1,0,0,0,0,2048,0
235,1,0,0,1,0,2048,0
319,1,0,0,0,0,2048,0
63,0,1,1,1,0,1024,1
395,1,0,0,0,0,2048,0
631,1,0,0,0,0,2048,0
550,1,0,0,0,0,2048,0
76,0,1,1,1,1,2048,1
315,1,0,1,0,0,2048,0
148,1,0,0,0,0,2048,0
165,1,0,0,0,0,2048,0
65,0,1,0,1,1,2048,1
221,1,0,0,0,0,2048,0
587,0,0,0,1,0,2048,0
682,1,0,0,1,0,2048,0
394,1,0,0,0,0,2048,0
156,1,0,0,0,0,2048,0
319,1,0,0,0,0,2048,0
422,1,0,0,0,0,2048,0
366,1,0,0,0,0,4096,0
673,1,0,0,0,0,2048,0
50,0,1,0,0,0,1024,1
340,1,0,0,0,0,2048,0
58,1,0,1,0,1,1024,1
146,1,0,0,0,0,2048,0
455,0,0,0,0,0,2048,0
397,1,0,0,0,0,2048,0
263,0,0,0,0,0,2048,0
551,1,0,0,0,0,4096,0
685,1,0,0,0,0,2048,0
582,1,0,0,0,0,2048,0
33,1,0,0,1,0,1024,1
728,1,0,0,0,0,2048,0
40,0,1,1,1,0,1024,1
438,1,0,0,0,0,2048,0
156,1,0,0,0,0,4096,0
419,1,0,0,0,0,4096,0
283,1,0,0,0,0,2048,0
244,1,0,0,0,0,2048,0
249,1,0,0,0,0,2048,0
355,1,0,0,0,0,2048,0
257,1,0,0,0,0,2048,0
234,1,0,0,0,0,4096,0
16,0,0,0,0,1,2048,1
22,1,1,0,0,0,1024,1
18,0,1,0,1,1,2048,1
47,1,0,1,1,1,1024,1
643,1,0,1,0,0,2048,0
605,0,0,0,0,0,2048,0
10,0,1,0,1,0,1024,1
336,1,0,0,0,0,2048,0
112,1,0,0,0,0,2048,0
614,1,0,0,0,0,2048,0
233,0,0,0,0,0,2048,0
282,1,0,0,0,0,4096,0
67,0,1,0,0,1,2048,1
464,1,0,0,0,0,2048,0
718,1,0,0,0,0,2048,0
85,1,1,0,1,1,2048,1
467,1,0,0,0,0,2048,0
639,1,0,0,0,0,2048,0
645,1,0,0,0,0,2048,0
163,1,0,0,0,0,2048,0
88,0,1,1,1,0,2048,1
315,1,0,0,0,0,2048,0
68,0,1,0,0,0,1024,1
437,1,0,0,0,0,4096,0
24,0,1,0,1,0,1024,1
40,0,0,0,1,1,1024,1
74,1,1,1,0,0,1024,1
514,0,0,0,0,0,2048,0
40,0,1,0,0,1,2048,1
651,1,0,0,0,0,2048,0
338,1,0,0,0,0,4096,0
81,1,0,0,1,0,2048,1
658,1,0,0,0,0,2048,0
30,0,1,0,1,1,1024,1
195,1,0,0,0,0,2048,0
280,1,0,0,1,0,2048,0
226,1,0,0,0,0,2048,0
209,1,0,0,0,0,2048,0
161,1,0,0,0,0,2048,0
220,1,0,0,0,0,2048,0
546,1,0,0,0,0,4096,0
568,1,0,0,0,0,2048,0
141,1,0,0,0,0,2048,0
663,1,0,0,0,0,2048,0
208,0,0,0,0,0,2048,0
353,1,0,0,0,0,2048,0
328,1,0,0,0,0,2048,0
79,0,1,1,1,1,1024,1
50,0,1,1,1,0,1024,1
398,1,0,0,0,0,2048,0
696,1,0,0,0,0,2048,0
52,0,1,1,1,0,1024,1
146,1,0,1,0,0,2048,0
492,1,0,1,0,0,2048,0
156,1,0,0,0,0,2048,0
88,1,1,1,0,1,2048,1
695,1,0,0,0,0,2048,0
458,1,0,0,0,0,2048,0
65,1,1,1,1,1,1024,1
34,1,1,0,0,0,1024,1
491,1,0,0,0,0,2048,0
650,1,0,0,0,0,2048,0
62,0,1,0,1,1,2048,1
663,1,0,0,1,0,2048,0
356,1,0,0,0,0,4096,0
207,1,0,0,0,0,4096,0
39,0,1,0,0,0,1024,1
690,1,0,0,0,0,2048,0
47,0,1,0,1,1,1024,1
48,0,1,0,1,0,1024,1
328,0,0,0,0,0,2048,0
354,1,0,0,0,0,2048,0
357,1,0,0,0,0,2048,0
202,1,0,0,0,0,4096,0
255,1,0,0,0,0,2048,0
14,0,0,1,1,1,1024,1
306,1,0,0,0,0,2048,0
86,0,1,0,1,0,1024,1
381,1,0,0,0,0,2048,0
139,1,0,0,0,0,2048,0
196,1,0,0,0,0,2048,0
98,1,0,0,0,0,2048,0
545,1,0,0,0,0,2048,0
412,1,0,0,0,0,2048,0
398,1,0,0,0,0,2048,0
711,1,0,0,0,0,4096,0
234,1,0,0,0,0,2048,0
501,1,0,0,0,0,2048,0
203,1,0,1,0,0,2048,0
74,1,1,0,1,0,1024,1
488,1,0,0,0,0,2048,0
364,0,0,0,0,0,2048,0
213,1,0,0,1,0,2048,0
175,1,0,0,0,0,2048,0
671,1,0,0,0,0,2048,0
136,1,0,0,0,0,2048,0
290,1,0,0,0,0,2048,0
365,1,0,0,0,0,4096,0
638,1,0,0,0,0,4096,0
219,1,0,0,0,0,2048,0
537,1,0,0,0,0,2048,0
88,0,1,0,1,0,2048,1
665,1,0,0,0,0,2048,0
352,1,0,1,0,0,2048,0
721,1,0,0,0,0,2048,0
367,0,0,0,0,0,4096,0
135,1,0,0,0,0,4096,0
257,1,0,0,0,0,4096,0
534,1,0,0,0,0,4096,0
711,1,0,0,0,0,2048,0
135,1,0,0,0,0,2048,0
629,1,0,0,0,0,2048,0
176,0,0,0,0,0,2048,0
474,1,0,0,0,0,2048,0
354,1,0,0,0,0,2048,0
37,1,1,1,1,0,1024,1
539,1,0,0,0,0,2048,0
321,1,0,0,0,0,2048,0
275,0,0,0,0,0,2048,0
48,1,1,1,1,0,2048,1
272,1,0,0,0,0,2048,0
486,0,0,0,0,0,4096,0
570,1,0,0,0,0,2048,0
492,1,0,0,0,0,2048,0
552,1,0,0,0,0,4096,0
506,1,0,0,0,0,2048,0
67,0,1,0,1,1,1024,1
154,1,0,0,0,0,2048,0
644,1,0,0,0,0,2048,0
21,0,0,1,1,0,1024,1
272,1,0,0,0,0,2048,0
480,1,0,0,0,0,2048,0
133,1,0,0,0,0,2048,0
571,1,0,0,0,0,2048,0
352,1,0,0,0,0,2048,0
86,1,1,1,1,0,2048,1
530,1,0,0,0,0,2048,0
655,1,0,0,0,0,2048,0
309,1,0,0,0,0,2048,0
44,0,1,1,0,0,1024,1
33,0,0,1,1,0,1024,1
60,0,0,1,1,0,2048,1
498,1,0,0,0,0,4096,0
560,1,0,0,0,0,2048,0
436,1,0,0,1,0,4096,0
551,1,0,1,1,0,2048,0
150,1,0,0,0,0,2048,0
255,1,0,0,0,0,2048,0
240,1,0,1,1,0,2048,0
200,1,0,0,0,0,2048,0
577,1,0,0,1,0,2048,0
638,1,0,0,1,0,2048,0
92,1,0,0,1,0,4096,0
572,1,0,0,1,0,4096,0
102,1,0,1,0,0,2048,0
71,0,1,1,1,0,2048,1
433,1,0,0,0,0,4096,0
538,1,0,0,0,0,2048,0
421,1,0,0,0,0,2048,0
13,0,1,1,1,0,1024,1
172,1,0,0,0,0,2048,0
423,1,0,0,0,0,2048,0
469,1,0,1,0,0,2048,0
308,1,0,0,0,0,2048,0
543,1,0,0,0,0,2048,0
178,1,0,0,0,0,2048,0
82,0,1,1,0,1,1024,1
399,1,0,0,0,0,2048,0
47,0,1,0,1,1,2048,1
698,1,0,0,0,0,2048,0
443,1,0,0,0,0,4096,0
24,0,1,1,0,1,1024,1
234,1,0,0,0,0,2048,0
99,1,0,0,0,0,4096,0
133,1,0,1,0,0,2048,0
475,1,0,0,1,0,2048,0
584,1,0,0,0,0,2048,0
582,1,0,0,0,0,2048,0
258,1,0,0,0,0,4096,0
620,1,0,0,0,0,4096,0
425,1,0,0,0,0,2048,0
602,1,0,0,0,0,2048,0
219,1,0,0,0,0,2048,0
628,1,0,0,0,0,4096,0
603,1,0,0,0,0,4096,0
339,0,0,0,0,0,2048,0
51,1,1,0,1,0,2048,1
364,1,0,0,0,0,2048,0
553,1,0,0,0,0,2048,0
230,1,0,0,0,0,2048,0
345,1,0,0,1,0,2048,0
545,1,0,0,0,0,2048,0
27,0,1,0,0,0,2048,1
696,1,0,0,0,0,2048,0
86,0,0,0,1,1,1024,1
80,1,0,0,1,1,2048,1
46,0,0,0,1,0,2048,1
76,0,1,1,0,1,2048,1
146,1,0,0,0,0,2048,0
587,1,0,0,0,0,2048,0
703,1,0,0,0,0,4096,0
258,1,0,0,1,0,2048,0
671,1,0,0,0,0,4096,0
650,1,0,0,0,0,2048,0
517,1,0,0,0,0,4096,0
508,1,0,0,0,0,2048,0
436,1,0,0,0,0,2048,0
606,1,0,0,1,0,2048,0
544,1,0,0,1,0,2048,0
85,0,1,0,1,0,1024,1
268,1,0,0,0,0,2048,0
146,1,0,0,0,0,2048,0
693,1,0,0,0,0,2048,0
590,1,0,0,0,0,4096,0
201,1,0,0,0,0,2048,0
237,1,0,0,0,0,2048,0
467,0,0,0,0,0,2048,0
437,1,0,0,0,0,2048,0
447,1,0,0,0,0,2048,0
145,1,0,0,1,0,4096,0
405,1,0,0,0,0,2048,0
274,1,0,0,0,0,2048,0
143,1,0,0,0,0,4096,0
88,0,1,1,1,1,1024,1
359,1,0,0,0,0,4096,0
597,1,0,0,0,0,4096,0
317,1,0,0,0,0,2048,0
517,1,0,0,0,0,2048,0
90,1,0,0,0,0,4096,0
112,1,0,0,0,0,2048,0
75,0,1,0,1,1,2048,1
537,1,0,0,0,0,2048,0
585,1,0,1,1,0,2048,0
514,1,0,0,0,0,4096,0
107,1,0,0,0,0,2048,0
534,0,0,0,0,0,4096,0
650,1,0,0,0,0,2048,0
18,0,1,1,1,1,2048,1
716,1,0,0,0,0,2048,0
128,1,0,0,0,0,2048,0
43,0,0,1,1,1,1024,1
300,1,0,1,0,0,4096,0
3,1,1,1,1,1,1024,1
370,0,0,0,0,0,2048,0
38,0,0,0,1,1,2048,1
538,1,0,0,0,0,2048,0
76,1,1,1,1,1,1024,1
44,0,1,1,1,1,1024,1
644,1,0,0,0,0,2048,0
80,0,1,0,0,1,2048,1
546,1,0,0,1,0,4096,0
605,1,0,0,0,0,2048,0
262,1,0,1,0,0,2048,0
282,1,0,1,0,0,2048,0
604,1,0,0,0,0,2048,0
657,1,0,0,0,0,2048,0
498,1,0,0,0,0,2048,0
76,0,1,0,1,0,2048,1
37,0,1,1,1,0,2048,1
169,1,0,0,0,0,2048,0
667,1,0,0,1,0,2048,0
298,1,0,0,0,0,2048,0
611,1,0,0,0,0,2048,0
288,1,0,0,0,0,2048,0
660,1,0,0,0,0,4096,0
323,1,0,0,0,0,2048,0
74,0,1,0,1,0,2048,1
482,1,0,0,0,0,2048,0
655,1,0,0,1,0,2048,0
535,1,0,0,0,0,2048,0
482,1,0,0,0,0,2048,0
98,1,0,0,0,0,2048,0
