query_name_length,query_type,response_code,subdomain_count,is_tunneling
92,AAAA,NOERROR,4,0
20,A,NOERROR,4,0
5,A,NOERROR,8,0
25,AAAA,NOERROR,0,0
54,A,NOERROR,3,0
13,A,NOERROR,9,0
50,A,NOERROR,3,0
85,A,NXDOMAIN,4,0
52,MX,NOERROR,5,0
78,A,NXDOMAIN,9,1
85,MX,SERVFAIL,1,0
97,NS,NOERROR,9,0
69,A,NOERROR,9,0
8,AAAA,NOERROR,1,0
5,A,NOERROR,5,0
54,A,NOERROR,5,0
74,A,NOERROR,4,0
85,A,NOERROR,6,0
53,A,NOERROR,1,0
89,A,NOERROR,5,0
53,A,NOERROR,7,0
24,NS,NOERROR,6,0
36,A,NOERROR,8,0
65,A,NXDOMAIN,9,1
52,A,NOERROR,9,0
95,A,NOERROR,2,0
52,A,REFUSED,3,0
22,A,NOERROR,2,0
76,A,NOERROR,1,0
13,AAAA,NOERROR,2,0
75,A,NOERROR,9,0
50,NS,NOERROR,5,0
12,MX,NOERROR,2,0
28,A,NOERROR,7,0
22,A,NOERROR,1,0
68,A,NOERROR,5,0
43,A,REFUSED,3,0
99,A,NOERROR,9,0
5,CNAME,NOERROR,9,0
64,A,NOERROR,8,0
88,A,NOERROR,6,0
79,NS,NOERROR,5,0
65,A,NOERROR,8,0
39,A,NOERROR,4,0
82,AAAA,NOERROR,2,0
69,TXT,NOERROR,1,1
37,NS,NOERROR,5,0
37,TXT,NXDOMAIN,3,0
86,A,NXDOMAIN,3,0
7,A,NXDOMAIN,0,0
86,AAAA,NOERROR,0,0
62,CNAME,NOERROR,6,0
43,AAAA,NOERROR,7,0
84,TXT,NOERROR,7,1
33,A,NOERROR,4,0
54,A,NOERROR,2,0
53,A,NOERROR,9,0
86,A,NXDOMAIN,9,1
83,AAAA,NXDOMAIN,4,0
99,A,NOERROR,0,0
85,CNAME,NXDOMAIN,8,1
91,AAAA,SERVFAIL,8,0
73,A,NOERROR,5,0
47,A,NOERROR,3,0
85,A,NOERROR,4,0
75,AAAA,NOERROR,1,0
81,CNAME,NOERROR,9,0
25,A,NOERROR,2,0
24,AAAA,NOERROR,4,0
18,A,NOERROR,7,0
51,A,NXDOMAIN,8,1
86,CNAME,NXDOMAIN,8,1
5,A,NOERROR,1,0
82,A,NOERROR,0,0
98,A,NOERROR,1,0
20,AAAA,NOERROR,5,0
56,A,NXDOMAIN,8,1
90,TXT,NOERROR,9,1
77,A,NXDOMAIN,9,1
72,A,NXDOMAIN,5,0
62,A,NOERROR,0,0
65,A,NOERROR,8,0
61,A,REFUSED,2,0
31,A,NOERROR,8,0
49,A,NOERROR,5,0
82,A,NOERROR,1,0
81,AAAA,NXDOMAIN,5,0
43,A,NOERROR,6,0
88,A,NOERROR,5,0
97,A,NOERROR,6,0
20,A,NOERROR,9,0
14,A,NXDOMAIN,5,0
41,A,NOERROR,4,0
38,A,NOERROR,6,0
31,A,NOERROR,5,0
22,A,NOERROR,8,0
18,A,NOERROR,1,0
14,A,NOERROR,6,0
93,NS,NOERROR,4,0
88,TXT,NOERROR,8,1
24,AAAA,NOERROR,0,0
35,AAAA,NXDOMAIN,4,0
34,TXT,NOERROR,2,0
62,A,NOERROR,1,0
36,TXT,SERVFAIL,3,0
68,AAAA,NOERROR,7,0
96,A,NOERROR,9,0
33,TXT,NXDOMAIN,5,0
30,NS,SERVFAIL,0,0
57,A,NOERROR,9,0
40,A,NOERROR,7,0
7,AAAA,NOERROR,0,0
49,A,NOERROR,8,0
71,A,NOERROR,3,0
40,A,NOERROR,7,0
94,A,NOERROR,9,0
54,MX,NOERROR,6,0
89,A,NOERROR,0,0
57,A,NOERROR,8,0
18,A,NOERROR,7,0
12,A,NXDOMAIN,3,0
10,MX,NOERROR,0,0
77,A,REFUSED,0,0
52,A,REFUSED,4,0
73,A,NOERROR,4,0
21,A,NOERROR,8,0
63,A,NOERROR,2,0
16,MX,NOERROR,7,0
23,A,SERVFAIL,6,0
99,CNAME,NOERROR,4,0
13,A,NOERROR,3,0
25,A,NXDOMAIN,5,0
39,A,NOERROR,0,0
53,A,NOERROR,4,0
56,A,NOERROR,3,0
37,A,NXDOMAIN,6,0
74,A,NOERROR,5,0
23,A,NOERROR,4,0
79,MX,SERVFAIL,9,0
6,A,NOERROR,9,0
85,A,NOERROR,9,0
37,AAAA,NXDOMAIN,0,0
92,NS,NOERROR,0,0
64,AAAA,NXDOMAIN,8,1
85,A,NOERROR,3,0
22,A,NOERROR,2,0
40,A,NOERROR,4,0
52,A,NOERROR,7,0
17,A,NOERROR,5,0
84,A,NOERROR,1,0
33,A,SERVFAIL,1,0
7,NS,NOERROR,3,0
13,A,NXDOMAIN,0,0
90,MX,NXDOMAIN,7,1
68,A,NOERROR,8,0
26,A,NXDOMAIN,9,0
95,A,NOERROR,3,0
38,A,NOERROR,2,0
9,AAAA,NOERROR,1,0
93,A,NOERROR,2,0
66,A,NOERROR,4,0
39,A,NOERROR,7,0
58,A,NOERROR,9,0
84,A,NXDOMAIN,9,1
27,MX,NOERROR,7,0
83,AAAA,NOERROR,1,0
26,A,NOERROR,9,0
55,A,NOERROR,7,0
79,A,NOERROR,5,0
29,A,NOERROR,9,0
73,A,NOERROR,3,0
27,A,NOERROR,7,0
13,A,NOERROR,7,0
60,A,NXDOMAIN,8,1
23,A,NOERROR,1,0
91,A,NOERROR,9,0
14,MX,NOERROR,1,0
23,A,NOERROR,8,0
28,A,SERVFAIL,4,0
71,AAAA,NOERROR,4,0
15,A,NOERROR,6,0
91,A,NOERROR,1,0
86,MX,NOERROR,1,0
72,A,NXDOMAIN,0,0
89,A,NXDOMAIN,1,0
71,NS,NOERROR,6,0
48,A,NOERROR,3,0
27,MX,NOERROR,4,0
78,A,NOERROR,5,0
85,AAAA,NOERROR,6,0
13,A,NOERROR,1,0
28,A,NOERROR,6,0
65,A,NOERROR,5,0
29,A,NXDOMAIN,0,0
23,A,NOERROR,2,0
15,AAAA,NOERROR,4,0
91,CNAME,NOERROR,1,0
16,AAAA,NOERROR,2,0
27,A,SERVFAIL,4,0
45,A,NOERROR,2,0
97,AAAA,NOERROR,0,0
11,TXT,NOERROR,8,0
63,A,NOERROR,9,0
97,NS,NOERROR,6,0
89,MX,NXDOMAIN,3,0
45,A,NOERROR,3,0
26,A,NXDOMAIN,7,0
97,A,NOERROR,7,0
62,A,SERVFAIL,4,0
66,CNAME,NOERROR,3,0
83,CNAME,NXDOMAIN,6,1
65,A,NOERROR,6,0
56,AAAA,NXDOMAIN,7,1
33,AAAA,NOERROR,3,0
53,A,NOERROR,7,0
16,MX,NOERROR,3,0
5,NS,NOERROR,3,0
88,AAAA,NXDOMAIN,7,1
8,AAAA,NOERROR,0,0
54,A,NOERROR,8,0
10,A,NOERROR,7,0
71,A,NOERROR,4,0
68,MX,REFUSED,7,0
48,A,NOERROR,0,0
41,A,NOERROR,2,0
45,A,NOERROR,1,0
40,A,NOERROR,3,0
9,A,NOERROR,2,0
91,A,NOERROR,1,0
87,TXT,NXDOMAIN,1,1
31,A,NXDOMAIN,5,0
35,MX,NXDOMAIN,5,0
89,MX,NOERROR,5,0
27,A,NOERROR,1,0
24,MX,NOERROR,0,0
83,AAAA,NOERROR,4,0
76,AAAA,NXDOMAIN,7,1
34,TXT,NOERROR,7,0
72,MX,NOERROR,8,0
60,AAAA,NOERROR,2,0
34,AAAA,NXDOMAIN,6,0
66,A,NOERROR,7,0
21,AAAA,NOERROR,9,0
17,MX,NOERROR,6,0
73,AAAA,NOERROR,6,0
24,NS,NOERROR,2,0
12,A,NOERROR,3,0
10,A,NXDOMAIN,5,0
77,A,NOERROR,5,0
22,CNAME,NOERROR,0,0
19,A,NOERROR,0,0
97,MX,NOERROR,6,0
41,A,NOERROR,0,0
15,A,NOERROR,2,0
58,A,NXDOMAIN,3,0
7,NS,NXDOMAIN,8,0
45,A,NOERROR,2,0
88,A,NOERROR,1,0
78,MX,NOERROR,2,0
81,A,NOERROR,6,0
89,AAAA,NOERROR,8,0
89,A,NOERROR,1,0
33,MX,NOERROR,4,0
97,A,NOERROR,6,0
8,A,NOERROR,3,0
69,TXT,NOERROR,8,1
35,A,NOERROR,0,0
54,AAAA,NOERROR,6,0
80,A,NOERROR,8,0
96,A,NOERROR,1,0
27,AAAA,NXDOMAIN,9,0
16,A,NOERROR,9,0
75,NS,NOERROR,4,0
42,A,NOERROR,7,0
24,CNAME,NXDOMAIN,1,0
25,A,NOERROR,5,0
71,AAAA,NOERROR,8,0
39,A,NOERROR,6,0
14,NS,NOERROR,4,0
50,A,NXDOMAIN,2,0
81,MX,NOERROR,3,0
21,A,NOERROR,7,0
99,A,NXDOMAIN,9,1
11,AAAA,NOERROR,7,0
23,A,NXDOMAIN,3,0
95,TXT,NOERROR,8,1
70,A,NOERROR,5,0
72,A,NOERROR,0,0
15,A,NOERROR,7,0
66,NS,NOERROR,9,0
33,A,NOERROR,0,0
92,A,NOERROR,1,0
40,A,NOERROR,2,0
42,A,NOERROR,6,0
43,A,NOERROR,7,0
92,MX,NOERROR,8,0
31,A,NOERROR,8,0
47,NS,NOERROR,7,0
30,A,NOERROR,9,0
74,AAAA,NOERROR,8,0
81,A,NOERROR,3,0
21,A,NOERROR,4,0
18,MX,NOERROR,8,0
75,AAAA,NOERROR,9,0
51,CNAME,NOERROR,9,0
94,AAAA,NOERROR,6,0
16,A,NOERROR,2,0
57,A,NOERROR,3,0
49,A,NOERROR,5,0
22,CNAME,NOERROR,5,0
87,A,NOERROR,3,0
46,A,NOERROR,2,0
99,NS,NOERROR,2,0
28,A,NXDOMAIN,3,0
6,NS,NXDOMAIN,3,0
21,CNAME,NOERROR,5,0
16,AAAA,SERVFAIL,0,0
62,A,NOERROR,7,0
16,A,NOERROR,4,0
94,A,NOERROR,4,0
64,MX,NOERROR,0,0
57,AAAA,NOERROR,8,0
33,A,NXDOMAIN,5,0
76,A,SERVFAIL,8,0
79,CNAME,NOERROR,4,0
96,A,NOERROR,3,0
9,MX,NOERROR,4,0
32,NS,NOERROR,4,0
79,A,NOERROR,3,0
96,NS,NOERROR,4,0
86,NS,NOERROR,1,0
77,MX,NXDOMAIN,5,0
13,A,NXDOMAIN,8,0
42,A,NOERROR,3,0
85,A,NOERROR,9,0
25,MX,NOERROR,1,0
41,A,NOERROR,4,0
49,A,NOERROR,6,0
66,A,NXDOMAIN,1,0
44,A,NOERROR,7,0
84,AAAA,NOERROR,3,0
65,A,NOERROR,0,0
53,A,NOERROR,8,0
17,A,NOERROR,1,0
47,MX,NOERROR,9,0
90,A,NOERROR,8,0
98,A,NOERROR,3,0
95,NS,NOERROR,2,0
51,MX,NOERROR,2,0
18,A,SERVFAIL,0,0
99,A,NXDOMAIN,6,1
58,A,NXDOMAIN,7,1
18,A,NXDOMAIN,0,0
60,AAAA,NOERROR,0,0
57,A,NOERROR,7,0
19,A,NOERROR,9,0
7,A,NOERROR,0,0
23,A,NOERROR,7,0
80,MX,NOERROR,6,0
56,A,NOERROR,6,0
17,A,NOERROR,1,0
47,A,NOERROR,5,0
96,AAAA,NOERROR,8,0
81,A,NOERROR,4,0
47,AAAA,NOERROR,4,0
40,MX,NOERROR,3,0
23,A,NOERROR,4,0
96,NS,NOERROR,6,0
51,AAAA,NXDOMAIN,8,1
65,A,NOERROR,6,0
89,A,NOERROR,3,0
21,A,NOERROR,0,0
59,A,NXDOMAIN,2,0
79,A,NOERROR,1,0
33,MX,NOERROR,3,0
95,CNAME,NOERROR,1,0
52,A,NOERROR,8,0
80,AAAA,NOERROR,7,0
91,NS,NOERROR,6,0
42,AAAA,NOERROR,9,0
82,AAAA,NOERROR,9,0
44,A,NOERROR,9,0
22,MX,NOERROR,7,0
7,A,NXDOMAIN,5,0
81,NS,NOERROR,4,0
66,AAAA,NOERROR,2,0
52,A,NXDOMAIN,9,1
88,A,NOERROR,0,0
52,A,NOERROR,2,0
23,TXT,NXDOMAIN,0,0
10,A,NOERROR,6,0
49,AAAA,NOERROR,2,0
51,NS,NOERROR,4,0
88,A,NOERROR,6,0
99,CNAME,NOERROR,2,0
26,A,NOERROR,3,0
48,A,NOERROR,0,0
69,A,NOERROR,4,0
30,A,NOERROR,8,0
65,NS,NOERROR,0,0
55,AAAA,SERVFAIL,7,0
41,A,NOERROR,4,0
89,A,NOERROR,7,0
66,MX,NOERROR,2,0
79,MX,NOERROR,8,0
55,MX,NOERROR,8,0
66,TXT,NOERROR,3,1
53,A,NXDOMAIN,5,0
84,AAAA,NOERROR,1,0
40,A,NOERROR,3,0
96,A,NXDOMAIN,2,0
34,A,NOERROR,0,0
46,A,NOERROR,2,0
58,A,NOERROR,5,0
48,A,NOERROR,2,0
45,AAAA,NOERROR,0,0
26,A,NXDOMAIN,8,0
10,A,NOERROR,0,0
43,MX,NOERROR,3,0
82,A,NXDOMAIN,7,1
67,A,NXDOMAIN,4,0
61,A,NOERROR,9,0
52,MX,NOERROR,2,0
20,A,NXDOMAIN,7,0
21,A,NOERROR,3,0
12,A,NOERROR,1,0
80,NS,NOERROR,9,0
79,A,NOERROR,7,0
46,AAAA,NOERROR,5,0
90,A,NOERROR,4,0
73,A,NOERROR,5,0
66,A,NOERROR,9,0
16,NS,NOERROR,3,0
72,AAAA,NOERROR,8,0
77,MX,NXDOMAIN,0,0
72,A,NOERROR,8,0
25,A,NXDOMAIN,0,0
49,A,NXDOMAIN,7,0
15,NS,NXDOMAIN,8,0
85,TXT,NOERROR,4,1
88,AAAA,SERVFAIL,6,0
37,A,NOERROR,4,0
23,NS,NOERROR,3,0
57,A,NOERROR,5,0
52,A,NOERROR,3,0
92,A,NOERROR,7,0
59,A,NOERROR,2,0
81,CNAME,NOERROR,1,0
22,AAAA,NOERROR,6,0
91,CNAME,NOERROR,6,0
44,AAAA,NOERROR,5,0
90,A,NOERROR,5,0
53,A,NOERROR,1,0
39,MX,NXDOMAIN,2,0
86,CNAME,NOERROR,8,0
30,A,NXDOMAIN,3,0
83,A,NOERROR,9,0
69,NS,NOERROR,4,0
94,A,NOERROR,6,0
12,A,NOERROR,9,0
95,AAAA,NOERROR,6,0
15,AAAA,NOERROR,6,0
71,AAAA,NOERROR,7,0
84,A,NOERROR,0,0
75,TXT,NOERROR,2,1
55,A,NOERROR,8,0
58,A,NOERROR,2,0
45,A,NOERROR,5,0
91,A,NOERROR,5,0
24,A,NOERROR,9,0
54,TXT,NOERROR,7,1
79,AAAA,NOERROR,5,0
83,A,NOERROR,3,0
89,A,REFUSED,7,0
91,A,NOERROR,2,0
29,A,NOERROR,7,0
66,AAAA,NOERROR,6,0
6,A,NOERROR,8,0
49,TXT,NOERROR,6,0
36,A,NOERROR,4,0
52,MX,NOERROR,4,0
56,MX,NOERROR,0,0
6,A,NOERROR,2,0
96,TXT,NOERROR,6,1
43,A,NOERROR,0,0
78,AAAA,NOERROR,1,0
28,A,NOERROR,1,0
8,A,NXDOMAIN,9,0
36,AAAA,NOERROR,3,0
89,A,NOERROR,9,0
51,A,NXDOMAIN,5,0
99,A,NOERROR,3,0
41,A,NXDOMAIN,7,0
46,MX,SERVFAIL,3,0
36,MX,NOERROR,0,0
50,CNAME,SERVFAIL,4,0
26,A,NOERROR,1,0
56,A,NOERROR,2,0
46,A,NOERROR,5,0
99,AAAA,NOERROR,7,0
74,NS,NOERROR,0,0
38,A,NOERROR,6,0
43,AAAA,NOERROR,0,0
63,AAAA,NXDOMAIN,0,0
16,TXT,NOERROR,2,0
94,A,NOERROR,4,0
65,AAAA,NXDOMAIN,6,1
5,A,NOERROR,1,0
29,A,NOERROR,3,0
40,AAAA,SERVFAIL,3,0
22,A,NOERROR,3,0
79,A,SERVFAIL,5,0
16,A,REFUSED,6,0
81,A,NXDOMAIN,1,0
86,AAAA,NOERROR,5,0
60,MX,NOERROR,1,0
33,NS,NXDOMAIN,4,0
77,CNAME,NOERROR,9,0
87,A,NOERROR,1,0
47,A,NOERROR,4,0
62,CNAME,NXDOMAIN,1,0
85,AAAA,NOERROR,1,0
59,A,NOERROR,3,0
19,AAAA,NOERROR,9,0
19,A,NOERROR,1,0
64,A,NOERROR,1,0
44,AAAA,NOERROR,0,0
66,A,NOERROR,8,0
8,MX,NOERROR,0,0
86,A,NOERROR,6,0
82,A,NOERROR,4,0
79,AAAA,NOERROR,7,0
11,MX,NOERROR,5,0
50,NS,NXDOMAIN,5,0
95,MX,NOERROR,5,0
21,AAAA,NOERROR,2,0
18,A,NOERROR,5,0
41,NS,NOERROR,2,0
81,A,NOERROR,3,0
59,A,NXDOMAIN,5,0
32,MX,SERVFAIL,6,0
39,A,SERVFAIL,5,0
36,AAAA,NOERROR,9,0
31,A,NOERROR,7,0
58,AAAA,NOERROR,8,0
78,A,NXDOMAIN,8,1
8,A,NOERROR,3,0
48,A,NOERROR,1,0
62,TXT,NXDOMAIN,6,1
51,A,NXDOMAIN,2,0
53,A,NOERROR,6,0
98,NS,REFUSED,4,0
97,AAAA,NXDOMAIN,6,1
98,A,NOERROR,5,0
62,A,NXDOMAIN,6,1
37,A,NOERROR,3,0
29,AAAA,NOERROR,6,0
40,A,NOERROR,3,0
94,A,NOERROR,2,0
96,A,NOERROR,7,0
50,A,NOERROR,4,0
38,A,NOERROR,5,0
31,A,NOERROR,0,0
51,AAAA,NOERROR,5,0
51,AAAA,REFUSED,1,0
19,MX,SERVFAIL,4,0
17,A,NOERROR,9,0
37,AAAA,NOERROR,0,0
11,A,NOERROR,5,0
59,A,NOERROR,8,0
82,A,NOERROR,0,0
61,A,NOERROR,7,0
9,A,REFUSED,9,0
36,A,SERVFAIL,3,0
71,A,NOERROR,0,0
81,A,NOERROR,0,0
76,A,NOERROR,3,0
34,A,NOERROR,5,0
9,A,NOERROR,0,0
98,MX,NOERROR,7,0
34,NS,NOERROR,7,0
60,A,NOERROR,4,0
95,CNAME,NXDOMAIN,0,0
89,MX,NOERROR,8,0
41,A,NOERROR,6,0
68,TXT,NOERROR,1,1
8,A,NOERROR,0,0
36,A,NOERROR,4,0
95,A,NOERROR,3,0
53,AAAA,NOERROR,1,0
45,A,NOERROR,5,0
90,A,NXDOMAIN,3,0
22,TXT,NXDOMAIN,8,1
46,A,NOERROR,2,0
40,TXT,NOERROR,8,0
11,AAAA,REFUSED,8,0
70,A,NOERROR,9,0
62,A,NOERROR,0,0
39,A,NOERROR,2,0
14,TXT,NOERROR,3,0
70,TXT,NXDOMAIN,8,1
24,NS,NOERROR,1,0
71,TXT,NOERROR,9,1
23,A,NOERROR,9,0
72,AAAA,NXDOMAIN,0,0
19,A,NOERROR,9,0
61,A,NOERROR,9,0
84,CNAME,NOERROR,1,0
44,A,NOERROR,6,0
44,TXT,NOERROR,1,0
13,MX,NOERROR,2,0
78,A,NOERROR,0,0
13,A,NOERROR,6,0
30,A,NOERROR,2,0
43,AAAA,NXDOMAIN,8,0
69,TXT,NOERROR,9,1
49,A,NOERROR,1,0
67,A,NOERROR,8,0
73,A,NOERROR,6,0
53,A,NXDOMAIN,8,1
7,AAAA,REFUSED,3,0
38,A,NOERROR,7,0
31,MX,NOERROR,9,0
52,CNAME,NOERROR,1,0
92,A,NOERROR,9,0
33,AAAA,REFUSED,9,0
16,A,NOERROR,0,0
22,MX,NXDOMAIN,6,0
70,A,NOERROR,3,0
98,A,NOERROR,5,0
57,A,NOERROR,9,0
90,A,NOERROR,3,0
48,AAAA,NOERROR,0,0
57,A,NOERROR,3,0
34,NS,NOERROR,2,0
66,A,NOERROR,2,0
14,CNAME,NOERROR,2,0
87,A,REFUSED,9,0
27,A,NOERROR,6,0
30,AAAA,NOERROR,6,0
65,TXT,NOERROR,5,1
17,A,NOERROR,2,0
47,NS,NOERROR,0,0
38,TXT,NXDOMAIN,8,1
55,TXT,NOERROR,6,1
46,NS,NXDOMAIN,1,0
65,AAAA,NOERROR,5,0
24,AAAA,NOERROR,9,0
86,A,NOERROR,7,0
28,A,NOERROR,8,0
12,A,NOERROR,7,0
20,CNAME,NOERROR,4,0
80,A,NXDOMAIN,4,0
95,A,NOERROR,8,0
41,AAAA,NOERROR,6,0
35,CNAME,NOERROR,4,0
35,AAAA,REFUSED,3,0
40,A,NOERROR,2,0
33,A,NXDOMAIN,5,0
92,A,NOERROR,9,0
16,A,NOERROR,3,0
76,A,NXDOMAIN,5,0
15,A,NOERROR,7,0
9,AAAA,NOERROR,6,0
13,NS,NOERROR,4,0
93,A,NOERROR,1,0
37,TXT,NOERROR,7,0
73,TXT,NOERROR,0,1
47,A,NXDOMAIN,7,0
53,AAAA,NOERROR,2,0
75,AAAA,NOERROR,6,0
28,A,NOERROR,7,0
52,MX,NOERROR,6,0
30,A,NOERROR,8,0
10,A,NOERROR,5,0
82,A,NOERROR,3,0
41,A,NOERROR,8,0
57,AAAA,NOERROR,3,0
5,A,NOERROR,0,0
43,AAAA,NOERROR,5,0
86,A,NOERROR,2,0
35,AAAA,REFUSED,6,0
8,A,SERVFAIL,8,0
16,A,NOERROR,6,0
34,A,NOERROR,5,0
30,AAAA,NOERROR,3,0
22,A,NOERROR,6,0
18,A,NOERROR,1,0
99,NS,NOERROR,3,0
11,CNAME,NOERROR,1,0
25,A,NOERROR,5,0
51,A,SERVFAIL,7,0
99,A,NOERROR,5,0
52,A,NOERROR,0,0
57,A,NOERROR,4,0
35,TXT,NOERROR,6,0
78,AAAA,SERVFAIL,0,0
72,A,NOERROR,4,0
21,A,NOERROR,2,0
66,A,NOERROR,4,0
25,A,NOERROR,6,0
35,A,NOERROR,4,0
70,A,NXDOMAIN,9,1
91,MX,NOERROR,1,0
6,A,NOERROR,9,0
53,A,NOERROR,2,0
21,A,NOERROR,3,0
12,TXT,NOERROR,0,0
62,A,NOERROR,1,0
87,AAAA,NOERROR,4,0
39,AAAA,NOERROR,4,0
20,A,NOERROR,0,0
47,A,NOERROR,1,0
64,MX,NOERROR,4,0
73,A,NOERROR,4,0
62,AAAA,NOERROR,5,0
10,A,NOERROR,0,0
67,A,NXDOMAIN,4,0
42,AAAA,NOERROR,4,0
98,CNAME,NOERROR,5,0
71,A,NOERROR,4,0
18,A,NOERROR,6,0
59,NS,NOERROR,0,0
96,A,NOERROR,1,0
53,A,NOERROR,5,0
54,A,NOERROR,6,0
95,A,NOERROR,4,0
70,AAAA,NOERROR,9,0
79,CNAME,NOERROR,4,0
65,MX,NOERROR,0,0
73,A,NXDOMAIN,9,1
19,A,NXDOMAIN,5,0
15,A,NOERROR,1,0
40,A,NOERROR,8,0
7,A,NOERROR,5,0
83,MX,NOERROR,1,0
86,TXT,NOERROR,3,1
22,A,NOERROR,8,0
43,A,NOERROR,4,0
57,A,NOERROR,2,0
47,A,NOERROR,6,0
92,A,NOERROR,2,0
36,MX,NOERROR,2,0
77,A,NOERROR,0,0
81,A,NOERROR,1,0
72,A,NOERROR,8,0
30,A,NXDOMAIN,7,0
8,A,NXDOMAIN,4,0
19,TXT,NOERROR,9,0
10,A,NOERROR,0,0
50,A,NOERROR,3,0
74,NS,NXDOMAIN,2,0
72,A,NOERROR,3,0
43,MX,NOERROR,6,0
87,AAAA,NOERROR,9,0
21,MX,NOERROR,8,0
49,A,NOERROR,5,0
30,A,NOERROR,3,0
89,NS,NOERROR,6,0
41,A,NXDOMAIN,2,0
96,MX,NOERROR,4,0
95,A,NXDOMAIN,9,1
49,A,NOERROR,0,0
62,A,NOERROR,3,0
33,TXT,NOERROR,5,0
41,CNAME,NOERROR,3,0
21,A,NOERROR,4,0
85,TXT,NOERROR,5,1
88,AAAA,NOERROR,6,0
36,A,NOERROR,6,0
21,AAAA,NOERROR,7,0
65,A,NOERROR,2,0
59,A,NOERROR,6,0
15,NS,NOERROR,2,0
93,A,NOERROR,0,0
70,A,NOERROR,5,0
96,A,NOERROR,7,0
26,A,NOERROR,8,0
23,MX,NOERROR,2,0
20,TXT,NOERROR,7,0
69,MX,NOERROR,0,0
83,TXT,NOERROR,6,1
45,A,NOERROR,6,0
8,MX,REFUSED,0,0
88,AAAA,NXDOMAIN,2,0
77,NS,NOERROR,4,0
20,A,NOERROR,7,0
32,CNAME,NOERROR,4,0
20,A,NOERROR,1,0
36,A,NOERROR,2,0
32,A,NOERROR,3,0
33,AAAA,NOERROR,0,0
75,MX,NOERROR,7,0
18,A,NOERROR,9,0
51,A,NXDOMAIN,1,0
8,A,NOERROR,6,0
39,A,NOERROR,8,0
69,A,NXDOMAIN,2,0
91,A,NOERROR,5,0
88,A,NXDOMAIN,3,0
29,MX,REFUSED,4,0
12,A,NOERROR,3,0
19,A,NOERROR,7,0
47,A,NOERROR,9,0
56,A,NXDOMAIN,3,0
67,AAAA,NOERROR,6,0
76,AAAA,NOERROR,8,0
14,A,NOERROR,8,0
61,A,SERVFAIL,4,0
91,A,NXDOMAIN,7,1
85,MX,NOERROR,2,0
82,AAAA,NXDOMAIN,9,1
37,TXT,NOERROR,7,0
39,A,NOERROR,5,0
89,AAAA,NOERROR,7,0
98,A,NOERROR,0,0
89,A,NOERROR,1,0
61,A,NXDOMAIN,6,1
90,A,NOERROR,9,0
22,A,NOERROR,1,0
58,A,NXDOMAIN,1,0
26,AAAA,NXDOMAIN,1,0
36,A,NOERROR,7,0
81,AAAA,NOERROR,6,0
75,AAAA,NOERROR,4,0
28,A,NXDOMAIN,7,0
54,A,REFUSED,2,0
80,A,NXDOMAIN,2,0
29,MX,NOERROR,2,0
27,AAAA,NOERROR,1,0
11,A,NOERROR,1,0
27,A,NOERROR,4,0
64,A,NXDOMAIN,5,0
74,TXT,NOERROR,7,1
16,A,NXDOMAIN,8,0
80,A,NOERROR,0,0
27,TXT,NOERROR,9,0
94,MX,NXDOMAIN,7,1
49,CNAME,NOERROR,7,0
62,A,NOERROR,1,0
89,A,NOERROR,2,0
42,A,NXDOMAIN,5,0
35,AAAA,NXDOMAIN,7,0
45,A,NXDOMAIN,4,0
35,AAAA,NOERROR,5,0
13,CNAME,NOERROR,7,0
6,A,NOERROR,2,0
73,A,NOERROR,7,0
81,NS,NOERROR,4,0
47,A,NXDOMAIN,4,0
53,MX,NOERROR,8,0
45,A,NXDOMAIN,3,0
96,AAAA,NOERROR,1,0
88,A,NOERROR,5,0
28,A,NOERROR,4,0
98,AAAA,NOERROR,2,0
25,A,REFUSED,6,0
21,MX,NOERROR,6,0
96,CNAME,NOERROR,5,0
99,A,NOERROR,5,0
91,A,NOERROR,9,0
23,A,NOERROR,3,0
13,A,NOERROR,6,0
23,MX,NOERROR,1,0
5,A,NXDOMAIN,6,0
37,NS,REFUSED,9,0
88,A,NOERROR,7,0
67,A,NOERROR,0,0
86,A,NXDOMAIN,3,0
57,A,NOERROR,7,0
77,A,NXDOMAIN,5,0
74,A,REFUSED,4,0
70,MX,NOERROR,6,0
62,CNAME,NOERROR,3,0
59,A,NOERROR,9,0
62,A,NOERROR,6,0
40,A,NOERROR,5,0
38,CNAME,NOERROR,3,0
46,AAAA,NOERROR,6,0
16,MX,NOERROR,2,0
26,A,NOERROR,7,0
18,TXT,NXDOMAIN,3,0
23,AAAA,NOERROR,9,0
21,NS,NOERROR,9,0
88,CNAME,NOERROR,9,0
7,A,NOERROR,3,0
72,A,NOERROR,7,0
50,A,NOERROR,6,0
22,A,NXDOMAIN,9,0
16,CNAME,NOERROR,2,0
37,A,NOERROR,8,0
57,AAAA,NOERROR,2,0
68,AAAA,NOERROR,1,0
40,A,NOERROR,7,0
20,MX,NOERROR,7,0
5,A,NOERROR,3,0
79,MX,NOERROR,1,0
72,A,NOERROR,2,0
99,TXT,NOERROR,2,1
73,A,NOERROR,8,0
70,A,NXDOMAIN,4,0
88,AAAA,NOERROR,0,0
94,A,NOERROR,0,0
26,A,NOERROR,3,0
70,AAAA,NOERROR,2,0
43,A,NOERROR,4,0
27,A,NXDOMAIN,3,0
58,A,NOERROR,4,0
84,TXT,NXDOMAIN,7,1
