hour_of_day,log_level,event_frequency,unique_ips,failed_auth_count,avg_response_time_ms,error_rate,is_anomaly
16,ERROR,39,1,1,129,0.03465987859014229,0
17,DEBUG,20,28,3,451,0.046929716998095186,0
0,CRITICAL,237,241,76,8051,0.7525149227735255,1
11,INFO,4,24,4,328,0.03324141678823283,0
13,WARNING,31,28,1,489,0.037736636386244055,0
4,WARNING,293,420,25,7582,0.4693467261987542,1
14,INFO,37,11,0,485,0.022956447734301274,0
13,DEBUG,21,10,4,406,0.012829388089438388,0
18,WARNING,1,16,3,164,0.030274013614678425,0
8,INFO,3,9,1,454,0.021702243276411595,0
12,INFO,13,12,0,286,0.004905655967034773,0
15,DEBUG,7,22,4,71,0.022313426541184362,0
15,WARNING,6,15,3,190,0.03472326653495889,0
19,INFO,6,29,2,367,0.022954587665259055,0
17,INFO,34,16,0,277,0.02857402744590183,0
16,INFO,32,1,1,380,0.03548502091117536,0
11,WARNING,16,6,4,119,0.02539054864218039,0
17,INFO,38,13,2,495,0.004834814224674428,0
13,DEBUG,8,1,2,122,0.03460764174586055,0
14,WARNING,21,13,4,453,0.009709090528100912,0
12,INFO,11,5,4,494,0.035796492590485667,0
18,INFO,23,3,4,303,0.015339716892173767,0
15,DEBUG,6,12,0,408,0.026844980350402184,0
10,WARNING,46,26,1,201,0.0032189039617156025,0
15,DEBUG,15,10,2,475,0.014294314744810117,0
12,INFO,11,9,3,340,0.0462338017615681,0
8,WARNING,27,17,4,216,0.02625351722395941,0
13,DEBUG,15,6,1,138,0.04538634334130193,0
9,WARNING,45,14,3,268,0.046991038603144276,0
14,INFO,38,3,0,219,0.013849658817113636,0
16,INFO,4,25,2,370,0.04529600593253061,0
0,WARNING,281,408,40,4331,0.3336626389349596,1
17,INFO,45,28,1,306,0.027206535468009854,0
11,DEBUG,10,27,2,254,0.020262099256313833,0
11,DEBUG,29,7,2,216,0.012612143097640128,0
11,WARNING,12,9,4,345,0.019960264975861522,0
10,DEBUG,40,15,2,183,0.03268675754067329,0
12,WARNING,20,19,1,206,0.018146507187564376,0
16,DEBUG,37,16,4,480,0.017622869745216454,0
18,INFO,2,19,2,227,0.027209493679161808,0
15,WARNING,20,19,3,117,0.0022638370046872804,0
17,DEBUG,12,17,3,72,0.030592933263213426,0
9,WARNING,38,29,2,313,0.014626428020487565,0
19,INFO,30,25,1,150,0.024603088577906607,0
1,WARNING,295,272,10,5142,0.2877665945891318,1
19,INFO,18,6,4,291,0.0396184769939833,0
0,WARNING,228,472,51,7481,0.3063336491185529,1
9,INFO,7,25,0,356,0.0025151171818205255,0
14,INFO,42,1,2,198,0.018919910859600743,0
12,INFO,5,19,0,358,0.005865050449625048,0
14,DEBUG,48,15,0,75,0.02160782808983061,0
12,WARNING,29,3,3,281,0.041396487135120924,0
19,WARNING,35,17,4,463,0.01619407607764486,0
13,INFO,39,6,0,210,0.04062870949187414,0
1,ERROR,485,445,19,2233,0.36871099752404135,1
8,INFO,10,8,2,55,0.03389884274402637,0
18,INFO,37,22,1,133,0.042489869002040714,0
19,INFO,2,4,4,335,0.04213601146962029,0
8,CRITICAL,3,21,3,156,0.000991876625055921,0
12,DEBUG,14,28,1,282,0.033109334555056144,0
8,INFO,47,2,1,362,0.03854536881414891,0
2,CRITICAL,275,106,76,3421,0.7193025405365969,1
17,INFO,45,12,1,450,0.04229255393944181,0
16,WARNING,49,1,3,412,0.03320382059111395,0
14,INFO,4,12,1,141,0.03424219667974668,0
2,WARNING,390,335,12,5439,0.323289482454843,1
13,WARNING,47,10,4,353,0.04418918188449255,0
15,INFO,15,12,3,58,0.018946094210814193,0
15,INFO,9,19,1,93,0.007330879326851703,0
13,DEBUG,3,29,4,308,0.01571157600732483,0
11,INFO,2,3,2,349,0.020067690464511415,0
11,INFO,39,22,1,355,0.03762737005249521,0
11,DEBUG,41,19,1,277,0.0043517930306675055,0
13,INFO,30,23,4,353,0.03292226832908709,0
8,INFO,37,7,4,312,0.025610002578357806,0
19,DEBUG,17,21,4,59,0.015821727217481353,0
9,INFO,3,1,1,383,0.01974690318422593,0
13,INFO,9,13,0,305,0.034915025007069396,0
18,DEBUG,8,9,0,195,0.030064857825562948,0
8,INFO,9,16,4,82,0.0035691210760095517,0
16,INFO,17,18,0,139,0.004964064777272542,0
19,DEBUG,24,15,2,369,0.035153733514603845,0
2,ERROR,206,84,28,2401,0.6511568176442641,1
14,INFO,14,15,0,233,0.008049903400554398,0
19,WARNING,16,15,1,483,0.02976260992698762,0
8,DEBUG,18,10,0,130,0.010301664997734085,0
15,INFO,49,26,4,156,0.04922455540911088,0
19,DEBUG,24,18,1,461,0.03141032058820911,0
19,INFO,39,15,0,115,0.04083578506658036,0
19,INFO,47,12,2,409,0.014487270761095473,0
19,INFO,27,1,1,150,0.016918744815348673,0
19,INFO,28,13,1,145,0.0072861720924472465,0
12,WARNING,7,17,1,464,0.033978506146712655,0
12,INFO,34,17,0,423,0.04907565533550398,0
13,WARNING,27,7,4,373,0.024522964179141293,0
4,INFO,326,203,68,9865,0.36916808974196447,1
23,ERROR,228,252,61,1784,0.44845983081860585,1
12,INFO,19,9,3,316,0.03542301331901887,0
8,INFO,6,15,0,422,0.008960359246523292,0
18,DEBUG,30,1,2,72,0.04671564271868672,0
16,ERROR,28,26,1,224,0.03670595148946076,0
13,DEBUG,12,22,1,497,0.009347927969924757,0
16,DEBUG,15,11,4,109,0.04512002950649304,0
18,INFO,45,5,1,456,0.011069897504572851,0
11,INFO,39,19,4,408,0.04776838237246052,0
9,INFO,39,18,0,169,0.0143603888420068,0
10,INFO,15,18,3,468,0.006259301912217114,0
19,INFO,36,18,4,101,0.028553393602878153,0
11,INFO,3,23,4,354,0.02976742397315926,0
3,WARNING,141,443,44,9024,0.4519865254715909,1
19,WARNING,7,7,0,419,0.013572242183365847,0
15,WARNING,9,14,3,81,0.01856506043990212,0
4,ERROR,187,477,50,1738,0.5141052716777755,1
4,DEBUG,217,215,41,1207,0.7346402743543412,1
13,WARNING,47,28,2,95,0.005099409489177376,0
11,DEBUG,36,26,0,384,0.021311966067777112,0
14,DEBUG,10,20,2,111,0.009527772174329086,0
18,DEBUG,2,9,3,209,0.007431296171208546,0
12,DEBUG,23,16,4,147,0.019123262593523194,0
12,WARNING,39,23,2,75,0.017193101624482093,0
16,INFO,29,26,3,420,0.005836514787482589,0
10,ERROR,19,6,3,448,0.0008440495344055055,0
17,DEBUG,38,7,2,378,0.031651369668665025,0
11,INFO,47,18,0,118,0.011976638053083894,0
12,ERROR,20,1,4,403,0.042826974382086574,0
8,WARNING,12,26,3,326,0.015468278705457444,0
14,INFO,11,25,0,244,0.027251784430811884,0
15,DEBUG,35,16,3,207,0.011068753731756543,0
13,INFO,49,18,3,182,0.009241580498105867,0
4,WARNING,454,498,18,8919,0.7212951365458671,1
10,INFO,23,19,0,265,0.033878985679585326,0
9,INFO,17,28,1,229,0.04748110675797197,0
12,INFO,48,13,4,65,0.01000410684686779,0
16,INFO,2,19,4,183,0.037439940663298414,0
18,INFO,5,3,1,217,0.011177067721548684,0
8,DEBUG,21,20,3,203,0.03745879451567223,0
8,INFO,13,27,1,361,0.04152950221880465,0
17,INFO,11,17,2,178,0.010675160404207192,0
10,DEBUG,24,11,2,235,0.018338310542820823,0
17,INFO,33,29,0,389,0.030274534116989354,0
10,DEBUG,27,17,0,231,0.04552718106365269,0
1,ERROR,440,195,65,1024,0.24592934760930762,1
11,ERROR,18,12,1,380,0.02790955505331191,0
13,DEBUG,21,20,0,453,0.0068624046203584815,0
19,INFO,4,16,1,344,0.021227995273669083,0
15,INFO,41,1,0,309,0.026701483315835658,0
15,DEBUG,32,28,4,471,0.03946878629065632,0
18,WARNING,43,20,1,223,0.04990570826172983,0
11,INFO,49,13,2,347,0.027995591097527694,0
8,WARNING,11,2,2,335,0.021535002140191935,0
14,DEBUG,3,16,0,469,0.02538145878370538,0
13,DEBUG,21,7,1,414,0.03008820464925875,0
12,INFO,43,22,3,327,0.004210968209334492,0
11,INFO,14,2,2,217,0.003595624779115059,0
13,WARNING,6,18,2,451,0.01719416827242235,0
15,DEBUG,29,28,1,438,0.002961991621680549,0
13,INFO,31,17,1,349,0.02476302659232332,0
10,DEBUG,47,16,0,296,0.012895934769404633,0
16,WARNING,28,20,3,182,0.002628827979005016,0
10,INFO,43,18,2,472,0.00256031922088501,0
22,ERROR,243,354,44,8013,0.5948199497828758,1
12,DEBUG,28,28,2,383,0.016555591932777513,0
18,INFO,19,28,3,252,0.04072226824058856,0
9,DEBUG,3,20,4,326,0.006535003021299041,0
18,DEBUG,12,16,4,493,0.001368846188999512,0
17,INFO,36,1,3,337,0.003013870706445182,0
18,CRITICAL,24,21,1,398,0.016603835801143114,0
17,WARNING,12,5,4,372,0.030319794975084715,0
9,INFO,24,15,1,446,0.02500812996075626,0
13,INFO,1,13,0,183,0.02849995369513384,0
9,CRITICAL,28,5,2,427,0.03134194316467059,0
23,ERROR,76,272,64,8858,0.4554419473416761,1
8,INFO,21,20,4,272,0.04544332953199276,0
15,WARNING,30,5,4,328,0.00044627885084632117,0
17,DEBUG,34,16,1,407,0.008959024858790982,0
17,DEBUG,26,11,4,422,0.03230489561752132,0
8,INFO,35,11,1,119,0.048649046335198814,0
17,DEBUG,31,22,3,199,0.007615330411128796,0
13,INFO,16,23,4,94,0.03535713870535281,0
19,INFO,42,26,3,107,0.012303162286658332,0
8,INFO,29,27,3,89,0.010041589145345121,0
15,CRITICAL,29,3,2,354,0.015243245397278088,0
12,DEBUG,9,19,1,83,0.008487493415854919,0
0,WARNING,176,171,69,8133,0.2565785800971222,1
12,DEBUG,8,28,2,248,0.04738571674943047,0
8,INFO,2,2,4,50,0.046141022431042164,0
8,INFO,11,25,4,401,0.02673874691391162,0
1,ERROR,497,67,43,5220,0.7615268494977496,1
11,DEBUG,47,3,4,281,0.009901173102794342,0
16,INFO,18,3,1,244,0.027814959917769413,0
16,INFO,5,8,4,245,0.03881465021245093,0
8,DEBUG,7,16,0,176,0.01612509980493604,0
10,INFO,23,12,4,258,0.010458989350381266,0
19,INFO,19,22,3,276,0.014535687419251693,0
4,CRITICAL,492,80,75,3243,0.7680906524303868,1
9,WARNING,48,1,1,264,0.013548367101132703,0
14,INFO,19,19,1,270,0.00321980373853521,0
10,WARNING,49,4,2,490,0.024937969837878896,0
8,INFO,45,17,1,499,0.00800576897279014,0
5,CRITICAL,313,283,30,6362,0.6279831763387542,1
10,DEBUG,28,4,3,301,0.04006071906786966,0
13,INFO,11,15,2,247,0.04552145398285946,0
11,INFO,11,7,3,296,0.043631068046560535,0
8,INFO,9,20,0,99,0.01783442066765481,0
14,DEBUG,14,17,3,73,0.03865895360873625,0
9,INFO,34,25,1,115,0.024916661707286014,0
19,INFO,29,22,2,445,0.012780711265513868,0
5,WARNING,171,255,98,2097,0.3696994712564021,1
15,INFO,21,7,3,438,0.028591235443086133,0
2,ERROR,276,138,37,1499,0.4550212994307428,1
18,WARNING,5,17,4,254,0.0006090659016687539,0
19,INFO,33,15,4,59,0.022047899608035965,0
15,WARNING,9,23,0,71,0.0002820718815810919,0
17,WARNING,3,9,4,270,0.014374322055498706,0
18,INFO,14,28,4,290,0.020498856569798714,0
13,INFO,18,16,4,414,0.023289141758423677,0
14,DEBUG,12,6,2,440,0.037024577649484004,0
16,WARNING,23,28,2,135,0.036610201141761736,0
13,DEBUG,14,17,4,53,0.015600106005130643,0
16,INFO,16,25,1,115,0.01834021692227867,0
19,INFO,37,7,4,391,0.012965755571177197,0
9,WARNING,20,17,4,234,0.01957278376613571,0
9,INFO,20,14,4,137,0.01696014142558287,0
9,WARNING,15,15,1,331,0.03323639651692774,0
4,WARNING,142,123,94,8744,0.3970187042751948,1
9,DEBUG,25,21,4,251,0.0014377776388219132,0
10,INFO,17,18,3,111,0.0009862236316277252,0
15,CRITICAL,12,19,0,324,0.04826204844058709,0
15,INFO,45,18,2,218,0.012310741019834471,0
18,WARNING,42,14,0,71,0.036608592229321744,0
19,INFO,39,20,2,76,0.03597961920322746,0
23,ERROR,366,313,89,2672,0.4794398550141982,1
16,INFO,8,5,1,326,0.019400863110489153,0
15,INFO,24,7,4,138,0.03240243875086848,0
8,DEBUG,47,12,2,71,0.018142429889414002,0
15,ERROR,25,17,4,442,0.011723790777344041,0
8,ERROR,21,19,4,208,0.049317071340913156,0
11,INFO,33,16,1,222,0.04515937592475779,0
17,DEBUG,10,2,2,50,0.023212253462560586,0
23,WARNING,57,155,87,6739,0.652536272655907,1
14,ERROR,19,29,1,207,0.04847214314304377,0
17,DEBUG,29,17,4,318,0.01713305456162403,0
11,WARNING,3,21,2,127,0.042032198139316045,0
15,INFO,39,3,1,83,0.019814837376002134,0
15,INFO,4,8,1,202,0.04364794006289632,0
16,WARNING,37,5,3,490,0.02433405922390122,0
13,DEBUG,31,21,0,82,0.026634444282611365,0
11,INFO,6,23,2,284,0.03781231502020809,0
9,ERROR,28,24,2,134,0.04406713935778509,0
3,ERROR,291,497,32,4237,0.7870960719891462,1
17,INFO,12,21,2,273,0.037606575869942815,0
1,ERROR,370,457,59,3775,0.2896937927139515,1
22,INFO,237,79,20,2057,0.30229444975305697,1
19,DEBUG,3,28,1,204,0.007839725584380952,0
10,INFO,1,25,0,459,0.01772486575882687,0
10,INFO,35,14,1,495,0.03931822041574092,0
11,INFO,24,23,0,68,0.029260029546242114,0
9,INFO,47,14,0,327,0.04610128277181523,0
12,DEBUG,48,4,1,234,0.0231469434262308,0
1,ERROR,252,198,43,7022,0.6643810249374538,1
17,DEBUG,20,2,0,143,0.028011472838532493,0
12,DEBUG,16,21,3,340,0.04534912200727454,0
19,INFO,30,4,4,191,0.002972666402098545,0
5,CRITICAL,50,245,31,1182,0.5662027337316473,1
16,DEBUG,39,17,0,418,0.01882096654095476,0
5,ERROR,336,420,14,3966,0.35107531725672547,1
16,INFO,5,23,0,159,0.03581150888886084,0
17,DEBUG,29,3,1,267,0.01689522636948548,0
13,INFO,37,22,0,142,0.001227225495370471,0
19,WARNING,28,28,1,315,0.010699165723146636,0
13,INFO,41,21,3,97,0.014579811548404388,0
18,DEBUG,23,16,4,399,0.009063978084846037,0
10,INFO,32,12,1,95,0.03818283949139045,0
17,INFO,46,20,3,159,0.030288392761010353,0
16,DEBUG,18,3,4,136,0.03455140475256836,0
5,INFO,469,325,41,8630,0.22045681747966608,1
12,DEBUG,35,5,2,288,0.0341181038702262,0
10,DEBUG,43,16,0,331,0.03576315438642796,0
12,DEBUG,24,26,0,295,0.037978643337470974,0
15,INFO,47,7,0,451,0.03888429725090112,0
15,INFO,28,20,1,498,0.013731607503037441,0
15,WARNING,36,16,2,52,0.012051099098233521,0
13,INFO,21,17,2,154,0.03613938518479303,0
8,WARNING,5,2,2,123,0.049138255325980526,0
18,INFO,26,12,4,78,0.036238980223120734,0
17,DEBUG,23,26,1,438,0.0253002956790212,0
19,INFO,44,13,3,374,0.015259515745732956,0
13,WARNING,33,5,4,192,0.006606790536177205,0
19,DEBUG,26,16,1,139,0.02910788780405938,0
18,DEBUG,22,28,2,331,0.004145823319792752,0
17,INFO,20,8,1,85,0.04633576495848526,0
1,WARNING,89,316,78,4978,0.7442380322108852,1
16,INFO,41,28,3,395,0.006717071418351279,0
19,DEBUG,18,14,2,291,0.03796294991219365,0
15,DEBUG,5,8,4,334,0.044430223229435906,0
18,INFO,32,29,1,472,0.009109954327193371,0
19,INFO,46,25,0,293,0.0026187848758151724,0
15,INFO,11,18,2,71,0.006773672191161834,0
14,INFO,21,20,2,239,0.03570886986214632,0
9,INFO,22,12,0,498,0.04447572188934936,0
8,DEBUG,3,11,4,351,0.03580971294027106,0
9,INFO,9,16,3,408,0.018305089000362824,0
13,DEBUG,2,26,3,260,0.03022039227763375,0
9,INFO,46,22,4,304,0.025460531144953016,0
17,INFO,28,15,1,154,0.02603836140480887,0
11,DEBUG,34,13,3,125,0.041282994539252535,0
17,DEBUG,10,22,4,231,0.047777376012900115,0
10,DEBUG,19,28,2,283,0.04436719157343306,0
13,DEBUG,29,28,0,439,0.03792597038385663,0
19,INFO,2,21,1,168,0.022891637291879714,0
19,ERROR,48,18,1,188,0.011903610672985754,0
15,INFO,6,24,2,306,0.01880876028132751,0
18,INFO,44,1,3,114,0.0432176993347897,0
13,INFO,7,29,1,440,0.0003842474078680658,0
9,INFO,36,1,0,476,0.01606294895078173,0
12,WARNING,8,28,2,301,0.024434578869180074,0
18,WARNING,19,1,1,347,0.0020045880476122434,0
13,INFO,10,9,2,398,0.005229744969712219,0
16,ERROR,33,21,3,467,0.035398796318231736,0
13,DEBUG,37,14,4,184,0.047171284689032714,0
17,INFO,38,28,2,208,0.033725996168031507,0
12,WARNING,27,18,3,173,0.011782235627754363,0
0,ERROR,228,228,83,9195,0.30920406929078587,1
17,ERROR,19,1,1,178,0.030338327285572193,0
0,INFO,283,141,67,5458,0.5816864461201792,1
12,INFO,23,11,1,203,0.03265799799008756,0
13,ERROR,1,2,1,334,0.004162470270187196,0
14,INFO,43,19,1,212,0.00863726673147478,0
11,INFO,3,2,3,86,0.03565258360946016,0
14,DEBUG,10,24,3,315,0.03715514222257737,0
12,INFO,7,19,2,246,0.0038565276409116504,0
13,WARNING,49,2,0,163,0.028919311424226785,0
22,WARNING,306,247,40,1950,0.4851375377567051,1
19,DEBUG,16,23,1,248,0.009553657999984805,0
15,DEBUG,39,15,0,295,0.03527373648025927,0
16,WARNING,45,25,0,176,0.02059447688211559,0
9,INFO,32,11,3,164,0.03279594098881708,0
19,DEBUG,12,26,3,494,0.027992918292463122,0
18,DEBUG,44,16,0,397,0.046890464316921385,0
11,WARNING,8,20,3,184,0.007874437070218327,0
18,WARNING,8,21,2,226,0.010614499253801252,0
15,DEBUG,45,27,2,238,0.008868788472556689,0
4,WARNING,486,274,75,2332,0.6958246208088185,1
16,INFO,33,3,4,249,0.009228895887190182,0
3,ERROR,350,282,81,5725,0.32344322238895407,1
8,ERROR,17,19,1,100,0.04429158242322001,0
16,INFO,31,21,2,80,0.013904346519481093,0
8,INFO,19,11,1,300,0.007483464896876491,0
10,INFO,45,6,2,179,0.026661484658730174,0
10,WARNING,15,25,0,140,0.03277270018800716,0
16,INFO,44,9,1,220,0.02481096860743606,0
8,DEBUG,49,28,4,302,0.02732344745967394,0
14,INFO,35,5,2,137,0.009640711848116303,0
9,WARNING,39,24,4,228,0.014737540274007277,0
14,INFO,2,7,3,316,0.032958116072927326,0
8,INFO,34,20,2,226,0.040330973564100744,0
17,INFO,25,1,2,65,0.01803827496039016,0
17,DEBUG,38,3,4,165,0.03546881052028541,0
15,DEBUG,4,11,4,270,0.009880693030575389,0
22,WARNING,405,305,64,5927,0.4156033396294167,1
17,INFO,32,21,2,463,0.00032580156430270235,0
9,INFO,15,10,0,478,0.011005828828998428,0
10,WARNING,42,13,3,248,0.038090850369084855,0
15,WARNING,14,29,4,65,0.004243266229182524,0
10,INFO,41,3,0,277,0.003898290790998227,0
8,INFO,15,11,4,464,0.03196717100873696,0
16,DEBUG,7,20,2,60,0.025014694313778757,0
15,DEBUG,7,9,0,260,0.038728151057320914,0
11,DEBUG,8,25,2,383,0.019548847811640565,0
15,INFO,19,11,1,299,0.028103688698581365,0
12,DEBUG,18,9,4,57,0.04703974328887671,0
1,WARNING,408,139,43,1773,0.6194993191590268,1
8,INFO,18,9,0,393,0.03007727730082554,0
17,INFO,19,14,1,110,0.023975567083835154,0
12,INFO,40,16,4,471,0.002428757981608304,0
18,INFO,13,28,1,232,0.026373136307995006,0
0,WARNING,190,451,65,1409,0.43080438629319046,1
11,DEBUG,7,25,3,212,0.04650408918490058,0
5,WARNING,410,397,72,5950,0.43345109431796564,1
10,DEBUG,37,28,3,367,0.031082659627804328,0
14,INFO,5,28,2,69,0.045734113808307865,0
8,INFO,8,11,4,103,0.009729551358497113,0
14,INFO,10,12,1,403,0.0187881655181903,0
0,WARNING,309,476,46,5134,0.6592871533138347,1
18,WARNING,26,29,4,431,0.014177074816692104,0
8,DEBUG,15,18,1,240,0.0431249394831412,0
9,DEBUG,16,24,2,409,0.03404370685400569,0
9,INFO,29,25,4,400,0.04875636332911103,0
11,INFO,28,12,4,169,0.040946647523273955,0
8,INFO,10,8,2,120,0.0441481374203648,0
11,INFO,40,25,0,314,0.002046718928782365,0
9,DEBUG,4,21,3,167,0.0008930034880291094,0
0,ERROR,244,206,47,5471,0.6009023111030233,1
11,DEBUG,40,28,0,355,0.030559068614700854,0
16,INFO,14,23,4,236,0.001234894982818169,0
16,WARNING,44,27,1,225,0.003544598110728775,0
8,DEBUG,33,3,0,66,0.023844722895848644,0
12,DEBUG,18,20,4,357,0.039998710839864476,0
14,DEBUG,12,4,2,248,0.03613172725933706,0
11,DEBUG,10,13,2,100,0.02622415945164972,0
0,WARNING,434,147,61,2338,0.24326021564500971,1
12,INFO,33,20,2,137,0.03928030136553877,0
9,ERROR,14,27,3,256,0.015595820642864201,0
10,INFO,9,8,0,499,0.03660447669700778,0
14,DEBUG,26,2,3,234,0.045798001767854674,0
17,DEBUG,15,28,4,448,0.00975087793886882,0
4,WARNING,194,438,27,7806,0.6322757495614297,1
2,WARNING,224,290,66,3647,0.5790724473288158,1
3,ERROR,358,68,83,5666,0.3189085589704447,1
3,INFO,270,475,53,4380,0.23187538149254042,1
8,CRITICAL,43,28,2,179,0.035888418456163085,0
11,INFO,5,7,1,266,0.03126512582814236,0
11,INFO,44,26,2,332,0.04332813447302923,0
13,INFO,16,4,3,101,0.003119114804533707,0
14,INFO,35,8,1,166,0.02651914773527589,0
16,INFO,5,18,3,100,0.010000217807105395,0
16,INFO,26,10,4,215,0.03395176737967278,0
17,DEBUG,26,20,3,422,0.03917514598365179,0
19,WARNING,5,11,0,68,0.023889339010595107,0
19,DEBUG,36,7,4,155,0.010211519917358908,0
12,INFO,24,5,1,207,0.030529477776452263,0
17,INFO,15,26,3,123,0.007022264648375076,0
18,DEBUG,30,11,4,382,0.018714630025739348,0
10,DEBUG,5,18,3,190,0.030778036681094897,0
10,DEBUG,40,16,0,460,0.04718330820465327,0
13,INFO,48,19,0,479,0.03320289779687826,0
8,INFO,22,20,1,324,0.03170985682393926,0
14,INFO,33,5,2,196,0.036226508798293505,0
10,INFO,5,7,2,474,0.0084902407341461,0
12,DEBUG,32,3,0,320,0.036776070825969724,0
14,INFO,48,25,4,461,0.012142958462525206,0
14,INFO,23,10,1,157,0.037148369263785806,0
16,INFO,10,19,3,405,0.044625208180748215,0
8,INFO,36,5,3,333,0.02571372149266838,0
10,INFO,17,29,4,99,0.0005165277886968023,0
16,DEBUG,27,5,2,338,0.029987247786429062,0
15,INFO,45,23,0,349,0.01723405704221744,0
9,DEBUG,8,22,0,104,0.027521046296379605,0
15,INFO,40,11,1,170,0.020896412963167705,0
15,DEBUG,44,19,0,391,0.03308216451328871,0
9,WARNING,6,12,2,442,0.015779662234206623,0
15,INFO,7,17,2,85,0.01884755218066683,0
10,INFO,26,22,4,247,0.0018981973654057572,0
14,INFO,17,27,1,179,0.007087173056419371,0
16,WARNING,37,22,1,220,0.01908471062399938,0
11,INFO,23,20,0,203,0.00011310513496082809,0
18,DEBUG,27,15,3,118,0.00068489877512527,0
0,CRITICAL,219,345,15,3695,0.2365325893363498,1
16,INFO,19,9,0,109,0.022330199051541044,0
18,INFO,27,22,3,439,4.85590396672897e-05,0
18,WARNING,25,29,0,110,0.01264312892940201,0
12,DEBUG,40,17,4,370,0.031737716123271996,0
19,DEBUG,25,24,1,404,0.009947745235309625,0
8,INFO,21,26,0,432,0.0392894422814441,0
10,INFO,25,23,4,90,0.013993054890728296,0
22,ERROR,292,92,11,8933,0.4660563011446954,1
16,INFO,35,11,2,331,0.0259903104256185,0
10,INFO,6,6,0,318,0.008784881720932863,0
3,ERROR,318,335,31,7494,0.5344416742375047,1
18,WARNING,15,11,1,449,0.007226877182054204,0
4,WARNING,337,93,50,7806,0.33930562381001406,1
9,INFO,49,17,4,349,0.007815576983947642,0
11,INFO,4,10,1,207,0.04695941973938411,0
12,INFO,7,13,1,179,0.015689417330720008,0
14,INFO,30,5,2,373,0.0032066779288109862,0
3,DEBUG,342,132,21,7192,0.5922294767672829,1
16,INFO,38,7,0,87,0.01699377309467385,0
15,INFO,30,15,0,200,0.006139665863946148,0
9,INFO,45,2,2,78,0.042371048709564034,0
19,INFO,39,17,0,106,0.04788887718932755,0
15,INFO,9,23,2,362,0.037868606243604164,0
15,INFO,19,24,3,250,0.03079203434350213,0
12,INFO,13,21,2,320,0.03995158682339221,0
10,INFO,47,8,4,371,0.007720414763246292,0
16,INFO,49,16,4,270,0.018862517854171524,0
19,INFO,37,20,0,403,0.010646121436889528,0
14,DEBUG,19,24,3,386,0.023194429262937202,0
8,DEBUG,6,27,4,127,0.008783038212989957,0
15,WARNING,12,3,4,256,0.04081387168194234,0
17,INFO,15,23,4,139,0.04003175012595794,0
12,INFO,47,22,0,275,0.018405058061534557,0
13,DEBUG,3,17,1,451,0.03615337683519792,0
16,WARNING,4,5,1,366,0.021268148724788556,0
17,INFO,37,14,1,344,0.014242523741006086,0
15,WARNING,38,14,0,312,0.013775910917290884,0
18,ERROR,6,14,1,136,0.024513339398665093,0
10,ERROR,49,11,2,150,0.0006127920329298321,0
12,WARNING,28,28,0,429,0.035539456182799085,0
23,DEBUG,84,325,59,8368,0.7259197173987422,1
8,WARNING,31,13,3,165,0.006984252751365655,0
12,DEBUG,21,22,4,384,0.03173962865409632,0
22,CRITICAL,405,380,88,5709,0.7119403540538243,1
14,DEBUG,29,20,1,261,0.005866822524156073,0
8,INFO,15,2,0,470,0.005159123996101073,0
11,DEBUG,49,12,0,265,0.019412386377833924,0
13,INFO,24,8,1,401,0.03245728000802968,0
22,INFO,316,145,72,1116,0.6500705492520034,1
23,ERROR,445,370,85,4346,0.5785903762225866,1
16,WARNING,23,16,4,466,0.021936702867228982,0
18,INFO,31,6,1,435,0.017462990841675446,0
22,DEBUG,358,116,44,9517,0.40657272728173466,1
9,INFO,28,6,3,254,0.04781890765818275,0
18,DEBUG,32,3,4,207,0.04462663095332481,0
3,ERROR,66,273,76,7171,0.6617306164215837,1
17,ERROR,3,19,0,124,0.03157714289821584,0
12,INFO,9,3,0,445,0.007147270318371879,0
18,DEBUG,6,21,4,131,0.03571888843426148,0
3,WARNING,428,441,11,4351,0.4137852105534115,1
10,ERROR,22,14,4,382,0.011126519594364304,0
19,DEBUG,4,22,0,439,0.006765799168639841,0
14,INFO,45,14,3,315,0.012899132875591518,0
12,INFO,8,23,1,494,0.02552445175136785,0
17,INFO,37,25,0,483,0.04477550181530756,0
13,WARNING,42,3,1,496,0.013046488481594143,0
13,INFO,19,5,1,53,0.0028037534514354593,0
18,INFO,44,5,3,437,0.0389967859093257,0
2,ERROR,338,268,26,9313,0.7096590204676172,1
19,DEBUG,41,27,4,214,0.0033519266776572466,0
2,WARNING,61,303,23,3830,0.4701758221240857,1
19,INFO,48,9,1,253,0.008001160431605875,0
15,DEBUG,17,29,3,421,0.023075038646585017,0
16,WARNING,32,16,0,488,0.012469262830401763,0
9,DEBUG,14,9,1,266,0.03737254851910735,0
23,INFO,242,112,94,9000,0.24158289733558855,1
18,INFO,32,5,2,82,0.03389255906980321,0
19,DEBUG,33,4,2,357,0.01890594361447727,0
11,INFO,30,20,1,496,0.024951220050436835,0
13,INFO,47,21,3,128,0.033947164945958695,0
14,INFO,34,18,4,381,0.026369442328854093,0
11,ERROR,28,16,2,199,0.0037741196035114225,0
15,INFO,24,24,2,265,0.018114524164968927,0
17,DEBUG,14,28,0,261,0.04855914086656038,0
15,WARNING,34,7,4,289,0.025069279052103752,0
8,INFO,47,14,2,489,0.020525138669089466,0
15,INFO,1,23,4,263,0.044469574340324516,0
17,INFO,22,17,4,419,0.03318651183433748,0
