url_length,num_dots,has_ip,has_at_symbol,has_double_slash,prefix_suffix,subdomain_level,domain_age_days,has_https,abnormal_url,special_char_count,digits_ratio,shortening_service,is_malicious
58,3,0,0.0,0,0,0,1467,0,0,0,0.09064785578331346,0,0
64,2,0,0.0,0,0,1,607,1,0,2,0.08614383641689846,0,0
45,1,0,0.0,0,0,0,1318,1,0,1,0.06750637699155676,0,0
130,5,1,0.0,1,0,4,64,0,1,14,0.38178105559877573,1,1
22,1,0,0.0,0,0,0,3639,1,1,4,0.0625801488869401,0,0
25,2,0,0.0,0,0,1,2056,1,0,1,0.09361690875610121,0,0
47,2,0,0.0,0,0,0,3456,1,0,1,0.04424914468262047,0,0
22,3,0,0.0,0,0,0,2571,1,0,4,0.030684298854232295,0,0
129,9,0,1.0,1,1,5,76,0,0,7,0.3999390364549632,0,1
32,1,0,0.0,0,0,1,3513,1,0,3,0.002299044735956457,0,0
113,4,1,0.0,0,1,4,0,0,1,12,0.29042472856760615,0,1
32,3,0,0.0,0,0,0,2386,1,0,1,0.03427388412838741,0,0
20,2,1,0.0,0,0,0,2143,1,0,1,0.09533818149124262,0,0
128,5,1,0.0,1,0,3,74,1,0,9,0.32042666591505686,1,1
56,2,0,0.0,1,0,0,558,1,0,2,0.005148781575235306,0,0
196,7,1,1.0,0,1,2,30,0,1,15,0.11134555914593142,0,1
71,3,0,0.0,0,0,0,2172,0,0,1,0.06354179627731776,0,0
276,9,1,0.0,1,1,5,72,1,1,6,0.34472772022122855,1,1
28,1,0,0.0,0,0,1,2246,1,0,4,0.09170686130036257,0,0
64,3,0,0.0,0,0,0,2357,1,0,1,0.029642648207121838,0,0
284,4,1,1.0,1,0,4,4,0,0,18,0.385259354487989,1,1
258,7,1,0.0,0,1,3,41,0,1,11,0.2127650613412317,0,1
197,7,1,1.0,1,1,5,74,0,1,7,0.11622135722798335,1,1
208,6,0,1.0,0,1,4,54,0,1,6,0.36007883020775033,0,1
220,10,1,0.0,0,1,5,31,0,1,6,0.3679238852558018,0,1
44,2,0,0.0,0,1,0,2313,1,0,3,0.01806327778730361,0,0
50,3,0,0.0,0,0,0,1184,1,0,1,0.04569235587485591,0,0
77,1,0,0.0,0,0,1,1563,1,0,4,0.0990586211961815,0,0
33,2,0,0.0,0,0,0,2956,1,0,1,0.007415744684592352,0,0
76,3,0,0.0,0,0,0,2328,1,0,0,0.08244628846421523,0,0
26,3,0,0.0,0,0,1,2257,1,0,0,0.032851536077833934,0,0
43,3,1,0.0,0,0,0,1660,1,0,4,0.04375786084299149,0,0
68,2,0,0.0,0,0,1,3172,1,0,0,0.07331962186606943,0,0
55,2,0,0.0,0,0,1,482,0,0,2,0.04136900494195381,0,0
61,3,0,0.0,0,0,0,3002,0,0,0,0.023032348354752055,0,0
61,3,0,0.0,0,0,0,3017,1,0,1,0.09143639458806213,0,0
180,4,1,0.0,0,1,4,37,0,1,9,0.3538814423472374,0,1
265,10,1,0.0,1,1,4,50,1,1,17,0.34702035685290145,1,1
63,3,0,0.0,0,0,0,1933,1,0,1,0.06102109578590145,0,0
60,1,0,0.0,0,0,0,2330,1,0,0,0.09462345795186795,0,0
22,1,0,0.0,0,0,1,1997,1,0,0,0.015404820763515292,0,0
66,2,0,0.0,0,0,0,1293,1,0,1,0.017023969635118843,0,0
63,2,0,0.0,0,0,0,3226,1,0,2,0.013280710227361749,0,0
45,1,0,0.0,0,0,1,2518,1,0,3,0.02624814691935734,0,0
66,2,1,0.0,0,0,0,1605,1,0,0,0.03220268146207294,1,0
45,1,0,0.0,0,0,1,773,1,0,4,0.0018367822102032805,0,0
106,5,1,1.0,1,0,3,81,0,1,13,0.2881043457107727,0,1
181,5,0,0.0,1,1,3,68,0,1,18,0.3792210782997626,0,1
30,2,0,0.0,0,0,0,2765,1,0,4,0.07020320936180406,0,0
56,3,0,0.0,0,0,0,2325,1,0,0,0.0745359057610474,0,0
26,2,0,0.0,0,0,0,1126,1,0,0,0.006228459116737717,0,0
31,3,0,0.0,0,0,1,2401,1,0,0,0.09752865071383685,0,0
166,10,0,1.0,0,1,5,47,0,1,10,0.3908049492590254,0,1
76,2,0,0.0,0,0,0,790,1,0,4,0.014365983573784137,0,0
243,11,1,1.0,1,1,2,39,0,1,7,0.30833301852897205,0,1
73,2,0,0.0,0,0,1,2115,1,0,0,0.05413727478785955,0,0
268,11,1,1.0,0,0,5,72,0,1,6,0.20014622639688834,1,1
61,2,0,0.0,0,0,0,904,1,0,2,0.03676152805653522,0,0
274,11,1,0.0,0,1,3,47,1,1,5,0.1333843303657891,0,1
72,2,0,0.0,0,0,1,2692,1,0,0,0.053731428410294206,0,0
45,2,0,0.0,0,0,0,1651,1,0,0,0.004938175929790689,0,0
73,1,0,0.0,0,0,1,385,1,0,1,0.007385708944336689,0,0
49,2,0,0.0,0,0,0,1264,1,0,1,0.00907605069921632,0,0
286,5,1,0.0,1,1,2,17,0,1,7,0.39910553830314355,0,1
131,10,1,0.0,0,0,3,13,0,1,14,0.38001841262609415,1,1
128,4,1,1.0,1,0,4,1,1,1,15,0.31637146564396884,0,1
70,3,0,0.0,1,0,1,2524,1,0,0,0.0709867417151532,0,0
202,5,0,1.0,0,0,2,71,0,1,11,0.21886437394001088,0,1
74,3,0,0.0,0,0,0,2338,0,0,2,0.09182265029960873,0,0
78,3,0,0.0,0,0,0,1015,1,0,4,0.007816741653762838,0,0
73,1,0,0.0,0,0,0,1814,1,0,3,0.05043040255998961,0,0
37,1,0,0.0,0,0,0,2237,1,0,3,0.09742557519118389,0,0
20,1,0,0.0,0,0,0,1360,1,0,0,0.016529572193841803,0,0
72,3,0,0.0,0,0,1,2204,1,0,4,0.038158150403807045,0,0
40,3,0,0.0,0,0,0,2213,1,0,1,0.03958270673927536,0,0
120,10,1,1.0,1,1,2,58,0,0,18,0.22477132425267504,0,1
67,3,0,0.0,0,0,1,1915,1,0,4,0.011862208766037398,0,0
35,1,0,0.0,0,0,1,2030,1,0,0,0.023923333977822505,0,0
67,1,0,0.0,0,0,0,2581,1,0,1,0.04021039132114256,0,0
47,1,0,0.0,0,0,0,1324,1,0,4,0.052887765595190275,0,0
41,3,0,0.0,0,0,1,2814,1,1,0,0.07627318433927281,0,0
38,1,0,0.0,0,0,0,2207,1,0,3,0.05149801779719668,0,0
67,2,0,0.0,0,0,0,381,1,0,4,0.036881380886904805,0,0
20,1,0,0.0,0,0,0,724,0,0,1,0.013054798172000082,0,0
50,1,0,0.0,0,0,0,740,0,0,3,0.09663629493217535,0,0
265,8,0,1.0,0,0,2,81,0,1,16,0.19249289839922545,0,1
71,3,0,0.0,0,0,1,1185,1,0,1,0.09111776914685432,0,0
61,1,1,0.0,0,0,1,2743,1,0,4,0.005949041346190765,0,0
188,6,1,1.0,0,1,2,20,1,0,8,0.2946617611366096,1,1
65,3,0,0.0,0,0,1,3596,0,0,4,0.002103735724290823,0,0
59,2,0,0.0,0,0,1,1329,1,0,4,0.04017945173440257,0,0
188,8,1,1.0,0,1,5,24,0,1,17,0.20640481197848598,1,1
47,2,0,0.0,0,0,0,2441,1,0,2,0.06006060449632148,0,0
22,3,0,0.0,0,0,1,888,1,0,1,0.03660896541867387,0,0
50,1,1,0.0,0,0,0,2203,1,0,1,0.08464157365096338,0,0
35,2,0,0.0,0,0,0,305,1,0,0,0.028877516448895493,0,0
36,3,0,0.0,0,0,0,611,1,0,3,0.09762768958997141,0,0
63,3,0,0.0,0,0,1,3234,0,0,3,0.07146942014670474,0,0
46,1,0,0.0,1,0,1,2656,1,0,2,0.03070037931968782,0,0
70,1,0,0.0,0,0,1,847,1,0,3,0.07897422431506008,0,0
43,1,0,0.0,0,0,0,3568,1,0,4,0.08198707370916737,0,0
39,1,0,0.0,0,0,1,993,1,0,2,0.005288649918667588,0,0
51,2,0,0.0,0,0,1,1919,1,0,4,0.0009579947974051929,0,0
54,3,0,0.0,0,0,0,3191,1,0,3,0.07863857338068378,0,0
32,1,0,0.0,0,0,1,902,1,0,4,0.0887933979840015,0,0
94,11,1,1.0,1,1,4,79,0,1,11,0.39830176585842425,0,1
62,1,0,0.0,0,0,0,1932,1,0,2,0.08026314472259705,0,0
39,2,0,0.0,0,0,0,1605,1,0,0,0.04425477414975942,0,0
78,3,0,0.0,0,0,1,3616,1,0,4,0.08097168639650076,0,0
67,3,1,0.0,0,0,0,1314,1,0,0,0.00555114080482978,0,0
258,4,1,0.0,1,1,2,76,1,0,16,0.1229705313445563,1,1
21,3,0,0.0,0,0,0,3011,1,0,4,0.02898438307817588,0,0
151,9,1,0.0,0,1,4,65,0,0,6,0.3829580678026293,0,1
46,3,0,0.0,0,0,1,620,1,0,3,0.03990241782444412,0,0
208,5,0,1.0,0,1,4,30,1,1,17,0.28529874666781097,1,1
44,3,0,0.0,0,0,1,2738,0,0,3,0.025283147635154924,0,0
132,4,0,0.0,1,0,4,57,1,1,5,0.2506800983806553,0,1
79,2,1,0.0,0,0,0,2162,1,1,4,0.03179509511494022,0,0
51,3,0,0.0,0,0,1,2832,1,0,1,0.012452400975013711,0,0
36,3,0,0.0,0,0,0,3043,1,0,3,0.04074791453663207,0,0
20,1,1,0.0,0,0,0,1128,1,0,4,0.06626083568620487,0,0
109,5,1,1.0,1,1,4,53,0,1,13,0.3195034621219819,0,1
49,1,0,0.0,0,0,1,1789,1,0,1,0.03355061043937466,0,0
24,3,0,0.0,0,0,0,3589,1,0,1,0.02971469086544414,0,0
171,10,1,0.0,1,1,5,21,1,1,8,0.19139967136268876,0,1
31,2,0,0.0,0,0,0,2041,1,0,0,0.09707893177643008,0,0
82,4,1,1.0,1,1,4,29,1,0,19,0.11049747519018727,1,1
186,10,1,0.0,0,1,4,87,0,1,13,0.32019634677244907,0,1
57,2,0,0.0,0,0,1,306,1,0,2,0.03898832315549433,0,0
213,10,1,0.0,0,0,5,87,1,1,14,0.19409739810403082,1,1
36,2,0,0.0,0,0,0,3215,1,0,0,0.09167624903352331,0,0
77,3,0,0.0,0,0,1,2939,1,0,0,0.001123478320034399,0,0
73,1,0,0.0,0,0,0,919,1,0,1,0.022262330253921304,0,0
64,2,0,0.0,0,0,1,1595,1,0,3,0.08332498019656692,0,0
170,11,1,0.0,1,1,2,36,0,1,7,0.2416966390360653,0,1
160,5,1,0.0,0,1,3,16,0,1,10,0.20423374176440273,1,1
43,2,0,0.0,0,0,1,1762,1,0,4,0.05503188174982591,0,0
31,1,0,0.0,0,0,0,2020,1,0,1,0.028751587232045905,0,0
140,9,1,1.0,0,1,5,24,1,1,17,0.18845327292395586,0,1
50,1,0,0.0,0,0,1,2015,1,0,0,0.06054895769215284,0,0
38,2,0,0.0,0,0,1,3158,1,0,4,0.005642518505788886,0,0
48,2,0,0.0,0,0,0,2830,1,1,4,0.00517905172097809,0,0
105,9,1,0.0,0,1,4,63,1,1,15,0.10568640172730794,0,1
45,3,0,0.0,0,0,0,807,1,0,1,0.03330094600666489,0,0
298,10,1,1.0,1,1,5,17,1,1,10,0.36131606422091,1,1
119,4,0,0.0,1,1,2,40,0,0,8,0.2884138448798274,1,1
36,2,0,0.0,0,0,1,941,0,0,4,0.045446090739112766,0,0
28,1,0,0.0,0,0,1,2425,1,0,3,0.032891022669720514,1,0
215,9,1,1.0,0,1,3,1,1,1,19,0.31354674570319807,1,1
69,1,0,0.0,0,0,0,3289,1,0,4,0.041382362358333806,0,0
122,4,1,0.0,1,1,2,25,1,1,6,0.3493172676479739,0,1
100,7,1,1.0,1,1,5,29,0,1,13,0.21886815939917909,1,1
30,3,0,0.0,0,0,1,1471,1,0,4,0.058182407153868965,0,0
110,4,1,0.0,1,1,5,59,1,1,7,0.17099186802214553,1,1
234,11,1,0.0,0,0,5,52,0,1,15,0.16896937404176357,0,1
106,6,0,1.0,1,1,4,87,0,0,12,0.33827015486666623,1,1
72,1,0,0.0,0,0,0,580,1,0,1,0.07033687134577106,0,0
69,2,0,0.0,0,0,0,2809,1,0,4,0.038559072256942634,0,0
66,1,0,0.0,0,0,0,300,1,1,0,0.001997134851763893,0,0
58,2,0,0.0,0,0,1,3145,1,0,2,0.06408825336642468,0,0
35,3,0,0.0,0,0,1,763,1,0,2,0.018958816956020287,0,0
299,4,0,0.0,0,0,3,43,0,1,18,0.25581588521280985,1,1
48,1,0,0.0,0,0,1,2232,1,0,3,0.09578601428227684,1,0
20,3,0,0.0,1,0,0,3154,1,0,3,0.09925521464639998,0,0
79,3,0,0.0,0,0,0,2575,0,0,2,0.038195535194300835,0,0
196,8,1,1.0,1,1,3,28,0,1,13,0.22775545295894076,0,1
78,2,0,0.0,0,0,1,1152,1,0,0,0.03882810815827699,0,0
41,2,0,0.0,0,0,0,2652,1,0,1,0.0353654842546723,0,0
27,1,0,0.0,0,0,1,1684,1,0,1,0.08648376459381113,0,0
224,4,1,1.0,0,1,4,21,1,1,15,0.18893859463854346,1,1
44,1,0,0.0,0,0,1,1001,1,0,1,0.07502048997675125,0,0
49,3,0,0.0,0,0,1,3005,0,0,2,0.0238105330131127,0,0
159,10,0,1.0,1,1,2,52,1,1,7,0.16192361470171351,1,1
83,11,1,0.0,1,1,4,22,0,1,9,0.17065762675987473,1,1
151,6,1,0.0,0,0,5,64,0,0,9,0.34066436613038065,1,1
60,3,0,0.0,0,0,1,3100,1,0,1,0.06675342716726478,0,0
71,2,0,0.0,1,0,0,2684,1,0,0,0.037817009349742206,0,0
296,10,1,1.0,1,0,3,20,0,1,18,0.18327175851395905,1,1
34,3,1,0.0,0,0,0,2531,1,0,2,0.06131675191093533,0,0
107,9,1,1.0,1,1,5,26,0,1,14,0.2850132206219786,1,1
42,2,0,0.0,0,0,1,1091,1,0,4,0.04376319701622397,0,0
72,3,0,0.0,0,0,0,2190,1,0,4,0.08140043840486205,0,0
64,3,0,0.0,1,0,0,666,0,0,2,0.06266808652370714,0,0
40,2,1,0.0,0,0,0,549,1,0,1,0.029753969557372695,0,0
47,3,0,0.0,0,0,1,2138,1,0,3,0.04157690398791093,0,0
32,2,0,0.0,0,0,1,680,1,0,1,0.006116414265595183,0,0
88,8,0,1.0,0,1,2,62,0,1,12,0.15583494669651007,0,1
57,2,0,0.0,0,0,1,1196,1,0,1,0.08890321111698453,0,0
25,3,0,0.0,0,0,0,1286,1,0,3,0.06341806581709235,0,0
167,9,1,0.0,1,1,4,78,0,0,8,0.14156047797750917,1,1
23,1,0,0.0,0,0,0,1798,1,0,2,0.05292984621739564,0,0
24,3,0,0.0,0,0,0,1107,1,0,0,0.01852588313876138,0,0
160,4,1,1.0,0,1,2,33,1,1,16,0.3688259950788094,1,1
59,2,0,0.0,0,0,0,2204,0,0,2,0.0876244114903197,0,0
281,8,1,1.0,1,1,2,79,1,1,13,0.13899292436248695,1,1
134,9,1,1.0,1,1,4,77,0,1,16,0.3255803015857358,1,1
235,9,1,0.0,1,0,2,50,0,1,15,0.28605895657570085,1,1
22,2,0,0.0,0,0,0,547,1,0,3,0.0094498512504133,0,0
42,2,0,0.0,0,0,1,1181,1,0,4,0.03413558122699265,0,0
27,3,0,0.0,0,0,0,1384,1,0,3,0.07275460680984855,0,0
38,2,0,0.0,0,0,1,255,1,0,2,0.04625552496545696,0,0
144,4,0,0.0,1,1,3,10,1,1,15,0.18063299983513992,0,1
30,1,0,0.0,0,0,1,3472,1,0,3,0.032459739611609306,0,0
69,3,1,0.0,0,0,0,1207,1,0,1,0.08522053225705302,0,0
286,7,1,1.0,1,1,2,10,1,0,14,0.23676045201660698,0,1
77,2,0,0.0,0,0,0,3446,1,0,4,0.09718097706773848,0,0
47,3,0,0.0,0,0,1,1098,1,0,3,0.023463521631400377,0,0
39,3,0,0.0,0,0,1,2116,1,0,3,0.014101495900512484,0,0
116,8,1,0.0,0,1,3,51,0,0,13,0.1371017432786903,1,1
71,2,0,0.0,0,0,0,1432,1,0,0,0.08080842424413141,0,0
166,7,1,1.0,0,0,5,19,0,1,5,0.15061225437605377,1,1
48,3,0,0.0,0,0,0,672,1,0,3,0.05712571528790033,0,0
286,8,1,1.0,0,1,2,27,1,1,18,0.3341393348815046,0,1
281,8,1,1.0,0,1,2,6,1,0,17,0.20660250882993958,1,1
72,3,1,0.0,0,0,1,1030,1,0,2,0.0020387174987139822,0,0
67,2,1,0.0,0,0,1,3076,1,0,2,0.006975013718134738,0,0
78,2,0,0.0,0,0,1,612,0,0,0,0.07024540850955774,0,0
118,6,1,1.0,1,1,5,79,0,1,7,0.18526545928431273,0,1
37,2,0,0.0,1,0,1,1208,1,0,4,0.09366416006703171,0,0
28,1,0,0.0,0,0,1,1474,1,0,2,0.06762438637863555,0,0
23,2,0,0.0,0,0,1,941,1,0,3,0.09659662103778595,0,0
60,2,0,0.0,0,0,0,1138,1,1,1,0.005930622649309991,0,0
44,3,1,0.0,0,0,1,2844,1,0,1,0.057328931582841185,0,0
53,2,0,0.0,0,0,0,1869,1,0,3,0.06070402145700136,0,0
28,2,0,0.0,0,0,0,795,1,0,1,0.049757757537050154,0,0
293,7,0,1.0,1,0,5,43,0,0,19,0.13837565296624446,1,1
37,2,0,0.0,0,0,0,734,0,0,0,0.03425171442468418,0,0
30,1,0,0.0,0,0,1,647,1,0,4,0.03470209522870945,0,0
191,6,1,0.0,0,1,2,47,1,0,7,0.18439828354638588,1,1
155,4,0,0.0,1,1,5,48,0,1,11,0.12156863275200505,1,1
216,8,1,1.0,1,1,3,52,1,1,15,0.25553340493142646,0,1
35,3,1,0.0,0,0,0,1661,1,0,2,0.08974031032653684,0,0
23,3,0,0.0,1,0,1,2584,1,0,2,0.06595806741264408,0,0
53,3,0,0.0,0,0,1,2837,1,0,0,0.016076859372755794,0,0
141,8,1,0.0,0,0,3,15,1,1,10,0.38834118005521656,0,1
34,3,0,0.0,0,0,0,589,1,0,2,0.06263363287014588,0,0
76,2,1,0.0,0,0,1,1907,1,0,1,0.09338475554632975,0,0
57,2,0,0.0,0,0,0,446,0,0,4,0.06423943761998167,0,0
30,3,0,0.0,0,0,1,3368,1,0,3,0.002503615430661166,0,0
51,2,0,0.0,0,0,1,2631,1,0,1,0.02855100034547512,0,0
46,2,0,0.0,0,0,0,3559,1,0,0,0.0715242854773988,0,0
49,3,1,0.0,0,0,1,2260,1,0,0,0.02219039717981478,0,0
71,3,0,0.0,0,0,0,2087,1,0,0,0.09832620702931355,0,0
126,11,1,1.0,0,0,5,70,0,1,7,0.266841810761133,1,1
252,7,1,0.0,1,1,5,68,1,0,16,0.3484624753691169,0,1
212,4,0,1.0,0,0,2,75,1,1,11,0.22006225675216468,0,1
157,9,0,1.0,0,1,2,52,1,1,10,0.3376418349698368,1,1
62,1,0,0.0,0,0,0,2855,1,0,2,0.00542140520299449,0,0
64,2,0,0.0,0,0,1,198,1,0,0,0.026347599245804765,0,0
78,1,0,0.0,0,0,0,2316,1,0,2,0.06013831128016506,0,0
77,2,0,0.0,0,0,1,3153,1,0,0,0.008504833174255067,0,0
40,1,0,0.0,0,0,1,900,1,1,2,0.03438585987381143,0,0
47,3,0,0.0,0,0,0,332,1,1,2,0.02971108559251282,0,0
22,1,0,0.0,0,0,1,1702,1,0,2,0.05938370690510807,0,0
33,3,0,0.0,0,0,1,2309,0,1,1,0.0800425431871281,0,0
21,2,0,0.0,0,0,1,963,1,0,1,0.08752493721836573,0,0
48,3,0,0.0,0,0,1,571,1,0,4,0.07964033910826211,0,0
126,6,0,1.0,1,1,5,60,1,0,18,0.2085182141949423,1,1
56,1,0,0.0,0,0,0,1032,1,0,0,0.06111718485013902,0,0
64,2,0,0.0,0,0,0,2626,1,0,4,0.07921183602274107,0,0
64,3,0,0.0,0,0,0,2009,1,0,4,0.00797284166566461,0,0
43,2,0,0.0,0,0,1,1601,1,0,2,0.05767424984737474,1,0
75,3,0,0.0,0,0,1,3476,1,0,3,0.04041057855579347,1,0
65,3,0,0.0,0,0,1,1318,1,0,3,0.005442697520133089,0,0
31,2,1,0.0,0,0,0,3010,1,0,3,0.02810139165786868,0,0
72,2,0,0.0,1,1,1,1163,1,0,2,0.06745575313096167,0,0
235,8,1,0.0,0,1,5,42,0,1,16,0.20551189972759182,0,1
257,10,1,0.0,1,1,3,10,0,1,14,0.30124822106285865,0,1
37,3,0,0.0,0,0,1,3066,1,0,3,0.005680295172159045,0,0
32,2,0,0.0,0,0,0,3052,0,0,1,0.0124888829994233,0,0
165,4,1,0.0,0,1,3,6,0,1,18,0.31364468693400316,0,1
42,2,0,0.0,0,0,0,1413,1,0,4,0.08927119127204051,1,0
73,1,0,0.0,0,0,0,3124,1,0,1,0.024314669410695256,0,0
29,2,0,0.0,0,0,0,2426,1,0,2,0.08097473007170533,0,0
261,6,1,0.0,1,1,4,12,1,1,19,0.39926664068700535,0,1
24,3,0,0.0,0,0,1,562,1,0,1,0.057052681487860524,0,0
69,3,0,0.0,0,0,0,339,1,0,2,0.03953562632373464,0,0
279,4,0,0.0,1,1,4,26,0,0,17,0.3843615853941572,1,1
33,1,0,0.0,0,0,0,1592,1,0,3,0.08254249133786651,1,0
79,3,0,0.0,0,0,0,2655,1,0,2,0.002069119038498446,0,0
264,11,1,0.0,1,1,3,8,1,1,5,0.29342658949113093,0,1
47,1,0,0.0,0,0,0,339,1,0,3,0.09468996977711924,0,0
27,3,0,0.0,0,0,1,2269,0,0,2,0.08698215959808,0,0
35,1,0,0.0,1,1,0,3194,1,1,4,0.02408489219280895,0,0
50,1,0,0.0,0,0,0,3194,1,0,2,0.03177849424507658,0,0
26,3,0,0.0,0,0,0,614,1,0,1,0.07799669591791993,0,0
22,2,1,0.0,0,0,0,1224,1,0,2,0.010398831412379829,0,0
48,2,0,0.0,0,0,0,1375,1,0,1,0.06630423387780239,0,0
184,6,0,0.0,1,1,5,1,0,1,13,0.19573331281636802,1,1
58,2,0,0.0,0,0,1,2015,1,0,4,0.08949497920797546,0,0
23,3,0,0.0,0,0,0,2025,1,0,3,0.08308014664481118,0,0
28,3,0,0.0,0,0,0,1069,1,0,2,0.0034707462922920155,0,0
203,8,0,1.0,1,1,5,14,1,1,12,0.2281899165495162,1,1
36,1,0,0.0,0,0,0,2081,1,0,3,0.04250349529660927,0,0
68,3,0,0.0,0,0,1,3423,1,0,2,0.06330828724149955,0,0
39,1,0,0.0,0,1,0,3566,1,0,1,0.07718386203741673,0,0
33,1,0,0.0,0,0,1,1186,1,0,3,0.004989075062125381,0,0
65,3,0,0.0,0,0,0,450,1,0,1,0.021128540031185607,0,0
100,5,1,0.0,1,1,4,74,1,1,18,0.3041282735651301,0,1
76,1,0,0.0,0,0,1,2253,1,0,2,0.02912800450109672,0,0
32,3,0,0.0,0,0,0,2555,1,0,1,0.048271842502670574,0,0
55,2,0,0.0,0,0,1,1205,1,0,4,0.031903574756450885,0,0
169,9,1,0.0,1,0,2,72,0,0,10,0.34797573890843136,0,1
72,1,0,0.0,0,0,0,791,1,0,4,0.04387907514168744,0,0
36,3,0,0.0,0,0,0,2437,1,0,1,0.05642789815384813,0,0
66,3,0,0.0,1,0,0,3019,1,0,2,0.0009622462780663699,0,0
69,1,0,0.0,0,0,1,3254,1,0,4,0.024935345295518465,0,0
62,1,0,0.0,0,0,0,3372,1,0,1,0.08423960268487772,0,0
23,1,0,0.0,0,0,0,2656,1,0,2,0.03610149407339628,0,0
79,3,0,0.0,1,0,1,2354,1,0,1,0.07551833594087294,0,0
39,1,0,0.0,1,0,1,231,1,0,4,0.06616874261964277,0,0
30,2,0,0.0,0,0,1,1470,0,0,3,0.08304093059627526,0,0
61,2,0,0.0,1,0,0,2943,1,0,2,0.06699814105303607,0,0
41,3,0,0.0,0,0,1,2995,1,0,1,0.009577663295955042,0,0
183,11,1,1.0,1,1,2,67,0,1,18,0.30036409123745256,0,1
95,8,1,0.0,1,1,5,54,1,1,13,0.35841393024955304,1,1
175,8,1,0.0,1,0,2,50,0,1,17,0.3987140234267996,1,1
116,8,1,0.0,1,1,3,71,0,1,18,0.10428497546993426,1,1
64,3,1,0.0,0,0,1,2423,1,0,2,0.020136577541997738,0,0
227,5,0,0.0,1,0,5,64,1,1,17,0.35403617572663804,1,1
49,3,0,0.0,0,0,1,2991,1,0,1,0.024227062687567705,0,0
52,1,0,0.0,0,0,1,3643,1,0,1,0.09369690063133437,0,0
52,1,0,0.0,0,0,1,1994,1,0,2,0.038289292986083794,0,0
66,2,0,0.0,0,0,1,549,1,0,0,0.007378396010959154,0,0
173,6,0,1.0,0,1,4,84,0,1,5,0.15465791168405738,0,1
55,3,0,0.0,0,0,1,3313,1,0,3,0.04430398750466378,0,0
46,1,0,0.0,0,0,1,3046,1,0,4,0.07988908891319746,0,0
253,11,1,0.0,1,1,5,85,1,1,13,0.3359958630854988,1,1
52,3,0,0.0,0,0,1,408,1,0,1,0.09379748137378063,1,0
44,3,0,0.0,0,0,0,3156,1,0,4,0.06312383621281585,0,0
80,5,1,1.0,1,1,4,83,1,1,7,0.18294598672225543,0,1
62,2,0,0.0,0,0,1,3384,1,0,4,0.06792014460692361,0,0
38,3,0,0.0,0,0,0,313,1,0,3,0.09230207996366421,0,0
66,1,0,0.0,0,0,0,1313,1,0,1,0.010254901564017517,0,0
40,2,0,0.0,1,0,0,2058,1,0,2,0.010789297071379668,0,0
292,7,1,0.0,1,0,4,44,0,1,6,0.11029366182863369,1,1
52,1,0,0.0,0,0,0,2338,1,0,2,0.053731532398410775,1,0
75,3,0,0.0,0,0,1,1941,1,0,1,0.0889378726930583,0,0
22,1,0,0.0,0,0,1,1520,0,0,1,0.08248124917648943,0,0
33,2,0,0.0,0,0,0,1640,1,0,4,0.04977094303590869,0,0
83,5,1,1.0,1,0,3,41,0,0,14,0.3080819844931293,1,1
52,1,0,0.0,0,0,1,1516,1,0,1,0.01872500778864016,0,0
61,3,0,0.0,0,0,0,1782,1,0,3,0.0564923107552695,1,0
41,1,0,0.0,0,0,1,529,1,0,3,0.015302429812945662,0,0
20,2,0,0.0,0,0,0,2563,1,0,2,0.0978264966249815,0,0
241,5,1,0.0,1,1,2,33,1,1,18,0.3352770775127307,1,1
66,3,0,0.0,0,0,1,2760,0,0,2,0.06752362305904307,0,0
54,3,0,0.0,0,0,1,629,1,0,1,0.09385800313491184,0,0
72,3,0,0.0,0,0,1,1764,1,0,4,0.018671011159219552,0,0
133,4,1,0.0,0,0,2,56,1,1,18,0.32170857544024734,0,1
51,3,1,0.0,0,0,0,1071,1,0,1,0.007116544712317563,0,0
232,4,0,1.0,1,0,5,26,0,1,13,0.10022666039880346,1,1
73,2,1,0.0,0,0,1,540,1,0,1,0.0352706233675627,0,0
245,5,0,0.0,1,0,4,40,0,1,14,0.177963239609989,0,1
70,3,0,0.0,0,0,0,2500,1,0,4,0.037978946175640994,0,0
35,1,0,0.0,0,0,1,2561,1,0,1,0.0037879182563706707,0,0
78,3,0,0.0,0,0,0,448,1,0,3,0.01778043741134667,0,0
27,3,0,0.0,0,0,0,2254,0,0,0,0.06695541805706173,0,0
136,8,0,0.0,0,0,3,82,0,1,8,0.27525832674487405,1,1
158,5,1,1.0,0,0,4,27,1,1,5,0.34911950454027035,1,1
37,2,0,0.0,0,0,0,1430,1,0,0,0.004153593376053444,0,0
74,1,0,0.0,0,0,1,2117,1,0,4,0.09986255985222137,0,0
49,1,0,0.0,0,0,1,469,1,0,4,0.004517834971557478,0,0
93,8,1,1.0,1,1,5,7,1,1,12,0.19917366225303385,0,1
53,1,0,0.0,0,0,0,2633,1,0,4,0.041564724303565184,0,0
75,3,0,0.0,0,0,0,1567,1,0,0,0.028863884317890488,0,0
63,2,0,0.0,0,0,1,2807,1,0,3,0.04412558930805957,0,0
68,1,0,0.0,0,0,0,2802,1,0,1,0.003546805838244649,0,0
53,2,0,0.0,0,0,0,933,1,0,4,0.07077083356634994,0,0
79,3,0,0.0,0,0,0,2780,1,0,3,0.039637581596839715,0,0
