url_length,num_dots,subdomain_level,https,shortening_service,suspicious_words,is_phishing
68,1,4,1,0,0,0
88,8,3,0,0,3,1
65,4,1,0,0,7,0
125,9,0,1,1,0,1
96,5,3,0,1,3,1
93,2,2,1,0,7,0
35,2,1,0,1,7,1
23,6,1,1,1,0,0
21,1,4,0,1,8,1
104,5,0,1,0,5,1
180,1,1,0,1,5,1
32,4,1,1,0,5,0
189,8,4,1,1,0,1
43,4,3,0,0,5,1
96,8,4,0,0,5,1
142,4,0,1,1,6,1
33,2,4,0,1,1,1
179,6,4,1,1,9,1
96,6,3,0,0,8,1
116,5,0,0,0,0,1
146,7,2,0,0,3,1
24,1,4,1,0,8,0
86,7,3,0,0,8,1
129,3,3,1,1,4,1
26,3,0,0,0,3,0
25,5,4,0,0,7,1
150,4,1,1,0,1,0
70,1,0,0,1,5,1
26,1,0,1,0,4,0
111,8,0,0,0,0,1
138,6,2,1,0,2,0
60,3,2,1,0,3,0
51,9,1,1,1,5,1
71,7,4,0,1,3,1
35,6,2,0,0,3,0
59,6,0,1,0,9,0
167,8,4,1,1,1,1
185,9,2,1,1,4,1
103,4,1,1,1,9,1
57,7,2,1,1,7,1
128,1,4,1,1,5,1
160,7,2,0,0,4,1
89,8,1,1,0,8,1
43,1,2,0,0,5,0
161,7,1,1,1,6,1
106,9,4,0,1,1,1
56,5,0,0,1,4,1
197,3,4,1,1,1,1
30,6,1,1,1,4,1
125,9,2,1,0,5,1
171,8,3,0,0,6,1
51,7,1,1,0,0,0
130,7,1,0,1,6,1
184,3,0,0,1,7,1
71,3,2,1,0,1,0
122,7,4,1,0,5,1
20,8,3,0,0,3,1
142,7,3,1,1,0,1
180,7,1,1,0,1,0
115,5,1,1,0,7,1
111,3,0,0,0,1,0
122,2,1,1,0,3,0
84,5,0,0,1,4,1
171,9,1,1,0,7,1
26,3,4,1,0,7,0
62,4,4,1,1,0,0
12,5,1,0,0,7,1
12,1,0,0,0,5,0
193,2,0,1,1,2,0
178,1,0,1,0,3,1
189,9,2,1,1,3,1
185,3,0,1,0,6,0
121,3,0,0,1,1,1
76,6,2,0,1,5,1
78,9,0,0,1,2,1
188,6,2,0,1,7,1
191,3,3,0,0,7,1
173,6,2,0,0,5,1
149,9,0,1,0,2,0
160,3,1,1,0,7,1
148,5,3,1,1,5,1
44,6,3,0,1,1,1
168,5,4,1,0,7,1
69,7,3,0,0,2,1
99,4,2,0,0,7,1
125,7,4,0,0,2,1
19,8,0,1,0,4,0
23,2,1,1,0,6,0
192,5,0,1,1,7,1
26,4,4,1,1,4,1
71,9,1,0,1,3,1
53,8,1,0,1,1,1
150,2,0,0,1,5,1
194,5,4,1,1,2,1
57,4,0,1,0,4,0
81,8,4,1,1,9,1
75,6,0,0,0,3,0
47,1,0,1,1,7,1
193,1,2,0,0,3,0
95,2,4,1,0,5,1
90,6,2,0,1,5,1
120,1,2,0,0,8,1
142,5,1,1,1,3,1
65,9,0,1,0,9,0
109,1,0,0,1,2,1
121,8,0,1,1,4,1
195,9,3,0,1,5,1
17,1,1,0,0,2,0
94,8,3,1,0,1,1
120,2,4,1,1,6,1
177,8,4,1,1,9,1
149,3,2,1,0,3,1
124,9,0,0,1,6,1
16,8,2,0,1,1,1
190,5,0,0,1,5,1
112,9,2,1,0,3,0
185,3,1,0,0,2,0
90,1,0,0,1,4,1
96,6,3,0,1,8,1
29,1,0,1,0,2,0
103,6,4,0,0,7,1
136,1,4,1,0,4,1
69,5,3,1,1,3,1
171,5,1,1,0,8,1
194,6,0,1,0,5,1
46,4,3,1,1,5,1
171,7,3,0,0,8,1
169,2,4,1,1,8,1
45,8,2,1,1,9,1
162,5,2,0,0,1,1
158,4,0,1,1,9,1
141,1,0,1,0,3,0
32,6,4,1,1,0,1
197,6,2,1,0,6,1
60,1,0,1,0,9,0
161,9,4,1,0,5,1
96,1,3,1,0,7,1
109,4,4,0,1,4,1
186,7,1,0,0,5,1
158,8,4,0,1,5,1
119,1,4,1,1,6,1
87,2,0,1,0,4,1
180,2,0,0,0,3,0
57,2,0,1,1,3,0
181,7,2,1,0,9,1
101,2,4,0,0,1,1
67,4,4,0,0,0,0
82,9,2,0,0,3,1
128,2,3,0,0,6,1
128,6,1,1,1,7,1
28,1,2,0,1,1,0
75,5,4,0,1,3,1
103,5,1,0,1,3,1
17,1,3,0,1,9,1
42,4,0,0,0,1,0
64,2,0,0,1,5,1
159,2,0,1,1,2,0
94,6,2,0,0,4,1
27,6,3,1,0,5,1
77,6,4,1,1,7,1
15,2,0,1,0,6,0
131,5,1,1,0,8,1
48,8,4,1,1,6,1
70,9,4,0,1,3,1
60,4,1,0,1,7,1
122,8,4,1,0,0,1
171,1,4,1,1,5,1
35,9,3,0,1,2,1
185,9,4,0,0,2,1
28,6,0,0,1,7,1
28,5,1,0,1,6,1
76,5,2,1,0,9,1
177,2,2,1,1,0,0
181,7,1,0,0,7,1
44,1,4,0,0,4,1
174,7,0,1,1,9,1
126,8,1,0,1,4,1
48,3,1,1,0,8,0
140,9,0,1,1,0,1
69,6,4,0,0,5,1
92,6,4,1,1,1,1
184,7,3,1,0,6,1
150,1,3,0,1,3,1
133,3,1,1,1,2,1
161,1,2,1,0,1,0
163,3,2,1,1,3,0
10,8,0,0,0,3,0
148,6,3,0,1,9,1
161,2,0,0,1,7,1
195,2,4,1,0,2,0
109,9,2,1,1,9,1
59,5,4,1,1,7,1
66,6,3,1,1,2,1
72,5,2,1,1,6,1
180,5,0,0,0,7,1
47,4,3,1,0,8,0
51,6,4,0,0,4,1
141,2,2,1,1,2,0
71,1,0,1,0,8,0
68,7,0,1,0,8,0
84,8,4,1,0,2,1
81,2,0,0,1,8,1
126,8,2,0,0,1,1
49,7,3,0,1,3,1
174,9,1,1,0,8,1
101,2,3,0,1,4,1
36,8,0,0,0,8,0
75,9,3,1,1,0,1
14,3,3,0,1,8,1
161,4,1,1,0,3,0
144,4,1,0,0,3,0
81,5,3,0,0,9,1
13,4,4,1,0,5,0
156,4,2,1,1,8,1
25,1,1,1,0,6,0
14,6,4,1,1,0,1
153,7,0,1,1,2,1
88,4,1,0,0,0,0
114,7,2,0,1,6,1
95,5,3,0,1,5,1
158,2,4,0,1,4,1
110,9,0,1,0,5,1
135,7,0,0,1,4,1
17,7,4,0,1,9,1
27,9,2,1,1,5,1
34,1,1,1,0,7,0
136,6,4,1,1,2,1
89,4,4,1,1,7,1
27,2,3,1,0,9,0
35,9,4,0,1,8,1
184,3,3,0,1,8,1
41,6,2,1,0,5,0
71,4,0,1,1,7,0
195,2,3,0,1,1,1
57,5,0,1,0,8,0
25,2,0,0,1,3,0
170,7,1,0,1,6,1
39,9,4,1,0,0,0
41,8,3,0,1,3,1
88,8,4,1,1,1,1
37,2,1,0,0,9,0
35,4,1,1,1,3,0
198,7,4,0,1,2,1
91,1,2,1,1,1,1
37,5,4,1,0,1,0
78,2,2,1,0,1,0
114,5,3,1,0,1,1
40,7,2,1,1,3,0
191,7,0,0,1,2,1
169,7,0,0,1,0,1
51,6,3,0,0,7,1
194,2,0,0,0,7,1
48,7,3,1,0,2,0
82,6,0,0,1,3,1
57,9,2,1,1,0,0
196,2,2,0,0,7,1
65,6,4,0,1,9,1
163,8,3,1,0,1,1
153,9,4,0,1,5,1
164,2,4,1,0,9,1
92,5,0,1,1,7,1
47,1,3,0,0,9,1
104,8,2,0,1,7,1
134,3,3,0,1,8,1
89,4,2,0,0,4,1
29,8,3,1,1,5,1
171,3,0,0,0,1,1
62,2,2,0,0,5,0
29,2,2,0,0,2,0
131,6,3,1,0,6,1
171,7,2,0,0,1,1
89,9,3,0,1,5,1
143,1,1,1,0,0,0
48,4,3,1,0,3,0
83,1,0,0,1,0,1
125,7,1,1,0,6,1
66,6,3,1,0,3,0
172,3,1,0,1,0,1
182,3,2,0,1,1,1
48,1,1,1,1,4,0
36,2,0,1,0,5,0
136,8,1,1,1,5,1
37,7,1,1,1,8,1
128,4,0,1,1,3,0
97,4,1,0,1,7,1
192,5,3,0,0,3,1
87,2,2,1,0,3,0
27,7,4,1,1,3,1
81,5,3,1,1,2,1
154,9,0,0,1,6,1
149,3,2,1,0,0,0
138,2,0,1,1,2,0
103,3,4,0,1,6,1
131,8,1,0,1,6,1
117,1,3,0,0,3,1
73,9,0,0,1,4,1
121,1,3,1,1,3,1
57,5,2,1,0,4,0
28,7,2,1,0,2,0
60,5,3,0,1,6,1
189,7,0,1,0,7,1
16,2,4,1,0,5,0
93,1,4,1,0,6,1
115,3,4,1,0,7,1
95,5,4,1,0,0,1
187,1,3,1,1,4,1
46,8,2,0,0,2,0
54,3,4,1,1,0,1
144,4,2,1,0,8,0
174,9,1,1,0,0,0
53,2,3,0,1,6,1
65,6,2,0,0,0,0
80,1,4,0,0,5,1
157,3,3,0,0,8,1
149,3,4,1,0,8,1
164,4,0,1,0,0,0
67,7,0,1,1,8,1
86,1,0,1,0,5,1
167,6,2,0,1,5,1
62,3,3,0,1,5,1
111,7,2,1,0,2,0
75,9,1,0,1,9,1
149,2,0,0,0,0,0
49,8,1,1,1,4,1
42,7,4,1,0,0,0
89,1,1,1,0,9,0
169,9,3,0,1,9,1
150,8,1,0,0,8,1
59,6,3,1,0,5,1
67,9,0,1,1,0,0
97,8,1,1,1,0,1
64,4,2,1,1,8,0
140,5,1,1,1,5,1
16,8,2,0,0,7,0
87,6,1,0,1,3,1
47,5,3,0,0,5,1
178,3,2,0,0,1,0
163,3,3,1,0,2,0
121,6,0,0,0,2,1
121,5,4,0,1,6,1
14,7,0,0,1,4,1
81,4,1,1,0,8,0
161,8,0,1,1,8,1
196,1,1,0,0,1,0
95,2,0,0,0,3,0
77,8,3,1,0,1,1
37,7,3,0,1,2,1
112,6,2,1,1,4,1
47,4,2,0,0,1,0
77,4,2,0,1,8,1
20,2,2,0,1,3,0
153,6,2,1,1,1,1
65,8,2,0,0,8,0
178,9,1,1,0,2,0
98,2,4,1,0,5,1
178,9,4,0,1,4,1
82,8,2,0,1,7,1
170,7,2,1,1,1,1
184,8,0,0,1,2,1
63,1,3,0,0,3,0
188,7,4,0,0,4,1
103,1,2,1,1,7,1
179,2,1,0,1,0,1
153,5,2,1,0,9,1
107,6,2,1,0,3,1
66,9,3,0,1,4,1
64,5,0,1,0,8,0
74,5,0,1,1,9,1
37,8,2,1,1,4,1
73,2,2,0,1,4,1
39,5,4,1,1,7,1
152,2,3,0,1,5,1
197,5,0,0,0,1,1
194,7,4,1,1,3,1
122,4,0,0,1,2,1
158,7,0,1,0,6,1
119,4,2,1,0,6,1
36,2,0,1,0,1,0
104,6,4,0,0,3,1
146,6,1,1,1,5,1
107,8,3,0,1,7,1
55,6,3,0,0,6,1
17,9,1,0,1,4,1
179,1,4,1,0,6,1
15,4,2,0,0,9,0
143,6,3,1,1,3,1
11,4,4,1,1,8,1
135,1,4,1,0,1,0
104,6,4,0,0,2,1
100,9,4,0,0,3,1
194,8,3,1,1,1,1
98,3,3,1,0,9,1
17,8,3,0,0,9,1
26,6,3,1,1,4,1
25,5,1,1,1,8,1
114,6,2,0,0,3,1
56,1,1,0,0,7,0
131,6,1,1,0,2,0
68,5,2,1,0,9,0
16,5,3,1,1,9,1
33,1,4,1,1,8,1
80,8,0,1,0,6,1
82,8,4,0,1,6,1
52,8,3,0,0,3,1
53,7,0,0,0,6,0
121,6,1,1,1,0,1
182,2,3,1,1,9,1
11,2,2,1,1,6,0
65,7,3,1,0,3,0
187,3,0,0,0,4,1
156,7,1,0,0,7,1
184,7,2,0,1,1,1
187,9,1,1,1,8,1
141,2,1,0,1,3,1
83,8,1,0,1,7,1
136,1,3,0,0,4,1
107,7,2,1,0,8,1
188,8,2,1,0,0,0
199,4,0,1,1,7,1
65,8,2,1,1,6,1
121,9,4,0,1,5,1
51,4,4,1,0,0,0
190,3,4,0,0,7,1
190,9,4,0,0,6,1
90,1,4,0,1,9,1
139,9,4,0,0,2,1
103,6,4,1,1,9,1
55,2,4,0,0,8,1
51,9,3,0,0,9,1
159,9,4,1,0,7,1
138,5,1,0,1,5,1
112,5,0,1,1,4,1
79,7,1,0,1,2,1
117,6,2,1,1,4,1
148,9,2,0,1,4,1
192,3,4,0,1,3,1
115,2,3,1,0,3,0
146,6,0,1,0,8,1
47,5,2,1,0,4,1
46,5,1,1,1,8,1
16,6,4,0,1,7,1
171,8,0,1,1,0,1
124,5,3,1,0,6,1
59,2,1,0,1,1,0
23,5,2,1,0,4,0
105,4,2,1,1,1,0
193,1,1,1,0,8,0
155,8,1,1,1,0,1
144,2,1,0,0,2,0
53,3,3,0,0,1,1
189,6,3,1,0,2,1
28,8,3,0,1,9,1
198,2,2,1,1,0,0
83,2,2,0,0,2,0
178,7,3,1,1,5,1
13,5,0,1,0,7,0
198,7,2,0,1,7,1
34,2,2,1,1,1,1
59,2,1,0,1,3,0
44,7,1,0,1,2,1
124,4,4,1,0,2,0
68,7,1,0,1,9,1
45,5,0,0,0,1,0
139,3,2,1,0,2,0
84,9,3,1,0,2,1
101,1,2,0,1,9,1
119,2,3,1,1,2,1
142,4,1,0,0,9,1
187,6,3,1,1,6,1
90,6,2,0,0,7,1
173,8,1,1,0,3,0
87,4,0,0,1,9,1
104,8,3,0,0,9,1
162,5,4,0,0,7,1
18,4,0,0,0,7,0
24,5,2,0,1,2,1
66,1,1,0,0,9,0
76,3,1,0,0,3,0
95,2,0,0,0,9,1
158,7,3,0,1,9,1
22,7,1,0,0,3,0
94,5,1,1,0,8,1
106,6,2,1,0,0,1
118,6,4,1,1,5,1
39,4,3,0,1,9,1
61,8,0,1,0,8,0
174,1,0,1,0,0,0
136,4,0,0,1,4,1
43,8,0,0,0,0,0
134,6,4,0,1,1,1
162,5,4,0,1,1,1
122,5,3,1,0,1,1
23,4,1,1,0,8,0
86,3,4,0,1,7,1
18,7,3,0,1,2,1
28,7,0,0,0,8,0
151,3,2,1,1,7,1
78,3,3,1,1,3,1
161,6,0,0,1,2,1
166,3,2,0,1,9,1
123,1,2,1,0,3,0
149,9,3,0,1,8,1
105,5,3,0,0,2,1
30,3,4,0,1,4,1
143,9,0,1,1,5,1
74,6,1,1,0,2,0
15,6,3,0,1,9,1
99,8,1,0,1,5,1
160,1,4,0,1,0,1
43,9,3,0,1,6,1
114,5,3,0,1,1,1
28,5,2,0,0,1,0
173,7,3,0,1,9,1
177,6,0,0,0,9,1
24,1,3,1,1,9,1
51,4,4,0,0,5,1
153,9,2,0,0,3,1
190,7,1,1,1,7,1
120,6,0,1,1,3,1
174,8,0,1,1,3,1
14,2,1,1,1,4,0
95,2,4,0,1,7,1
102,6,4,1,1,1,1
171,7,4,1,0,0,1
26,5,1,1,1,2,1
59,7,3,1,0,9,1
182,8,2,1,0,6,1
120,1,0,0,0,2,1
110,6,1,1,0,5,1
76,5,0,1,1,2,1
47,5,4,0,1,5,1
175,1,2,0,0,4,1
48,7,4,0,0,8,1
145,5,2,1,0,2,0
192,4,3,0,0,4,1
191,7,4,1,1,6,1
121,7,2,0,0,6,1
44,3,1,1,1,2,0
105,6,4,1,1,9,1
67,7,3,1,1,3,1
95,3,4,0,1,7,1
126,2,4,1,0,8,1
146,1,0,1,0,1,0
41,4,1,1,1,2,1
157,9,1,0,1,4,1
96,8,4,1,1,9,1
36,8,0,1,0,0,0
62,1,1,0,1,4,1
114,9,1,1,0,6,1
68,3,0,1,1,5,0
121,4,4,0,0,1,1
99,8,1,0,1,9,1
19,8,3,1,1,3,1
188,1,2,0,1,8,1
62,6,4,0,1,0,1
13,3,2,1,1,6,0
168,7,1,0,1,1,1
141,6,2,0,0,5,1
170,1,4,0,1,7,1
59,6,1,1,0,9,0
58,3,4,1,1,1,0
11,1,1,1,1,2,0
10,8,4,1,0,3,0
40,2,2,0,1,9,1
104,6,3,0,0,9,1
140,7,3,0,0,7,1
130,7,1,0,1,3,1
152,5,1,0,0,8,1
144,9,3,1,1,9,1
77,6,0,0,0,7,1
164,7,0,0,0,9,1
21,5,2,0,0,9,0
68,4,1,0,0,7,0
77,5,3,1,1,8,1
122,9,0,1,1,1,1
185,4,4,1,0,5,1
142,2,2,0,1,7,1
161,3,4,0,0,7,1
76,2,4,1,1,6,1
48,9,4,1,1,3,1
157,2,4,0,0,3,1
176,9,0,1,1,0,1
126,7,4,0,1,5,1
185,4,2,1,0,8,0
51,4,4,0,0,5,1
22,1,3,1,0,4,0
104,4,2,1,1,9,1
182,4,4,1,0,6,1
194,2,4,1,0,9,1
85,3,0,1,1,5,1
73,5,0,0,0,3,0
45,6,1,1,1,0,0
176,7,2,0,1,1,1
175,7,2,0,1,2,1
80,4,4,0,0,0,1
54,2,1,0,1,9,1
199,8,2,1,1,0,1
181,4,4,1,0,2,0
13,2,3,1,1,6,1
35,9,3,0,1,9,1
21,1,3,1,0,4,0
15,1,0,0,1,6,1
146,5,1,0,0,3,1
81,5,0,0,0,9,1
104,6,3,0,0,9,1
12,1,3,0,0,4,1
183,7,0,1,0,6,1
140,3,1,0,0,1,0
127,3,3,1,1,9,1
144,7,4,0,1,3,1
151,4,2,1,1,4,1
118,6,0,0,1,3,1
84,2,1,0,1,5,1
192,5,0,0,0,1,1
36,4,2,0,0,2,0
12,5,2,1,1,9,1
199,9,2,1,1,6,1
73,6,1,1,0,6,0
34,4,1,0,1,9,1
41,1,3,1,1,1,0
84,6,0,1,0,8,1
47,1,0,1,1,5,0
83,7,1,1,0,1,0
83,3,4,0,1,1,1
102,4,4,1,0,0,0
126,9,3,1,0,4,1
69,9,4,1,1,5,1
60,4,3,0,0,2,1
186,9,2,0,0,0,1
187,2,2,0,0,1,0
134,2,1,1,0,8,0
30,9,1,1,0,8,0
163,9,4,1,0,7,1
35,4,0,0,0,2,0
36,5,3,0,0,6,1
159,7,1,0,1,3,1
65,7,0,1,1,3,1
165,2,2,0,0,0,0
126,5,3,1,1,9,1
198,3,3,1,1,1,1
190,5,4,0,0,9,1
138,6,2,1,0,3,0
27,5,2,1,0,1,0
34,8,4,1,0,2,0
175,3,3,0,1,0,1
30,6,1,0,1,6,1
169,1,3,1,0,3,0
106,7,0,0,1,1,1
63,6,1,0,1,6,1
116,3,0,1,0,0,0
164,1,2,0,1,9,1
43,3,1,1,0,3,0
163,6,3,0,1,8,1
29,9,4,1,1,0,1
157,9,4,0,0,3,1
23,3,2,0,0,9,0
134,4,0,0,1,7,1
183,8,4,1,1,2,1
100,8,3,0,1,5,1
132,7,3,1,1,7,1
192,2,4,1,0,4,1
168,4,3,0,1,3,1
175,4,4,0,0,9,1
31,7,1,1,1,9,1
155,7,1,0,0,4,1
74,2,4,0,1,7,1
83,1,0,1,0,7,0
24,3,0,0,1,9,1
189,2,4,1,1,5,1
71,8,0,0,0,8,0
41,1,2,1,1,6,0
158,4,2,0,0,9,1
181,9,3,0,0,0,1
152,1,1,0,1,9,1
178,4,4,1,0,8,1
170,1,3,1,0,5,1
115,2,2,0,1,2,1
162,7,0,0,0,2,1
13,7,1,0,1,9,1
22,7,2,0,0,3,0
129,5,2,1,0,9,1
27,5,3,0,1,5,1
96,5,0,1,1,9,1
58,8,1,0,0,0,0
161,7,4,1,0,4,1
109,6,3,1,0,0,1
134,5,3,1,0,8,1
177,8,4,1,1,2,1
62,2,2,1,1,4,1
166,2,3,0,0,4,1
164,7,0,1,0,4,1
97,8,0,0,1,0,1
122,2,1,0,0,8,1
141,3,2,0,1,1,1
78,4,4,0,0,6,1
81,4,2,1,1,4,1
70,7,2,0,0,6,1
142,2,4,1,1,6,1
113,6,1,1,1,8,1
165,6,3,0,0,4,1
152,3,0,0,0,9,1
78,3,4,0,0,5,1
71,2,0,0,0,8,1
116,2,1,1,0,4,0
143,3,3,1,1,5,1
123,1,0,1,0,4,0
185,3,1,0,1,4,1
48,3,2,1,0,2,0
126,8,1,0,0,9,1
189,9,2,1,0,3,0
175,6,1,1,0,2,0
82,3,2,0,1,2,1
129,6,0,1,1,5,1
124,7,2,0,0,6,1
21,4,1,1,0,7,1
144,1,1,1,1,2,0
170,5,4,1,0,8,1
15,3,4,1,0,2,0
156,5,0,0,1,0,1
45,5,1,1,1,0,0
60,2,3,1,0,2,0
10,4,3,0,1,6,1
159,9,1,0,1,7,1
81,4,2,1,0,0,0
97,2,2,1,1,4,1
92,5,1,1,1,8,1
19,2,0,0,1,9,1
54,1,1,0,0,4,0
149,2,1,0,0,0,0
98,1,0,0,1,5,1
122,8,4,0,0,6,1
36,8,0,1,0,1,1
95,2,1,1,1,0,0
23,4,4,1,1,5,1
142,4,0,1,1,1,0
65,8,0,1,0,2,0
64,7,0,1,0,3,0
124,5,1,0,0,2,1
28,1,4,0,0,6,1
189,9,4,0,0,9,1
143,1,0,0,1,3,1
81,5,4,1,0,9,1
145,8,0,0,0,4,1
165,5,0,0,0,8,1
139,3,3,0,0,6,1
167,3,2,0,1,8,1
19,2,1,0,1,0,0
47,9,1,0,1,7,1
76,1,3,0,1,0,1
98,9,3,0,0,2,1
109,5,0,0,0,3,1
87,6,4,0,1,7,1
45,7,3,1,1,8,1
114,4,4,0,1,5,1
138,7,0,0,1,8,1
74,1,4,0,1,0,1
185,6,3,0,0,8,1
149,1,4,0,1,2,1
128,4,3,0,1,0,1
74,2,1,0,1,5,1
95,9,4,0,1,5,1
23,1,0,0,1,6,1
121,3,1,0,0,3,0
176,4,1,1,0,5,0
131,5,1,1,0,7,1
24,1,2,1,0,2,0
161,6,3,1,0,3,1
50,4,4,0,1,7,1
31,7,4,1,0,4,1
76,7,4,1,0,6,1
91,9,4,1,1,7,1
96,8,3,1,1,2,1
137,7,1,1,0,6,1
106,4,1,1,1,0,0
101,1,1,0,0,8,1
33,5,2,0,0,1,0
169,5,0,1,0,1,0
106,3,0,1,1,6,1
40,4,1,0,1,9,1
114,8,1,1,0,8,1
157,4,0,1,1,1,0
114,9,4,0,1,4,1
14,3,4,1,0,8,0
199,4,2,1,0,4,0
48,2,1,0,1,5,1
65,1,3,0,0,3,0
81,1,1,0,0,0,0
178,7,4,1,0,7,1
90,5,1,1,0,0,0
74,2,1,1,0,2,1
78,3,2,0,0,3,0
184,4,3,1,0,2,1
43,1,0,1,0,8,0
14,9,4,1,0,5,1
170,5,3,0,0,9,1
135,8,1,0,1,4,1
19,9,3,1,0,7,1
199,6,4,1,1,9,1
141,7,4,0,0,8,1
10,5,1,1,1,3,0
159,2,2,1,1,0,0
140,5,2,1,0,5,1
172,6,1,1,0,2,0
85,4,0,1,0,1,0
141,1,0,0,0,5,1
152,2,1,1,1,3,0
76,8,1,0,1,8,1
139,3,3,1,1,1,1
65,7,3,1,0,3,0
151,7,3,1,0,1,1
191,7,2,0,1,2,1
179,8,2,1,0,8,1
132,5,2,1,0,4,1
89,2,4,0,0,3,1
191,3,2,0,1,1,1
181,7,4,0,1,6,1
114,4,4,0,0,9,1
167,4,4,0,0,7,1
182,4,3,0,0,4,1
133,6,1,0,0,4,1
34,8,3,0,1,8,1
158,3,4,1,0,9,1
63,5,0,0,0,2,0
198,7,4,0,0,2,1
165,4,1,1,0,0,0
151,9,2,0,1,7,1
156,9,2,0,0,7,1
28,5,2,0,1,8,1
189,6,2,0,1,4,1
145,8,2,1,0,7,1
188,2,1,1,0,6,0
57,7,3,0,1,2,1
137,3,3,1,1,9,1
18,8,2,0,0,0,0
31,4,2,0,0,7,0
95,9,3,1,0,7,1
30,7,0,1,1,5,1
163,9,3,1,0,3,1
45,6,0,1,0,4,0
81,4,3,0,1,4,1
34,8,4,0,0,9,1
51,2,3,1,1,0,0
30,8,1,1,0,7,0
66,7,4,0,1,1,1
172,3,0,0,0,9,1
61,2,2,0,1,6,1
145,6,3,1,0,0,1
38,8,0,0,0,1,1
47,9,4,1,1,1,1
21,3,4,0,1,2,1
57,7,4,1,0,0,0
41,6,2,1,0,2,0
18,2,3,0,0,3,0
124,3,0,1,0,9,0
83,2,2,1,0,1,0
68,6,1,0,0,9,0
60,1,3,0,1,9,1
34,9,4,1,1,8,1
194,3,4,0,1,1,1
154,2,2,1,0,6,0
114,3,1,1,0,1,0
94,3,4,0,0,7,1
16,6,4,0,1,0,1
154,8,3,0,0,8,1
120,1,3,0,0,4,1
142,4,0,0,1,9,1
38,8,1,1,0,3,0
78,5,3,1,1,2,1
21,4,0,0,0,1,0
26,3,4,1,1,5,1
116,2,1,1,1,4,1
167,7,4,1,1,5,1
56,5,3,0,1,4,1
30,1,0,0,0,2,0
43,6,4,0,1,4,1
127,5,0,0,0,5,1
138,7,3,0,1,8,1
106,8,0,0,1,4,1
195,8,2,1,0,5,1
132,6,2,1,0,7,1
54,2,3,0,0,4,1
45,7,4,1,0,3,0
132,6,0,1,1,8,1
152,6,1,1,1,3,1
195,7,3,0,0,5,1
118,4,2,1,0,1,0
69,1,2,0,1,2,0
122,5,0,0,0,1,1
21,1,2,0,0,0,0
72,6,2,1,0,0,0
159,8,4,0,1,2,1
49,8,3,1,0,4,1
140,7,2,1,0,8,1
194,1,0,1,1,4,1
85,1,1,1,1,3,0
119,9,3,0,1,0,1
67,9,1,1,1,2,1
64,6,3,0,1,3,1
187,1,3,0,0,3,1
147,5,4,0,0,9,1
129,9,3,0,0,8,1
65,9,1,1,1,5,1
189,9,3,0,1,9,1
71,3,2,1,0,2,0
143,6,4,1,0,1,1
71,7,3,1,1,2,1
93,4,0,0,1,6,1
165,2,2,1,1,5,1
65,5,3,1,1,5,1
194,9,0,1,1,8,1
60,5,1,1,0,7,1
79,6,4,1,1,0,1
144,8,0,1,0,3,0
88,5,4,1,1,1,1
128,7,2,1,0,6,1
120,1,0,0,1,4,1
182,6,0,0,0,3,1
140,1,1,0,1,6,1
63,8,0,0,1,6,1
189,2,0,0,0,3,1
23,6,2,0,1,0,1
43,3,1,1,1,9,1
112,2,2,1,1,9,1
129,6,2,0,0,9,1
185,8,0,0,1,4,1
76,4,4,1,0,8,1
130,3,3,1,0,9,1
155,7,3,1,0,5,1
53,2,1,1,0,0,0
126,1,0,0,0,6,1
154,3,4,1,1,0,1
13,7,2,1,0,7,0
85,1,0,1,1,9,1
137,5,1,0,0,7,1
132,3,1,0,1,6,1
132,4,4,0,1,9,1
45,8,0,1,0,1,0
143,8,4,0,0,7,1
97,2,3,0,0,1,1
11,3,3,0,1,9,1
156,3,1,0,1,5,1
143,1,3,1,1,3,1
100,3,4,0,1,1,1
114,8,4,0,0,3,1
123,2,3,1,0,0,0
179,1,2,0,0,0,0
102,3,0,1,1,3,0
109,8,2,0,0,6,1
179,3,1,0,0,0,0
61,2,1,1,0,6,0
73,8,1,1,0,0,0
156,8,4,0,1,6,1
121,4,1,1,1,8,1
96,1,2,1,1,4,1
26,6,1,1,1,9,1
143,8,3,0,1,8,1
121,6,2,1,0,4,1
118,2,3,1,0,1,0
150,3,4,1,0,7,1
63,5,2,0,0,4,0
47,6,0,0,1,9,1
134,5,4,1,1,0,1
12,6,2,0,0,5,1
181,6,0,0,1,3,1
24,2,0,0,0,4,0
134,1,3,1,0,0,0
112,3,3,1,1,6,1
23,4,1,0,0,8,0
21,6,1,1,0,3,0
15,2,0,1,1,4,0
147,2,1,0,1,7,1
28,1,3,1,0,9,0
160,4,4,1,1,1,1
39,9,2,1,1,7,1
97,1,0,0,1,1,1
85,1,0,0,0,0,0
14,7,4,1,1,0,1
100,7,3,1,1,6,1
105,2,3,0,1,6,1
187,8,3,0,1,2,1
60,8,1,0,1,5,1
12,3,2,0,0,9,0
39,2,0,0,1,9,1
140,7,2,1,1,3,1
133,6,2,0,0,8,1
99,4,4,1,1,7,1
57,8,2,0,1,1,1
60,8,2,1,0,9,1
134,8,0,0,0,7,1
89,5,1,0,0,7,1
47,6,0,0,1,5,1
55,4,3,1,1,3,0
133,5,4,1,0,9,1
129,3,1,0,0,8,1
54,2,0,1,0,8,0
195,4,1,0,1,2,1
50,3,1,1,1,7,0
