ip_address,threat_type,threat_level,confidence,first_seen_days_ago,last_seen_days_ago,total_reports,is_active
121.142.165.143,malware,1,0.7544107242454975,249,1,98,1
5.220.82.182,malware,6,0.9609479012883213,230,16,82,1
51.9.139.246,malware,3,0.9297837944055569,2,23,43,0
4.94.145.80,scanner,6,0.9843767212214016,173,11,32,0
232.35.24.215,spam,3,0.8252395326390854,239,11,49,0
204.97.163.101,botnet,8,0.8379074332080461,103,21,74,0
195.8.60.53,botnet,5,0.8125114994657461,288,13,98,1
146.170.162.254,spam,4,0.8114094614290986,243,6,87,1
63.120.246.226,bruteforce,9,0.5735601725337923,287,21,19,1
105.205.3.93,bruteforce,5,0.7718694780819644,272,25,84,1
169.254.172.178,scanner,4,0.6930339667258629,119,28,52,1
207.27.169.80,spam,8,0.7212686078886468,337,13,52,1
76.115.68.98,bruteforce,8,0.7618002865296187,258,6,34,1
234.0.166.96,scanner,8,0.5641980859011257,69,8,59,1
218.16.111.251,phishing,4,0.6797438669260599,182,13,81,0
91.87.162.174,phishing,1,0.5317247804383018,246,20,5,1
170.245.166.90,scanner,2,0.9898340652111995,117,16,66,1
49.189.37.151,spam,4,0.5592640144100631,30,16,41,1
150.131.176.59,phishing,2,0.6292623692724773,148,24,34,1
201.67.198.215,spam,3,0.9456464633516986,15,20,54,1
130.48.215.232,bruteforce,9,0.7413550231195709,272,29,20,1
247.125.222.239,phishing,9,0.5678186007603152,351,12,54,0
159.110.167.48,bruteforce,9,0.6921152690196745,101,28,66,0
51.42.97.183,spam,7,0.5579339970956929,71,26,92,1
216.176.123.218,spam,4,0.6001079985422508,192,28,18,1
80.184.110.205,malware,1,0.5260149234749225,321,17,44,0
143.26.195.208,scanner,3,0.7191137472745499,110,18,48,1
192.221.235.158,botnet,8,0.9033180608626299,292,16,35,1
164.194.213.113,scanner,4,0.7929845893499478,346,5,79,1
86.113.248.242,spam,2,0.8031726527423059,339,11,39,1
247.123.48.76,spam,8,0.6002920150416202,317,5,3,1
55.212.55.196,scanner,7,0.6719469216261833,276,2,19,1
95.43.158.186,spam,9,0.922621051920416,105,14,87,1
87.245.180.84,bruteforce,2,0.5439280921632572,36,2,83,1
207.150.155.16,phishing,5,0.9289653268342668,290,22,18,1
165.148.206.145,spam,6,0.7418450131323928,180,14,94,1
242.36.76.147,scanner,2,0.9185737156625586,142,0,83,1
158.44.145.206,scanner,2,0.6590032096972002,113,20,5,1
62.163.99.212,scanner,4,0.6694214757915105,237,28,55,1
52.18.108.44,malware,8,0.8758024341615713,93,2,13,0
7.248.171.117,bruteforce,5,0.8924980866961101,259,4,34,1
68.250.33.194,bruteforce,9,0.6148223389950733,106,26,88,1
69.54.9.224,malware,4,0.9864356624109527,243,13,18,0
42.40.204.231,bruteforce,3,0.5422450521224145,334,3,68,1
197.121.137.10,malware,8,0.5342514815510655,22,21,72,0
102.218.187.128,bruteforce,1,0.7977521076430514,360,27,43,0
179.148.135.193,malware,9,0.8613703838858107,270,8,65,1
92.112.230.78,malware,4,0.9804430646124869,139,17,41,1
85.29.212.49,bruteforce,9,0.7024728903994308,81,9,38,0
9.144.68.58,malware,8,0.5126457044948165,343,7,38,1
185.61.222.52,bruteforce,3,0.8014481697232034,155,29,13,0
189.39.165.171,malware,3,0.6448480102993859,334,12,22,1
63.146.227.50,scanner,9,0.7164735605977011,18,1,29,0
161.140.77.248,botnet,3,0.7442347411249677,68,19,9,0
97.189.220.43,bruteforce,4,0.5322563053690169,131,24,91,0
177.35.121.108,malware,9,0.7429908922820514,255,19,68,1
10.94.5.57,scanner,4,0.7131598334021574,208,6,17,1
129.70.185.219,botnet,3,0.8562721326432966,9,10,37,1
21.91.126.80,malware,7,0.8228329556061723,139,4,64,1
56.237.214.116,botnet,6,0.5926078590752806,134,28,67,1
148.229.181.25,bruteforce,1,0.6030694591051985,254,17,4,1
156.4.119.21,botnet,8,0.6255030893871867,299,7,40,1
18.174.197.57,phishing,1,0.5894752201485887,257,26,16,1
93.18.127.97,spam,4,0.8286065998342336,93,25,11,1
193.236.130.170,phishing,6,0.9972150896001353,240,9,91,0
21.226.232.40,bruteforce,6,0.8260541702579682,236,1,26,1
67.152.126.237,bruteforce,7,0.8033407730956457,164,2,95,1
230.236.54.212,botnet,5,0.7049639666755363,324,25,98,1
180.171.108.98,scanner,5,0.6562901294298804,147,22,72,1
213.183.182.112,malware,4,0.9555368784532396,217,4,65,1
215.197.114.117,spam,6,0.9845009370710764,107,15,2,0
205.240.86.201,malware,7,0.7483880877938639,230,9,91,1
81.252.65.19,scanner,1,0.6451002477532788,69,10,45,1
211.247.134.118,bruteforce,9,0.8850611038348839,220,18,43,1
191.41.41.59,spam,8,0.5662283954334393,73,15,3,1
20.72.16.27,phishing,7,0.8827941188218408,178,11,34,1
175.1.62.62,bruteforce,9,0.9094741871556693,79,1,80,0
100.18.16.69,bruteforce,3,0.5624519723135837,353,10,65,0
167.209.116.246,botnet,4,0.9884307343982819,158,21,64,0
251.198.80.39,scanner,7,0.9927561451942393,355,25,7,0
36.167.172.132,botnet,6,0.9683597396636756,168,0,35,1
230.152.196.158,botnet,2,0.7480174047031322,313,23,22,1
204.195.215.29,malware,2,0.6230370711384142,160,4,48,1
201.195.50.152,bruteforce,7,0.7910046404409565,31,20,32,1
14.68.145.170,scanner,9,0.7099669192357179,120,13,26,0
57.210.11.210,botnet,9,0.6029743223585986,214,17,6,0
17.29.87.203,phishing,7,0.7118382048089238,2,6,46,0
99.22.208.129,spam,8,0.8319449178387952,227,4,55,1
79.31.251.9,scanner,3,0.5354566553929956,47,7,75,1
15.155.151.188,malware,1,0.6667090007230083,166,20,95,1
253.162.213.27,scanner,7,0.5088974450064125,332,14,55,0
211.108.75.148,bruteforce,8,0.8747477527308378,10,24,85,1
65.212.176.109,malware,2,0.8203456338083503,237,4,57,1
129.9.46.123,spam,9,0.5313360673509829,277,12,86,1
59.95.189.103,phishing,4,0.9823687798009839,240,18,63,1
124.85.145.112,botnet,9,0.5113107785635503,191,28,1,1
174.159.26.220,scanner,3,0.7949803232380444,11,1,21,0
18.250.166.177,malware,8,0.888183730899528,52,4,20,1
221.81.171.72,spam,2,0.8939481565223615,54,25,73,1
54.222.253.162,botnet,3,0.517142567796602,308,28,91,1
71.163.145.252,spam,1,0.9532075663202196,20,25,29,0
38.186.254.137,phishing,5,0.959225835963561,18,4,43,0
251.200.237.200,botnet,4,0.7806951865771863,343,5,97,1
179.34.81.133,botnet,1,0.7410415994435731,349,15,45,1
142.219.157.4,botnet,9,0.5224337315312999,321,1,65,1
167.211.191.153,malware,6,0.7809770712549343,314,4,3,1
156.203.193.235,botnet,6,0.7046895408851154,58,14,96,1
206.149.158.23,spam,2,0.8864032037043281,150,0,20,0
48.147.124.166,malware,7,0.7019417834430439,258,18,81,0
55.67.206.88,botnet,9,0.8417904166623549,57,2,37,1
217.0.134.185,spam,6,0.5507040731187653,215,18,38,1
95.139.105.133,spam,8,0.5664761353829835,61,14,74,0
108.177.41.102,scanner,5,0.5698550953245791,145,2,45,1
124.139.102.146,spam,2,0.5227627498998717,238,7,93,1
194.73.206.222,bruteforce,4,0.7706644296349019,292,14,42,1
108.121.16.196,phishing,1,0.896983863021818,181,0,46,1
71.61.40.223,botnet,1,0.805205601846833,94,5,60,1
243.251.250.247,botnet,6,0.7874774427764282,77,21,96,1
231.118.161.198,botnet,2,0.8403119642013682,141,16,13,1
242.229.44.58,spam,6,0.6698226615360074,104,15,31,1
179.125.161.44,spam,1,0.6809770358241145,260,12,68,1
15.77.69.178,botnet,3,0.6571350491104613,94,0,62,1
101.241.159.195,bruteforce,9,0.8560544664267877,222,2,49,0
3.213.85.74,malware,2,0.5808201678353871,189,23,18,1
51.66.252.76,malware,8,0.5065126401564621,128,5,75,0
93.175.144.7,phishing,6,0.7980982233612461,318,19,53,1
13.119.65.4,scanner,6,0.9711906823671027,194,20,18,0
138.230.87.17,phishing,7,0.8047039584981523,19,25,51,1
52.133.210.69,botnet,5,0.8914608264704476,298,29,41,1
224.201.136.219,botnet,4,0.8363953547330151,239,2,97,1
205.210.20.24,botnet,6,0.7487183267615081,234,14,67,1
230.3.151.187,scanner,8,0.859196200891923,84,29,65,1
227.2.67.249,spam,4,0.9120520619276109,93,14,83,1
101.167.175.54,scanner,5,0.612365822085849,41,10,6,1
35.222.55.108,phishing,7,0.6680652402415728,363,26,74,1
217.39.204.68,spam,6,0.6118628662516419,349,21,37,1
46.77.140.155,spam,4,0.7260864777952205,73,5,12,0
6.16.163.232,phishing,4,0.9425322754583338,364,5,81,1
241.98.80.233,spam,4,0.6726035504176662,114,8,91,1
2.248.76.180,malware,1,0.6872334445652767,189,13,2,1
66.51.91.171,phishing,5,0.9301836173359659,124,25,53,1
251.217.21.111,phishing,8,0.7576871653723376,5,28,25,0
107.182.66.227,malware,7,0.7677244998237172,41,10,28,0
188.185.139.216,scanner,5,0.9304006016661064,57,23,45,0
69.83.102.39,scanner,3,0.7452633685127366,9,5,37,1
13.40.56.181,scanner,1,0.8407787673146976,88,17,17,0
237.11.12.120,spam,7,0.5428223329370303,333,19,69,1
202.96.56.40,malware,3,0.5893158565634427,110,14,56,1
118.79.127.173,phishing,4,0.7021881003581227,38,21,58,1
35.2.119.5,phishing,5,0.7474195339099374,166,8,83,0
218.10.125.71,phishing,8,0.9828668506181147,10,10,4,0
117.183.137.106,spam,7,0.985325816523895,109,1,55,1
116.161.66.200,spam,9,0.9255985437393808,15,5,49,0
31.74.236.71,bruteforce,3,0.6577994176427873,32,25,38,1
237.65.69.41,scanner,1,0.9820141454162199,232,26,45,0
191.159.19.185,bruteforce,1,0.8446704323381062,187,25,30,1
226.177.207.153,bruteforce,1,0.6964700639087003,223,25,96,1
140.198.38.145,spam,2,0.8508374584923832,58,22,37,1
45.138.69.125,scanner,2,0.5082613648932632,50,13,56,1
151.90.237.70,scanner,7,0.5730773411371068,270,13,27,1
166.129.213.84,phishing,9,0.9148428557781838,42,23,32,1
89.78.251.113,spam,8,0.8227868184365856,26,12,11,0
93.71.164.49,scanner,4,0.682097350645942,55,24,58,1
52.32.21.114,bruteforce,2,0.7503333201113593,120,4,77,0
239.132.230.18,malware,3,0.9525710748228835,112,8,35,1
166.117.116.37,malware,5,0.8157890547395432,315,24,17,1
222.242.222.64,spam,9,0.6990746419671652,114,28,30,1
138.78.169.123,phishing,8,0.5601633286987675,108,10,18,1
176.43.81.87,phishing,3,0.6468734008127806,174,6,30,1
225.15.53.102,scanner,9,0.9891701163982917,111,1,90,1
163.97.155.2,spam,3,0.7186815314258888,99,23,16,0
94.140.168.208,malware,8,0.7359197319224304,7,11,75,1
59.68.118.92,bruteforce,1,0.7492990161985077,134,4,54,1
181.230.44.148,scanner,4,0.9420520114741056,250,28,4,0
24.188.90.94,bruteforce,4,0.8019641421926549,336,26,15,1
58.236.154.154,scanner,6,0.846838518225961,239,23,76,0
128.6.169.47,botnet,2,0.694706771274552,221,1,27,1
53.186.37.197,bruteforce,7,0.5145438092944872,144,13,4,1
215.219.225.53,spam,5,0.9654864571214221,3,6,35,1
143.223.153.48,bruteforce,6,0.9745638404582032,281,4,85,1
95.146.136.64,bruteforce,6,0.9745765266740256,333,3,63,1
93.181.124.250,scanner,6,0.9718435433233583,327,9,66,0
179.38.3.126,malware,8,0.9076209705347805,196,28,39,1
3.247.63.29,botnet,4,0.8422980250581634,127,15,28,0
116.10.96.102,bruteforce,8,0.9222549591336429,260,5,34,0
186.202.154.225,malware,9,0.8002731195005182,90,20,33,0
21.38.222.102,phishing,4,0.5671848069460118,324,5,50,0
46.65.90.164,botnet,1,0.6956090825207105,258,8,60,1
203.110.81.123,botnet,3,0.9856474559864687,93,0,72,1
193.190.98.35,scanner,1,0.6755689067978281,256,28,72,0
159.155.102.129,bruteforce,7,0.9339139568656847,135,15,42,0
25.42.229.84,phishing,1,0.5466057353874347,12,26,86,0
195.190.50.130,scanner,4,0.6670919211877349,197,16,91,1
210.125.235.253,spam,1,0.6754766623636899,177,12,28,1
192.201.68.9,malware,2,0.5258012715544901,111,5,75,1
2.161.187.230,malware,1,0.5595471650933774,263,1,27,0
189.158.9.114,scanner,5,0.5965826055608855,78,7,1,1
76.163.245.85,malware,7,0.9189077954050564,255,22,92,0
49.238.69.240,bruteforce,3,0.5317009949699032,73,21,91,1
177.130.201.133,malware,8,0.6493504506721937,160,3,8,0
238.217.188.213,bruteforce,5,0.5050875012946338,200,8,46,1
237.89.229.236,spam,5,0.8478138727015123,307,22,24,0
26.71.4.254,phishing,5,0.8101515450216898,32,6,40,1
15.122.143.1,botnet,8,0.8224911310265709,72,20,51,0
144.164.2.180,scanner,2,0.6871913923573094,351,0,24,1
47.94.12.120,scanner,2,0.6041339106337845,292,13,22,0
208.54.234.149,bruteforce,8,0.8601601066430167,197,29,74,1
66.181.154.166,spam,9,0.9055589363703476,324,1,68,0
90.185.61.251,spam,2,0.5693007490491009,315,7,8,1
102.173.216.139,botnet,4,0.7434147139687106,239,10,58,0
200.7.96.117,phishing,8,0.6243578409894313,73,4,15,1
199.63.229.21,scanner,2,0.5840534306030669,30,17,8,1
200.114.245.191,bruteforce,4,0.8671626567474995,13,11,93,1
85.191.247.20,spam,1,0.7690484677364184,204,20,42,0
8.57.45.31,scanner,2,0.6080926661893339,315,23,39,1
242.248.92.240,bruteforce,7,0.6550000056057725,67,19,35,1
9.14.93.154,malware,1,0.9833268356638711,127,18,41,1
138.28.245.80,scanner,1,0.9243397823542783,25,4,48,0
36.83.108.118,phishing,2,0.9399733714365641,183,28,78,1
37.85.70.151,bruteforce,4,0.730006048540354,136,6,96,1
169.231.92.80,phishing,7,0.8119036319604376,290,1,71,0
102.155.175.166,scanner,4,0.6883838701022058,105,16,44,0
159.13.116.225,malware,5,0.5388559878444452,23,12,97,1
249.72.248.91,phishing,4,0.7005346553283913,338,10,35,0
216.204.89.29,spam,4,0.7969903766035724,193,4,27,0
179.48.170.220,bruteforce,9,0.6435721353840658,168,12,65,1
220.71.214.221,scanner,6,0.9239752873637079,35,28,70,0
133.41.134.42,malware,3,0.5755500795872993,100,22,66,1
164.104.26.58,spam,6,0.68356454471846,33,12,71,1
46.65.24.73,scanner,7,0.5624519526621015,38,7,72,0
117.154.128.87,malware,7,0.7024160669926127,210,10,63,1
74.169.179.153,spam,8,0.5198306524871352,229,7,93,0
182.124.66.6,phishing,4,0.6362746975308227,278,9,80,1
125.57.69.53,scanner,1,0.7003676275568418,79,24,29,1
66.57.249.82,scanner,6,0.7390826816383458,237,26,31,1
87.1.203.150,phishing,8,0.7718481792375709,171,10,64,1
37.147.102.24,botnet,5,0.6374955648949594,325,27,86,1
112.211.64.193,spam,3,0.7615206673074362,58,0,53,1
209.250.128.117,phishing,4,0.7545023107810299,21,6,74,1
116.236.221.105,scanner,8,0.6580890254381042,364,25,68,0
239.2.45.55,spam,6,0.9151001653282391,343,7,25,1
75.215.213.192,spam,5,0.7728205632967826,237,5,13,1
236.44.153.77,botnet,9,0.6661348593732725,295,25,81,1
193.23.254.202,scanner,3,0.9736692560403882,340,13,40,0
35.23.27.228,malware,7,0.9225562065355806,93,27,72,0
208.231.15.59,botnet,9,0.9912939057759005,243,19,87,0
209.242.181.207,botnet,4,0.8461169373227104,10,6,7,1
144.14.248.226,malware,3,0.6891114527530234,116,2,32,1
11.192.78.218,malware,1,0.6404303333395062,264,1,24,1
115.67.42.69,botnet,9,0.8316589218372406,11,21,1,1
227.140.137.75,spam,1,0.9904082912476518,153,17,47,0
210.225.102.41,phishing,2,0.8133575400519244,37,21,51,0
234.177.214.199,phishing,9,0.9408074704949191,130,25,36,1
59.38.2.204,botnet,5,0.6645517155238843,224,2,27,0
7.48.25.161,spam,4,0.7034768912371279,142,13,70,0
101.175.78.2,malware,9,0.9531376197946766,53,17,42,0
233.126.198.160,bruteforce,9,0.8784333509789094,23,12,95,1
132.19.241.117,botnet,2,0.9907051601839529,120,7,76,0
164.31.27.77,scanner,3,0.887382104866121,118,3,90,1
1.187.55.35,spam,3,0.7242578536091159,160,14,89,1
112.29.53.36,scanner,5,0.7655340099111816,73,11,68,0
249.182.216.80,scanner,3,0.9502577462315683,184,13,70,1
58.82.64.69,botnet,6,0.775823368049024,191,19,13,1
128.50.21.216,spam,2,0.6276986870822225,219,6,25,1
107.108.115.101,scanner,6,0.7178099063849748,120,23,95,1
181.99.163.68,spam,6,0.7581579944245589,208,11,22,0
36.179.180.210,phishing,2,0.5483599167755648,299,28,99,1
178.207.168.146,bruteforce,6,0.8718813371264451,345,8,21,0
22.65.20.100,scanner,6,0.5546769666774864,163,9,15,1
128.43.102.47,scanner,6,0.7024588566844028,267,7,67,1
39.28.53.90,spam,5,0.9023112207702022,2,29,37,1
85.16.79.188,bruteforce,7,0.7337851808066485,49,19,45,1
159.242.72.223,phishing,5,0.921007759859254,363,1,26,1
206.48.100.2,scanner,1,0.6709406610280575,210,25,81,1
244.175.237.142,botnet,9,0.9788181469992177,15,15,55,1
59.96.98.186,spam,3,0.6047342159026178,167,20,50,1
103.185.238.179,spam,2,0.5191320724946507,282,22,35,0
212.1.242.41,scanner,6,0.9362132714952093,325,17,41,1
211.122.228.82,phishing,8,0.8761013579752042,297,19,72,1
144.131.139.29,scanner,2,0.6159919185336864,184,21,11,1
135.13.246.12,malware,4,0.992370803568337,137,23,88,0
99.132.80.250,scanner,2,0.7511400646342639,124,9,8,0
106.31.73.171,bruteforce,9,0.9755327200720818,57,28,54,1
81.68.44.106,bruteforce,2,0.7525143856934997,361,5,94,0
137.176.160.228,malware,2,0.7359372933856455,65,5,1,1
100.145.8.62,bruteforce,5,0.7245692685722325,339,21,98,1
185.28.124.114,bruteforce,5,0.667437638066475,201,19,20,0
206.152.142.134,botnet,7,0.7668507485882758,8,12,34,1
120.169.156.79,spam,1,0.7262773309742839,104,18,57,0
93.3.81.242,bruteforce,2,0.5183734383117771,88,16,98,1
185.176.171.231,spam,6,0.6302176167117512,88,1,13,1
208.74.13.131,phishing,2,0.6065614000527793,343,17,54,1
243.113.61.106,scanner,4,0.9337178011605333,5,25,53,1
64.101.172.106,botnet,6,0.7994349886134207,157,6,52,0
210.185.254.20,malware,7,0.8818415502248638,329,26,6,1
58.111.216.57,phishing,5,0.9784130188746403,102,13,36,1
230.204.195.119,botnet,8,0.8220196362632051,222,21,25,1
206.96.91.52,botnet,6,0.9913049957023722,170,14,91,1
37.7.43.98,malware,5,0.6558820258260648,32,7,58,1
236.132.117.69,malware,4,0.5931335911564469,180,8,55,1
159.44.136.234,spam,6,0.7016549439964557,183,20,95,0
32.32.125.67,scanner,6,0.735399707467904,86,10,3,1
30.113.203.29,phishing,6,0.9476807714262925,68,2,28,1
131.217.184.253,scanner,1,0.7799702195183382,25,19,68,1
30.136.153.130,phishing,6,0.6460904997090084,5,13,81,0
62.2.173.68,botnet,1,0.8713171414337604,255,26,38,1
25.178.140.231,bruteforce,5,0.7529159685695355,181,7,34,1
44.162.54.215,bruteforce,7,0.5810659726375851,294,2,84,1
137.129.188.246,malware,1,0.7884098937956261,259,17,13,1
41.171.63.31,malware,1,0.955697268403642,313,22,5,1
236.46.129.96,botnet,6,0.9213113087379101,303,13,60,1
210.76.109.69,botnet,7,0.7934049863176655,315,19,88,1
58.105.43.74,phishing,6,0.688541586942494,233,28,17,1
56.170.126.217,botnet,5,0.5434893755321055,281,7,57,1
162.228.29.71,phishing,6,0.734824461665812,206,16,31,1
198.117.54.67,scanner,3,0.8760397187647896,76,7,92,1
141.2.25.57,malware,9,0.6801368598665053,167,4,65,0
126.151.52.198,malware,5,0.6177234127758322,341,11,66,0
43.187.185.49,bruteforce,2,0.9656898596354767,55,1,33,1
42.203.240.228,bruteforce,7,0.9107778502289963,294,16,93,0
194.10.102.98,malware,3,0.8191378097100723,80,12,4,1
218.145.84.100,scanner,1,0.5683916719602597,166,21,82,1
104.179.45.44,scanner,3,0.5724544202030866,175,13,55,1
22.180.186.222,spam,9,0.5516097957278895,280,8,24,0
114.234.254.125,phishing,5,0.8081483334463716,148,8,32,1
124.29.7.98,bruteforce,7,0.557781398236668,255,8,73,1
57.110.72.115,phishing,3,0.9213135994313165,280,26,47,1
20.231.24.19,bruteforce,4,0.9964825009096611,344,19,16,0
5.74.206.128,spam,1,0.6831740923543326,277,5,21,1
72.210.214.155,malware,3,0.7268349234835487,278,29,94,1
40.223.25.27,phishing,7,0.8558335884928394,205,11,67,0
190.82.127.178,bruteforce,4,0.9685765031628829,29,9,97,1
170.156.166.188,phishing,2,0.9470468867781925,217,21,31,1
169.32.210.229,malware,5,0.5287959143749243,230,4,14,1
211.96.110.16,botnet,5,0.5845359012783825,358,17,6,1
23.134.25.96,bruteforce,2,0.8772985992788962,161,6,69,0
12.71.132.106,botnet,6,0.8444465540162236,216,12,29,0
220.116.196.177,spam,4,0.5666092970200616,227,0,55,0
26.132.21.207,scanner,1,0.7510322910007838,332,5,37,1
13.155.160.107,phishing,3,0.8904073155426477,220,20,59,1
23.96.234.18,bruteforce,9,0.6093903411313468,233,20,36,1
242.116.29.26,phishing,7,0.9356438178673332,72,7,85,1
144.204.38.161,spam,6,0.526485887410184,94,8,76,0
154.175.192.241,spam,1,0.891097542534037,94,6,59,0
166.129.112.134,phishing,9,0.8079094498949351,242,9,87,1
46.49.165.106,bruteforce,9,0.6575996733271745,292,28,78,1
216.145.154.169,malware,1,0.8604662741709557,262,7,64,1
72.219.73.17,malware,6,0.8911828975755798,123,29,43,1
247.189.156.186,scanner,7,0.9669494856519847,287,1,42,1
70.205.149.246,phishing,2,0.6838873360771318,266,17,74,1
6.25.166.140,phishing,8,0.8430083679899775,108,27,60,1
99.141.21.51,bruteforce,8,0.8013081384673455,347,14,62,1
151.175.198.104,phishing,6,0.7626030347285442,47,23,64,1
178.88.140.213,bruteforce,9,0.945208237077519,300,5,91,1
233.137.244.183,phishing,3,0.5015836570692002,94,23,58,1
251.8.78.52,spam,2,0.6410558030517988,32,13,2,0
130.152.12.226,botnet,2,0.769138619772415,117,24,78,1
51.185.33.35,phishing,6,0.5891466308182762,131,24,71,0
230.130.254.234,botnet,7,0.9539332668663791,250,26,81,1
120.186.69.247,malware,6,0.8237975588065076,302,21,84,1
176.191.240.147,scanner,3,0.7389414973159949,121,23,8,1
67.209.102.73,malware,5,0.9073508795333273,217,17,56,0
116.203.132.67,phishing,8,0.725443095732552,52,23,84,1
139.120.93.196,bruteforce,6,0.7793265059650047,125,2,36,1
197.128.90.92,malware,2,0.5013754977769604,158,29,69,1
63.28.209.12,spam,7,0.6828502650975368,158,0,13,0
77.40.129.37,botnet,8,0.5693952361754848,282,22,39,1
173.207.175.24,bruteforce,4,0.8448443403311455,88,0,81,1
99.149.99.139,bruteforce,1,0.7395134794878668,175,13,6,1
247.57.173.29,phishing,2,0.6508787786251153,291,26,19,0
163.239.245.143,spam,4,0.7339161696858711,158,0,25,1
60.94.41.233,botnet,7,0.6048149439756731,248,0,3,0
43.207.73.177,spam,2,0.9625433162430703,356,3,53,0
192.159.63.243,malware,6,0.5269863162754564,121,28,28,1
2.151.214.66,phishing,2,0.9327085176480602,236,29,26,1
166.30.114.232,bruteforce,7,0.7556793943666755,124,11,47,1
26.28.194.250,bruteforce,2,0.8094732480694087,314,14,8,1
78.24.47.65,malware,3,0.6513028104543519,278,28,57,1
181.66.245.90,bruteforce,9,0.9833488083971607,354,29,55,1
146.136.37.87,scanner,4,0.640925479259745,323,27,79,0
149.248.64.149,phishing,5,0.7944389985701521,91,3,1,0
27.105.122.198,malware,9,0.9967083525535645,104,29,40,0
247.43.99.28,phishing,7,0.9405471981917228,41,9,23,1
173.16.126.123,botnet,8,0.768164912643053,128,10,54,1
168.249.243.131,phishing,3,0.995187261483606,52,5,42,1
76.230.203.194,phishing,4,0.8506849308663074,167,27,80,1
248.45.213.215,botnet,7,0.6043502080709047,89,9,50,0
158.68.136.85,malware,4,0.7027981052179032,246,11,4,0
11.68.98.91,phishing,2,0.6672466670057755,173,2,8,0
241.193.215.159,spam,6,0.6720068541355946,86,14,36,0
161.166.93.174,phishing,9,0.8802282196799331,149,15,10,0
165.114.219.188,malware,2,0.7921314636363967,248,9,30,1
31.10.86.121,bruteforce,1,0.5190463557947642,114,21,16,1
130.231.104.27,botnet,8,0.938724241825488,179,28,30,1
227.1.102.101,bruteforce,1,0.6483980702400822,119,22,64,1
21.57.132.180,malware,1,0.9985374384565718,27,10,74,0
173.84.92.20,scanner,3,0.9770953651673928,308,15,11,1
61.37.147.242,bruteforce,5,0.9702653583409826,116,16,34,1
25.129.120.160,phishing,9,0.9055638020319868,190,13,80,1
26.197.168.249,phishing,2,0.6103066658417713,144,15,55,1
67.224.0.51,botnet,1,0.7663163720143911,319,13,83,1
5.12.146.140,phishing,1,0.6121513134124873,261,5,4,1
48.152.56.115,spam,8,0.6298377277944747,141,9,49,0
35.75.93.5,spam,2,0.8054758847181387,113,16,44,1
226.21.102.205,bruteforce,9,0.5204167726765316,272,22,31,1
185.174.181.131,malware,9,0.9847292834103538,37,9,48,1
124.52.211.159,botnet,2,0.9593365862889822,196,20,99,1
69.215.103.246,scanner,3,0.69038378607886,12,9,98,1
161.199.215.178,bruteforce,2,0.7577112240034565,111,13,26,1
212.251.15.242,malware,6,0.7330597096338796,136,19,70,0
116.75.204.109,botnet,7,0.9410998893087349,171,16,97,1
234.38.88.174,botnet,6,0.8443009381580555,126,8,91,1
224.253.215.112,bruteforce,3,0.6390556237121783,361,14,12,0
47.171.136.232,malware,3,0.7234206272326484,332,6,45,1
242.214.127.178,malware,2,0.7144829878433818,18,1,8,1
77.187.250.224,phishing,2,0.9796675841419593,207,3,9,0
242.14.35.241,scanner,5,0.5876554552573199,157,19,1,1
63.68.213.208,spam,8,0.5447881686472145,159,23,5,1
169.73.23.210,phishing,6,0.9403094160808452,333,17,71,0
49.145.6.4,botnet,9,0.9483429947529354,239,10,82,1
90.196.59.55,scanner,5,0.9358695439560824,78,4,54,0
16.226.217.210,scanner,4,0.7554884578127782,331,25,24,1
29.150.244.14,malware,9,0.8298722141347302,356,7,26,0
79.176.32.153,scanner,5,0.7816815237804919,330,21,10,1
21.144.22.57,bruteforce,1,0.5347239130272005,196,19,61,1
235.208.185.142,scanner,5,0.7979174484503613,119,4,40,1
93.19.157.19,botnet,5,0.5068070736280504,247,1,44,1
181.102.183.77,bruteforce,5,0.6624937047785431,138,4,12,1
210.150.189.238,bruteforce,2,0.9661462879365835,225,2,22,1
33.230.231.18,phishing,6,0.6520226348179038,82,11,27,0
73.160.159.189,scanner,5,0.9699133213221239,25,18,67,1
182.16.18.219,malware,2,0.6250669785746221,127,6,82,1
70.226.119.101,phishing,8,0.6572811202307662,222,18,69,0
34.83.152.196,malware,6,0.8142037482192768,338,3,14,0
74.201.87.85,scanner,3,0.8808134863946474,43,22,25,1
11.90.143.218,phishing,9,0.750693884002442,83,13,52,0
189.252.221.127,scanner,4,0.9410578435970778,24,18,95,1
113.79.6.16,botnet,3,0.5201202108053096,219,25,85,1
227.249.15.168,phishing,7,0.9610974193171853,292,25,59,1
254.11.34.241,malware,8,0.5981538999477041,203,28,38,1
21.177.170.228,botnet,7,0.942119372542328,192,17,20,0
240.16.31.41,spam,1,0.7004315897431903,1,25,78,0
134.215.26.148,malware,1,0.9163785279355188,201,6,20,1
153.65.136.92,scanner,5,0.8358327749018475,353,14,56,1
181.60.165.3,malware,8,0.5879708162391311,31,20,30,1
212.197.102.225,spam,3,0.9590237849407242,88,0,41,1
55.0.100.198,malware,8,0.6227586952442299,201,11,84,1
45.225.174.207,botnet,3,0.6220700593474995,177,25,71,1
237.25.120.142,bruteforce,4,0.9070894483186902,192,28,63,1
250.181.198.46,malware,7,0.5529366277862605,159,23,69,1
122.30.215.59,phishing,3,0.6110179531852302,292,18,95,0
